round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	SOUNDS LIKE TENNIS		Ambrose Bierce defined it as "a temporary insanity curable by marriage\"	love	2021-09-13	
1	400	0	SOUNDS LIKE TENNIS		Spot for a potential earthquake	a fault	2021-09-13	
1	600	0	SOUNDS LIKE TENNIS		The money you net from an investment	a return	2021-09-13	
1	800	0	SOUNDS LIKE TENNIS		In blackjack it can have one of 2 different values	ace	2021-09-13	
1	1000	0	SOUNDS LIKE TENNIS		The operating expenses of running a business	overhead	2021-09-13	
1	200	0	THAT'S CANADIAN ENTERTAINMENT		This hip-hopper's love for Toronto is well known, & a 2018 report said about 5% of the city's annual tourism income was due to him	Drake	2021-09-13	
1	400	0	THAT'S CANADIAN ENTERTAINMENT		\"You Oughta Know" this Ottawa-born singer imported Flea & Dave Navarro to play on that song	Alanis Morissette	2021-09-13	
1	600	0	THAT'S CANADIAN ENTERTAINMENT		This Vancouver native lent his voice to the city's public transit in 2018; here's a sample: "Get those feet off the seat; my mom might be sitting there one day, come on\"	Seth Rogen	2021-09-13	
1	800	0	THAT'S CANADIAN ENTERTAINMENT		Canadians starring on this sketch show included Eugene Levy, Catherine O'Hara & John Candy	SCTV (Second City TV)	2021-09-13	
1	1000	0	THAT'S CANADIAN ENTERTAINMENT		Eve on "Killing Eve", she considered studying journalism but went to Montreal's National Theatre School instead	(Sandra) Oh	2021-09-13	
1	200	0	TASTY BUSINESS		Developer Jef Raskin loved this type of apple so much he named an Apple computer after one	a McIntosh	2021-09-13	
1	400	0	TASTY BUSINESS		BB is the stock symbol of this company that today is more into cybersecurity than devices	BlackBerry	2021-09-13	
1	600	0	TASTY BUSINESS		Makes sense: BR Standard is a fashion line from this store	Banana Republic	2021-09-13	
1	800	0	TASTY BUSINESS		Named for a green sushi condiment, this company calls itself "the world's hottest cloud storage\"	Wasabi	2021-09-13	
1	1000	0	TASTY BUSINESS		This restaurant chain says the only ingredient it uses that's hard to pronounce is the pepper in its name	Chipotle	2021-09-13	
1	200	0	SOMEBODY WROTE THAT		Melvina Young wrote the greeting card titled "The Sisterhood" for this company's "Uplifted & Empowered" collection	Hallmark	2021-09-13	
1	400	0	SOMEBODY WROTE THAT		Raymond K. Price Jr. wrote the first & last words of the Nixon presidency, his first inaugural address & this last public speech	his resignation	2021-09-13	
1	600	0	SOMEBODY WROTE THAT		\"How Great" is this beloved hymn that began as a Swedish poem by Carl Boberg & has been recorded by Carrie Underwood & Elvis	\"How Great Thou Art\"	2021-09-13	
1	800	0	SOMEBODY WROTE THAT		Lynell George wrote the album notes for "Otis Redding Live at" this club on the Sunset Strip & won a Grammy for the effort	the Whisky a Go Go	2021-09-13	
1	1000	0	SOMEBODY WROTE THAT		Newspaper editor Francis Pharcellus Church wrote the 1897 reply to young Virginia O'Hanlon that's known by these 7 words	Yes, Virginia, there is a Santa Claus	2021-09-13	
1	200	0	NO MAN		This Babylonian, not messing around with his "code": "if a son strike his father, his hands shall be hewn off\"	Hammurabi	2021-09-13	
1	400	0	NO MAN		Andrew Volstead gave a big "no" with the National this act, which enforced the 18th Amendment	Prohibition	2021-09-13	
1	600	0	NO MAN		On April 28, 1789 Fletcher Christian & crew said no to this captain's tough love, sending him off in a boat	(Captain) Bligh	2021-09-13	
1	800	0	NO MAN		In this 1944 battle named for the shape of opposing lines, U.S. General Anthony McAuliffe replied "Nuts!" to a demand for surrender	Battle of the Bulge	2021-09-13	
1	1000	0	NO MAN		Dear Diary, in 1662 he was not a fan of "A Midsummer Night's Dream", "which I had never seen before, nor shall ever again\"	(Samuel) Pepys	2021-09-13	
1	200	0	IS AN ISLAND		The Kanmon Undersea Tunnel connects Kyushu with this largest of the 4 main islands of Japan	Honshu	2021-09-13	
1	400	0	IS AN ISLAND		Take in the beauty of Hanauma Bay on this island, also known for the totally awesome waves on its North Shore	Oahu	2021-09-13	
1	600	5400	IS AN ISLAND		One third of Earth's lava flow since 1500 is said to have come from volcanoes in this Atlantic island nation	Iceland	2021-09-13	
1	800	0	IS AN ISLAND		Brunei & the 13,500-foot Mount Kinabalu are on this large island that lies on the equator	Borneo	2021-09-13	
1	1000	0	IS AN ISLAND		Once called Mount Victoria, Tomanivi on Viti Levu is the highest point in this nation	Fiji	2021-09-13	
2	400	0	FIRST DAY ON THE JOB		Getting used to the binoculars & keeping an eye out for rip currents are first-day tasks at this summer job	a lifeguard	2021-09-13	
2	1200	0	FIRST DAY ON THE JOB		New at this gig, Neil Gorsuch embraced life on the cafeteria committee & having to open the door when someone knocks	a Supreme Court justice	2021-09-13	
2	1600	0	FIRST DAY ON THE JOB		You've just got this gig assisting the mixologists; lots of lifting, so don't hurt the body part in the job's name	barback	2021-09-13	
2	2000	0	FIRST DAY ON THE JOB		You're the new court reporter, dazzle them with your fingers while you operate this intimidating machine	stenography machine	2021-09-13	
2	400	0	FACTS ABOUT ANIMALS		The right or bowhead this gets tangled in fishing nets, which can stunt growth, causing the species to be shorter than its typical 52 feet	a whale	2021-09-13	
2	800	0	FACTS ABOUT ANIMALS		The 2-toed one of these can live up to 20 years, most of it upside down in the canopy of the rainforest	a sloth	2021-09-13	
2	1200	4000	FACTS ABOUT ANIMALS		When faced with danger, certain ducks, snakes & mammals do this, also called thanatosis	play dead	2021-09-13	
2	1600	0	FACTS ABOUT ANIMALS		The kestrel is also known as this type of hawk, after the nice little bird it's looking around for here	(the) sparrow (hawk)	2021-09-13	
2	2000	0	FACTS ABOUT ANIMALS		Sweden's only wild feline is this short-tailed cat that's able to bring down much larger animals, like reindeer & roe deer	lynx	2021-09-13	
