round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	US OPEN 50 YEARS	(Alex: A tribute to 50 years of the United States Tennis Open tournament.)	In 1968, the first Open men's singles winner was this athlete & activist, whose name is now on the Open's main stadium	Arthur Ashe	2018-09-10	
1	400	0	US OPEN 50 YEARS	(Alex: A tribute to 50 years of the United States Tennis Open tournament.)	In 1973 Ms. Court & Mr. Newcombe got $25,000 each as the U.S. Open was the first of this quartet of titles to equalize men's & women's prizes	the Grand Slam	2018-09-10	
1	600	0	US OPEN 50 YEARS	(Alex: A tribute to 50 years of the United States Tennis Open tournament.)	With a powerful style of play, she won the women's singles in the 1990s, 2000s & 2010s, the only player to do so	Serena Williams	2018-09-10	
1	800	0	US OPEN 50 YEARS	(Alex: A tribute to 50 years of the United States Tennis Open tournament.)	The 1990 Open heralded a new all-time great when, at 19, he beat Agassi to become the youngest men's singles champ	(Pete) Sampras	2018-09-10	
1	1000	0	US OPEN 50 YEARS	(Alex: A tribute to 50 years of the United States Tennis Open tournament.)	His dominance of the first decade of the 2000s includes an Open Era record of five straight titles, losing two sets in the five finals	(Roger) Federer	2018-09-10	
1	200	0	EXERCISING: YOUR OPTIONS		Take a run at this exercise machine, also defined as "any monotonous...routine in which there is little or no...progress\"	a treadmill	2018-09-10	
1	400	0	EXERCISING: YOUR OPTIONS		A 150-lb. woman can burn 90 calories in 10 mins. doing this alliterative exercise using leaping & clapping hands repeatedly	jumping jacks	2018-09-10	
1	600	0	EXERCISING: YOUR OPTIONS		Sign up for this 4-letter Hindu philosophy; "The Onion" had an Ali-like "champion" of it boast, "I am the serenest!\"	yoga	2018-09-10	
1	800	0	EXERCISING: YOUR OPTIONS		Tighten & hold your pelvic floor muscles for 5 seconds, 5 times in these not-just-for-pregnancy exercises	kegels	2018-09-10	
1	1000	0	EXERCISING: YOUR OPTIONS		Dude, time to hit the exercise machine & do this pulldown, named for the widest muscle in your back!	the latissimus	2018-09-10	
1	200	0	FAMOUS THREESOMES		Moe, Larry & Curly	the Three Stooges	2018-09-10	
1	400	0	FAMOUS THREESOMES		In a Mother Goose rhyme, "Rub-a-dub-dub", they're the "three men in a tub\"	the butcher, the baker and the candlestick maker	2018-09-10	
1	600	0	FAMOUS THREESOMES		A legendary love triangle consisted of King Arthur, Queen Guinevere & him	Lancelot	2018-09-10	
1	800	3000	FAMOUS THREESOMES		Their names are Melchior, Balthasar & Gaspar	the three wise men (or the Magi)	2018-09-10	
