round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	POLITICAL QUOTES		\"You won't have" this man "to kick around anymore, because, gentlemen, this is my last press conference.\"	Richard Nixon	1990-09-03	
1	200	0	POLITICAL QUOTES		On July 14, 1789 this French king wrote in his diary "Nothing\"	Louis XVI	1990-09-03	
1	300	500	POLITICAL QUOTES		1 day before his assassination he remarked, "I've looked over, & I've seen the promised land\"	Martin Luther King (Jr.)	1990-09-03	
1	400	0	POLITICAL QUOTES		Completes "If the British Empire and its Commonwealth last for 1,000 years, men will still say...\"	this was their finest hour	1990-09-03	
1	500	0	POLITICAL QUOTES		In 1690 this English philosopher wrote, "Wherever law ends, tyranny begins.\"	John Locke	1990-09-03	
1	100	0	FOOD		When he returned to Venice from the Far East, he introduced the idea of fruit flavored ices	Marco Polo	1990-09-03	
1	200	0	FOOD		Consisting of puff pastry layered with custard or cream, this pastry's fit for a French emperor	a Napoleon	1990-09-03	
1	300	0	FOOD		The USDA made Wolfgang Puck add tomato in order to sell his frozen pies as these	pizzas	1990-09-03	
1	400	0	FOOD		They're immature pigeons sometimes raised for food	squabs	1990-09-03	
1	500	0	FOOD		These edible fungi thrive in chalky soil, & the best are the perigord variety	truffles	1990-09-03	
1	100	0	CHILDREN'S LITERATURE		She didn't start writing her "Little House" novels until she was in her 60s	Laura Ingalls Wilder	1990-09-03	
1	200	0	CHILDREN'S LITERATURE		This pampered "Little Lord" had beautiful curls & wore a lace collar	Little Lord Fauntleroy	1990-09-03	
1	300	0	CHILDREN'S LITERATURE		Of Nancy Drew's chums Ned, Bess & George, the one who isn't a girl	Ned	1990-09-03	
1	100	0	3-LETTER WORDS		A Tibetan ox, or to talk persistently	yak	1990-09-03	
1	200	0	3-LETTER WORDS		A dog with a short, flattened nose, or the short, flattened nose itself	pug	1990-09-03	
1	300	0	3-LETTER WORDS		It can mean the daily record of a ship's progress or the act of recording that progress	log	1990-09-03	
1	400	0	3-LETTER WORDS		It can precede brow, down or life	low	1990-09-03	
1	500	0	3-LETTER WORDS		Although roosters crow, crows emit this sound	caw	1990-09-03	
1	100	0	PSYCH 101		Carl Jung coined this term to describe an introspective person	introvert	1990-09-03	
1	200	0	PSYCH 101		The name Rorschach is indelibly associated with tests using these irregular shapes	inkblots	1990-09-03	
