round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	BIBLE HEROES		He had 3 sons: Seth, Abel & Cain	Adam	1999-09-06	1999 Back to School Week game 1.
1	200	0	BIBLE HEROES		This prophet was actually swallowed by a "great fish", not a whale	Jonah	1999-09-06	1999 Back to School Week game 1.
1	300	0	BIBLE HEROES		This man asked Pharaoh to let his people go	Moses	1999-09-06	1999 Back to School Week game 1.
1	400	300	BIBLE HEROES		The 14th chapter of Judges reports that he killed a lion with his bare hands	Samson	1999-09-06	1999 Back to School Week game 1.
1	500	0	BIBLE HEROES		King David's wise son, he built the temple	Solomon	1999-09-06	1999 Back to School Week game 1.
1	100	0	MONOPOLY		It's where you go when you throw doubles 3 times in a row	jail	1999-09-06	1999 Back to School Week game 1.
1	200	0	MONOPOLY		Basic rent is just $2 on this street that shares its name with a sea	Mediterranean Avenue	1999-09-06	1999 Back to School Week game 1.
1	300	0	MONOPOLY		The player who is known as this pays you $200 whenever you pass Go	the bank	1999-09-06	1999 Back to School Week game 1.
1	400	0	MONOPOLY		In an official 1998 election, this vehicle was named favorite token	the racecar	1999-09-06	1999 Back to School Week game 1.
1	500	0	MONOPOLY		Landing on this square will set you back $200 or 10% of your total score	Income Tax	1999-09-06	1999 Back to School Week game 1.
1	100	0	HISTORIC NAMES		When you turn on a light bulb, you can thank him; he invented it	Thomas Edison	1999-09-06	1999 Back to School Week game 1.
1	200	0	HISTORIC NAMES		He was reelected vice president of the U.S. in 1996	Al Gore	1999-09-06	1999 Back to School Week game 1.
1	300	0	HISTORIC NAMES		She lost her vision & hearing before she was 2; Anne Sullivan came to help 5 years later	Helen Keller	1999-09-06	1999 Back to School Week game 1.
1	100	0	MOVIE PEOPLE		It's the name of Jim Carrey's "Pet Detective\"	Ace Ventura	1999-09-06	1999 Back to School Week game 1.
1	200	0	MOVIE PEOPLE		He's just groovy as the actor who plays Austin Powers, baby	Mike Myers	1999-09-06	1999 Back to School Week game 1.
1	300	0	MOVIE PEOPLE		This "Pretty Woman" movie star recently played a movie star in "Notting Hill\"	Julia Roberts	1999-09-06	1999 Back to School Week game 1.
1	400	0	MOVIE PEOPLE		Cool it! This muscleman played Mr. Freeze in the movie "Batman and Robin\"	Arnold Schwarzenegger	1999-09-06	1999 Back to School Week game 1.
1	500	0	MOVIE PEOPLE		As Jim West & Artemus Gordon, these 2 actors rode into the "Wild Wild West" in 1999	Will Smith & Kevin Kline	1999-09-06	1999 Back to School Week game 1.
1	100	0	CEREALS		Hooray! This toasted oat cereal is made from the grain highest in protein	Cheerios	1999-09-06	1999 Back to School Week game 1.
1	500	0	CEREALS		This "nautical" favorite should fill your sails in the morning	Captain Crunch	1999-09-06	1999 Back to School Week game 1.
1	100	0	SPELL IT OUT FOR ME!	(Alex: Yes, you have to...)	We'll all sing your praises when you spell...	C-H-O-I-R	1999-09-06	1999 Back to School Week game 1.
1	200	0	SPELL IT OUT FOR ME!	(Alex: Yes, you have to...)	Things will be sour if you can't spell...	V-I-N-E-G-A-R	1999-09-06	1999 Back to School Week game 1.
