round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	LONDON LANDMARKS		The last monarch crowned in this church was Elizabeth II	Westminster Abbey	1995-09-04	
1	200	0	LONDON LANDMARKS		St. Helen's Bishopsgate is one of the few churches that survived this 1666 event	the Great Fire of London	1995-09-04	
1	300	0	LONDON LANDMARKS		Some of these are Battersea, Regent's & Hyde	parks	1995-09-04	
1	400	0	LONDON LANDMARKS		Opened in 1897, this gallery of modern British art was named for a sugar merchant	Tate Gallery	1995-09-04	
1	500	0	LONDON LANDMARKS		The address of this world-famous auction house is 34-35 New Bond Street	Sotheby's	1995-09-04	
1	100	0	THE EMMYS		A 1960 Emmy for drama writing went to this creator of the "Twilight Zone\"	Rod Serling	1995-09-04	
1	200	0	THE EMMYS		In 1990 & 1991 this Fox show was named the outstanding animated prime-time series	The Simpsons	1995-09-04	
1	300	0	THE EMMYS		When accepting his Emmy for "Saturday Night Live" in 1976, he took one of his trademark pratfalls	Chevy Chase	1995-09-04	
1	400	0	THE EMMYS		This sitcom's Laurie Metcalf received Emmys in 1992, '93 & '94 for her role as Jackie	Roseanne	1995-09-04	
1	500	0	THE EMMYS		In 1982 this 3-time Oscar winner won an Emmy for her performance in "A Woman Called Golda\"	Ingrid Bergman (she played Golda Meir)	1995-09-04	
1	100	0	FOOD FACTS		The early Romans used it as an ointment; we use it on toast & baked potatoes	butter	1995-09-04	
1	200	0	FOOD FACTS		The brittle of peanut brittle includes sugar, water, baking soda & this syrup	corn syrup	1995-09-04	
1	300	0	FOOD FACTS		Classically, this French dish is an old rooster cooked in wine; you can use a game hen	coq au vin	1995-09-04	
1	400	0	FOOD FACTS		Cultivated in hothouses, the button is a common one of these	mushroom	1995-09-04	
1	500	0	FOOD FACTS		Added to punch or hung in the closet, it's a fruit studded with cloves & then dried	pomander	1995-09-04	
1	100	0	AMERICAN HISTORY		He organized the corps of men who photographed the Civil War; poor eyesight limited his work	Mathew Brady	1995-09-04	
1	200	0	AMERICAN HISTORY		Elizabeth Gurley Flynn, a founder of the ACLU, was expelled in 1940 for being a member of this party	Communist Party	1995-09-04	
1	300	0	AMERICAN HISTORY		Over half the value of U.S. exports from 1815-1860 came from this crop	cotton	1995-09-04	
1	400	500	AMERICAN HISTORY		The Bay of Pigs invasion plans were first drawn up under this president	Eisenhower	1995-09-04	
1	500	0	AMERICAN HISTORY		In 1930 Charles Evans Hughes left the World Court to take this position in the U.S.	Chief Justice of the U.S. Supreme Court	1995-09-04	
1	100	0	PLUMBING		When joining copper water pipes, use solder free of this heavy metal once commonly used in plumbing	lead	1995-09-04	
1	200	0	PLUMBING		Of 20, 200 or 2000 gallons, the amount of water used by the average American household each day	200	1995-09-04	
1	300	0	PLUMBING		This common home device has a relief valve to prevent an explosion in case of thermostat failure	hot water heater	1995-09-04	
1	400	0	PLUMBING		In the ion-exchange type of this device, hard water is filtered through a material called zeolite	water softener	1995-09-04	
1	500	0	PLUMBING		Found beneath a sink, this U- or P-shaped pipe maintains a water seal to keep sewer gas out of your house	trap	1995-09-04	
1	100	0	THE OLYMPICS	(Alex: And appropriately enough...)	Russian city where Nadia Comaneci competed in her second Olympics	Moscow	1995-09-04	
1	200	0	THE OLYMPICS	(Alex: And appropriately enough...)	Nicknamed "Sir Charles", he was part of the gold-medal-winning 1992 U.S. "Dream Team\"	Charles Barkley	1995-09-04	
1	300	0	THE OLYMPICS	(Alex: And appropriately enough...)	In this sport's individual event all 64 competitors shoot at targets 70 meters away at the same time	archery	1995-09-04	
1	400	0	THE OLYMPICS	(Alex: And appropriately enough...)	At the 1984 L.A. games, she won a silver in the heptathlon & her brother Al, a gold in the triple jump	Jackie Joyner-Kersee	1995-09-04	
