round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	U.S. CABINET DEPARTMENTS		For a brief time in 1789, it was known as the Department of Foreign Affairs	the Department of State	2016-09-12	
1	600	1000	U.S. CABINET DEPARTMENTS		Its mission is "to care for him who shall have borne the battle, and for his widow, and his orphan\"	the Department of Veterans Affairs	2016-09-12	
1	800	0	U.S. CABINET DEPARTMENTS		The Domestic Nuclear Detection Office is a jointly staffed office within this cabinet department	Homeland Security	2016-09-12	
1	1000	0	U.S. CABINET DEPARTMENTS		Frances Perkins was the first woman to head this department; Hilda Solis was the most recent	the Department of Labor	2016-09-12	
1	200	0	\"BEST" WISHES		In this "scenario", you look at the most favorable possibility	the best-case scenario	2016-09-12	
1	400	0	\"BEST" WISHES		This consumer electronics corporation has annual sales of more than $40 billion	Best Buy	2016-09-12	
1	600	0	\"BEST" WISHES		A lyric by One Direction reminisces, "And we danced all night to" this	\"the best song ever\"	2016-09-12	
1	800	0	\"BEST" WISHES		BFFL in texting slang	\"best friends for life\"	2016-09-12	
1	1000	0	\"BEST" WISHES		They're the opening 12 words of "A Tale of Two Cities\"	\"It was the best of times, it was the worst of times\"	2016-09-12	
1	200	0	COLLEGE FOOTBALL		With the addition of Nebraska in 2011, this conference had 12 teams but no name change	the Big Ten	2016-09-12	
1	400	0	COLLEGE FOOTBALL		(Jimmy of the Clue Crew presents.) After 27 years without a mate, Wilbur the Arizona Wildcat got married to Wilma before the 1986 version of the Duel in the Desert, Arizona's football game against this rival school	Arizona State	2016-09-12	
1	600	0	COLLEGE FOOTBALL		In 2013 the Military Bowl moved from Washington, D.C. to the home field of this nearby military academy	the Naval Academy	2016-09-12	
1	800	0	COLLEGE FOOTBALL		(Dan Patrick delivers the clue as Will Ferrell does some sportscasting.) Will Ferrell appeared on my show in character as Ron Burgundy to re-create some of the great calls in sports history, including Doug Flutie's Hail Mary pass... "Oh, he got it! Did he get it? He got it! Touchdown! Touchdown! Touchdown! Touchdown!" ...that won the game for this school over Miami in 1984	Boston College	2016-09-12	
1	1000	0	COLLEGE FOOTBALL		In January 2011 this SEC team's Tigers defeated the Oregon Ducks to win the BCS championship	Auburn	2016-09-12	
1	200	0	THE QUEEN'S EXPIRATION DATE		August 30 B.C. in Alexandria	Cleopatra	2016-09-12	
1	400	0	THE QUEEN'S EXPIRATION DATE		October 16, 1793 in Paris	Marie Antoinette	2016-09-12	
1	600	0	THE QUEEN'S EXPIRATION DATE		November 26, 1504 in Medina del Campo, Spain	Isabella	2016-09-12	
1	800	0	THE QUEEN'S EXPIRATION DATE		January 22, 1901 in the British Isles	Victoria	2016-09-12	
1	1000	0	THE QUEEN'S EXPIRATION DATE		March 20, 2004 in Baarn, the Netherlands	Queen Juliana	2016-09-12	
1	200	0	I LIKE YOUR COLÓN		Descendants of those who worked on a big dig are the main populace of Colón, this country's major port	Panama	2016-09-12	
1	400	0	I LIKE YOUR COLÓN		Currency traders know the "CRC" on their computer screens is this country's colón	Costa Rica	2016-09-12	
