round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	JULY 4, 1994	(Alex: Think back to that date.)	The U.S. Coast Guard intercepted over 3,000 refugees on boats from this country	Haiti	1994-09-05	
1	200	0	JULY 4, 1994	(Alex: Think back to that date.)	His return to Gaza after a 27-year exile made headlines	Yasser Arafat	1994-09-05	
1	300	0	JULY 4, 1994	(Alex: Think back to that date.)	The French declared a safe zone in this country after rebels took its capital of Kigali	Rwanda	1994-09-05	
1	400	0	JULY 4, 1994	(Alex: Think back to that date.)	The U.S. opened its new embassy in this Bosnian capital during a cease-fire	Sarajevo	1994-09-05	
1	500	0	JULY 4, 1994	(Alex: Think back to that date.)	The 1994 Philadelphia Liberty Medal was awarded to this Czech president	Vaclav Havel	1994-09-05	
1	100	0	DOLLS		Mattel has made more than 1 billion pairs of shoes for this doll	Barbie	1994-09-05	
1	200	0	DOLLS		The Jessica dolls sold by this Osmond on QVC are inspired by her own daughter Jessica	Marie Osmond	1994-09-05	
1	300	0	DOLLS		Many ancient dolls were made from this substance, but most of them probably have melted by now	wax	1994-09-05	
1	400	0	DOLLS		In the 19th century, china heads & limbs for dolls were made in Meissen in what is now this country	Germany	1994-09-05	
1	500	600	DOLLS		These Hopi dolls that personify spirits are often carved from cottonwood	kachinas	1994-09-05	
1	100	0	MUSEUMS		This poet's birthplace & museum lie near the Brig O'Doon featured in his poem "Tam O'Shanter\"	Robert Burns	1994-09-05	
1	200	0	MUSEUMS		You'll find the more than 20-ton Aztec "sun stone" in the Museo Nacional de Antropologia in this capital city	Mexico City	1994-09-05	
1	300	0	MUSEUMS		The Tate Gallery is housed in a neoclassical building that overlooks this river	the Thames	1994-09-05	
1	400	0	MUSEUMS		Every year this Fifth Avenue art museum decorates a Christmas tree with beautiful Baroque angels	the Metropolitan Museum of Art	1994-09-05	
1	500	0	MUSEUMS		This natural history museum's original name was the Columbian Museum of Chicago	the Field Museum	1994-09-05	
1	100	0	FRUITS & NUTS		Grapefruits are classified as either white or this color	pink	1994-09-05	
1	200	0	FRUITS & NUTS		\"Mary Ann's Gilligan's Island Cookbook" features 13 recipes for this kind of cream pie	coconut	1994-09-05	
1	300	0	FRUITS & NUTS		The winesap is not a grape, but a type of this	an apple	1994-09-05	
1	400	0	FRUITS & NUTS		Used in pralines & widely grown in the South, the paper shell varieties of this nut are the best	a pecan	1994-09-05	
1	500	0	FRUITS & NUTS		Nuts from the black and English varieties of this tree are sometimes picked green for pickling	the walnut	1994-09-05	
1	100	0	BUSINESS & INDUSTRY		This product introduced the slogan "It's the real thing" in 1942	Coca-Cola	1994-09-05	
1	200	0	BUSINESS & INDUSTRY		In 1992 this international carrier bought Australian Airlines	Qantas	1994-09-05	
1	300	0	BUSINESS & INDUSTRY		In the 1989 film "Roger & Me", Roger was Roger Smith, the CEO of this auto corporation	General Motors	1994-09-05	
1	400	0	BUSINESS & INDUSTRY		Akio Morita, who founded this electronics giant, was born into a sake-making family in 1921	Sony	1994-09-05	
1	500	0	BUSINESS & INDUSTRY		Advanced Night Repair, a skin care product, is one of this cosmetics giant's best sellers	Estée Lauder	1994-09-05	
1	100	0	PROVERBS		\"Actions speak louder than" these	words	1994-09-05	
1	200	0	PROVERBS		The 2 things that "make Jack a dull boy\"	all work and no play	1994-09-05	
1	300	0	PROVERBS		\"Home is where the heart is" & "a man's home is" this	his castle	1994-09-05	
1	400	0	PROVERBS		According to a proverb, it's what you should do with "well enough\"	leave it alone	1994-09-05	
1	500	0	PROVERBS		A choice for some anglers might be to "fish or" do this	cut bait	1994-09-05	
2	200	0	MIDDLE EAST HISTORY		In 1990 Syria's troops joined the Allied forces in preparing to attack this invader of Kuwait	Iraq	1994-09-05	
2	400	0	MIDDLE EAST HISTORY		The ancient Phoenicians' homeland is now part of this country known for its cedars	Lebanon	1994-09-05	
2	600	0	MIDDLE EAST HISTORY		It was built with the help of the French between 1859 & 1869	Suez Canal	1994-09-05	
2	800	0	MIDDLE EAST HISTORY		In a 1948-49 war, this country increased its territory by about 50%	Israel	1994-09-05	
2	1000	2000	MIDDLE EAST HISTORY		In 1984 women voted for the first time in this Hashemite kingdom	Jordan	1994-09-05	
2	200	0	AMERICANA		New Britain, the "Hardware City" of this state, is about 10 miles southwest of Hartford	Connecticut	1994-09-05	
2	400	0	AMERICANA		Mobile is nicknamed the "City of" this many "Flags", which makes it sound like a theme park	six	1994-09-05	
2	600	0	AMERICANA		Carter's Grove is among the loveliest of this state's James River Plantations	Virginia	1994-09-05	
2	800	0	AMERICANA		Brattleboro has been called the place "Where" this state "Begins\"	Vermont	1994-09-05	
2	1000	0	AMERICANA		The Skowhegan State Fair, held in this state since 1818, is said to be the nation's oldest continuing fair	Maine	1994-09-05	
2	200	0	GOVERNMENT & POLITICS		Since 1869 its membership has been set at a Chief Justice & 8 Associate Justices	the United States Supreme Court	1994-09-05	
2	400	0	GOVERNMENT & POLITICS		This party to which John Adams belonged disappeared from national politics after the 1816 election	Federalist Party	1994-09-05	
2	600	0	GOVERNMENT & POLITICS		This Constitutional Amendment was proposed by Congress in 1917, ratified in 1919 & repealed in 1933	18th Amendment	1994-09-05	
2	800	2000	GOVERNMENT & POLITICS		The Coast Guard, once part of the Treasury, falls under the jurisdiction of this dept. during peacetime	the Department of Transportation	1994-09-05	
2	1000	0	GOVERNMENT & POLITICS		In 1993 this Alabama governor was forced to step down after a conviction on felony ethics charges	(Guy) Hunt	1994-09-05	
2	200	0	NOVELS & NOVELISTS		His novel "Oliver Twist" is subtitled "The Parish Boy's Progress\"	Charles Dickens	1994-09-05	
2	400	0	NOVELS & NOVELISTS		R. K. Narayan writes novels & stories set in Malgudi, a fictional village in this large Asian country	India	1994-09-05	
2	600	0	NOVELS & NOVELISTS		Clive is an art student in love with his cousin Ethel in "The Newcomes" by this "Vanity Fair" novelist	William Makepeace Thackeray	1994-09-05	
