round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	U.S. GOVERNMENT		Term for any committee using both Republicans & Democrats	bi-partisan	1986-09-08	
1	200	0	U.S. GOVERNMENT		Minimum age for a Congressman	25	1986-09-08	
1	300	0	U.S. GOVERNMENT		Of New York, Ohio, or Virginia, state that has contributed most members to the U.S. Supreme Court	New York	1986-09-08	
1	400	0	U.S. GOVERNMENT		Secretary of Defense under Kennedy & Johnson who held the office longer than anyone so far	Robert McNamara	1986-09-08	
1	100	0	ANIMALS		Don't kick an adult male of these duck-billed creatures in the ankle; he's got a poisoned spur	duck-billed platypus	1986-09-08	
1	200	0	ANIMALS		\"Odobenus rosmarus", Latin name for this Arctic tusked mammal, means "one who walks with his teeth\"	walrus	1986-09-08	
1	300	0	ANIMALS		The Bible states it was upon this color of ass that great personages preferred to ride	white	1986-09-08	
1	400	0	ANIMALS		Part of the witches' brew recipe in "Macbeth" was a pinch of this amphibian's eye	eye of newt	1986-09-08	
1	500	0	ANIMALS		Shellfish are not fish, but members of 2 invertebrate classifications, of which this is 1	mollusks or crustaceans	1986-09-08	
1	100	0	SAUCES		By corporate policy, it accounts for 2 of the 13 layers in a Big Mac	the special sauce	1986-09-08	
1	200	0	SAUCES		Made of beaten oil, egg yolks & vinegar, it's a sauce more common on salads than on meat	mayonnaise	1986-09-08	
1	300	0	SAUCES		Of Beaujolais, Bordelaise, or Rouennaise, the brown sauce made from Bordeaux wine	Bordelaise	1986-09-08	
1	400	0	SAUCES		The color of Bechamel sauce	cream-colored (white or yellow)	1986-09-08	
1	500	0	SAUCES		Hollandaise seasoned with chervil, shallots & tarragon becomes this sauce named for region of SW France	Bearnaise	1986-09-08	
1	100	0	1966		In November 1966, NASA was photographing possible landing sites here	the moon	1986-09-08	
1	200	0	1966		In Las Vegas, on July 19, this 50-year-old singer married 21-year-old Mia Farrow	Frank Sinatra	1986-09-08	
1	100	0	QUOTES		Bandleader who said in 1977, "When I go I'll take New Year's Eve with me\"	Guy Lombardo	1986-09-08	
1	200	0	QUOTES		Finishes Lord Chesterfield's 1749 line; "No idleness, no laziness, no procrastination: never put off...\"	until tomorrow what you can do today	1986-09-08	
1	300	0	QUOTES		Word which completes the line from "The Virginian", "When you call me that, ....\"	smile	1986-09-08	
1	400	0	QUOTES		Theodore Roosevelt's adage with which "you will go far\"	\"Speak softly and carry a big stick, and...\"	1986-09-08	
1	500	0	QUOTES		In Bartlett's, the line from Shakespeare's "Henry V", "The game's afoot", footnotes this other author	Sir Arthur Conan Doyle	1986-09-08	
1	100	0	\"LEWIS" & "CLARK\"		This '84 gold medalist was booed when he didn't try to break the long jump world record	Carl Lewis	1986-09-08	
1	200	0	\"LEWIS" & "CLARK\"		He had actually worked in an oil field before he drilled for oil in 1940 film "Boom Town\"	Clark Gable	1986-09-08	
1	300	0	\"LEWIS" & "CLARK\"		Their 1st hit, "This Diamond Ring", was their only song to hit #1	Gary Lewis and the Playboys	1986-09-08	
1	400	0	\"LEWIS" & "CLARK\"		Author who briefly worked as a janitor at Upton Sinclair's commune	Sinclair Lewis	1986-09-08	
1	500	500	\"LEWIS" & "CLARK\"		The 2 cast members of "Webster" who fit the category	Emmanuel Lewis & Susan Clark	1986-09-08	
2	200	0	FICTIONAL HEROINES		The prince had a ball with her, but only until midnight	Cinderella	1986-09-08	
2	400	0	FICTIONAL HEROINES		Of Franny & Zooey & Daphnis & Chloe, the 2 heroines	Franny & Chloe	1986-09-08	
2	600	0	FICTIONAL HEROINES		Julie Christie played Bathsheba in movie version of this pastoral Thomas Hardy novel	Far From the Madding Crowd	1986-09-08	
2	800	0	FICTIONAL HEROINES		Ilsa Lund Laszlo was the heroine of this 1942 film classic	Casablanca	1986-09-08	
2	200	0	PHYSIOLOGY		Your head line is found not on a newspaper but here, near the phalanges	(the palm of) your hand	1986-09-08	
2	400	0	PHYSIOLOGY		Lenses of this shape correct farsightedness	convex	1986-09-08	
2	600	1000	PHYSIOLOGY		Of the ear bones called "hammer", "anvil" & "stirrup", the one that looks most like its namesake	stirrup	1986-09-08	
2	800	0	PHYSIOLOGY		A femoral artery is found in this part of the body	leg (thigh)	1986-09-08	
2	1000	0	PHYSIOLOGY		The heaviest human organ, it gets its blood from both an artery & a vein	liver	1986-09-08	
2	200	0	ODD JOBS		In a "Mary Poppins" song, good luck would rub off if you shook hands with one	a chimney sweep	1986-09-08	
2	400	0	ODD JOBS		Sport a tout is usually involved with	horse racing	1986-09-08	
