round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	FACTS & FIGURES		Now over 3 million, the population of this west coast U.S. city in 1850 was only 1610	Los Angeles	1987-09-07	
1	200	0	FACTS & FIGURES		As of Feb. 1987, 355,691 people, down from 596,897, held this Pentagon security clearance rank	Top Secret	1987-09-07	
1	300	0	FACTS & FIGURES		USA Today says this ex-"GMA" host averaged 4.3 "Oh, goshes" per broadcast	David Hartman	1987-09-07	
1	400	0	FACTS & FIGURES		At 83%, it's the reason men & women gave most often when asked why they got married	because they were in love	1987-09-07	
1	500	0	FACTS & FIGURES		In 1986, this kitchen appliance costing only 5 books was S&H Green Stamps' most popular item	an electric can opener	1987-09-07	
1	100	0	STARTS WITH "G\"		Avarice	greed	1987-09-07	
1	200	0	STARTS WITH "G\"		An unsanitary cafe, or the soiled utensil they'd expect you to eat with	a greasy spoon	1987-09-07	
1	300	0	STARTS WITH "G\"		Avian term for the number zero	a goose egg	1987-09-07	
1	400	0	STARTS WITH "G\"		The inflammation of this firm connective tissue is called gingivitis	the gums	1987-09-07	
1	500	0	STARTS WITH "G\"		Even bad wives' surnames were once preceded by this word, short for "goodwife\"	goody	1987-09-07	
1	100	0	COUNTRY MUSIC TRIVIA		Tho Loretta Lynn was a coal miner's daughter, she was named for this star of "The Farmer's Daughter\"	Loretta Young	1987-09-07	
1	200	0	COUNTRY MUSIC TRIVIA		The title of his 1985 autobiography is "Stuttering Boy\"	Mel Tillis	1987-09-07	
1	300	0	COUNTRY MUSIC TRIVIA		In 1973, 10 years after her death, she became 1st female solo artist elected to Country Hall of Fame	Patsy Cline	1987-09-07	
1	400	0	COUNTRY MUSIC TRIVIA		In 1980, this singer found his 1st national hit while "Lookin' For Love\"	Johnny Lee	1987-09-07	
1	500	350	COUNTRY MUSIC TRIVIA		2 of the 3 female superstars featured on the 1987 album "Trio\"	Linda Ronstadt & Dolly Parton (& Emmylou Harris)	1987-09-07	
1	100	0	U.S. MILITARY		Service branch now responsible for all major icebreaking for U.S. armed forces	the Coast Guard	1987-09-07	
1	200	0	U.S. MILITARY		It's said at peak strength, U.S. Air Forces made up only about 10% of Allied air power in this war	the First World War	1987-09-07	
1	300	0	U.S. MILITARY		Until 1890 when these vessels came into prominence, the Navy had consisted mainly of cruisers	battleships	1987-09-07	
1	400	0	U.S. MILITARY		San Francisco headquarters of the 6th Army, it's been a military reservation since 1776	the Presidio	1987-09-07	
1	500	0	U.S. MILITARY		Used since 1806, its "Commandant's House" is oldest continuous official residence in Washington	the Marine Corps	1987-09-07	
1	100	0	POETRY		Robert Louis Stevenson said it "goes in & out with me\"	his shadow	1987-09-07	
1	100	0	GEOGRAPHICAL "SAINT"S		The Twin Cities' saintly side	Saint Paul	1987-09-07	
1	200	0	GEOGRAPHICAL "SAINT"S		In Canada, it's the name of a river, a gulf & a seaway	Saint Lawrence	1987-09-07	
1	300	0	GEOGRAPHICAL "SAINT"S		Columbus named this Virgin Island Santa Cruz, but it's now called this, which means the same thing	Saint Croix	1987-09-07	
1	400	0	GEOGRAPHICAL "SAINT"S		You might go to this resort in Cornwall to meet a man with 7 wives	Saint Ives	1987-09-07	
1	500	0	GEOGRAPHICAL "SAINT"S		This city was the site of the 1st trial of the Dred Scott case, in 1847	Saint Louis (Missouri)	1987-09-07	
2	200	0	PRESIDENTS		While no presidents have been named Smith, 2 have had this name, USA's 2nd-most-common surname	Johnson	1987-09-07	
2	400	400	PRESIDENTS		While President Lincoln gave 1 in 1863, Pres. Eisenhower had 1 from 1951 until his death	a Gettysburg Address	1987-09-07	
2	600	0	PRESIDENTS		In 1919, FDR wrote "There could not be a better" president than this man whom FDR later defeated	(Herbert) Hoover	1987-09-07	
2	800	0	PRESIDENTS		His last words were "I know that I am going where Lucy is\"	Rutherford B. Hayes	1987-09-07	
2	1000	0	PRESIDENTS		A relative said that he "wanted to be the bride at every wedding & the corpse at every funeral\"	Teddy Roosevelt	1987-09-07	
2	200	0	INDIANS		The name of this cooked mix of lima beans & corn is from the Narraganset "msickquatash", "ear of corn\"	succotash	1987-09-07	
2	400	0	INDIANS		For Plains tribes this had a hard sole & soft upper, for eastern tribes, a soft sole & soft upper	a moccasin	1987-09-07	
2	600	0	INDIANS		Cheeshateaumuck was the only Indian graduate of this college in colonial times	Harvard	1987-09-07	
2	800	0	INDIANS		The 1825 census showed this "proud" nation owned 1277 Black slaves	the Cherokees	1987-09-07	
2	1000	0	INDIANS		The Ojibwa or Ojibway tribe's name was garbled by Europeans into this, still used today	Chippewa	1987-09-07	
2	200	0	SHAKESPEARE ON BROADWAY		Laurence Olivier & Vivien Leigh starred in 1951 as both Shaw's "Caesar & Cleopatra" & this duo	Anthony & Cleopatra	1987-09-07	
2	400	0	SHAKESPEARE ON BROADWAY		Cole Porter musical based on "The Taming of the Shrew\"	Kiss Me, Kate	1987-09-07	
2	600	0	SHAKESPEARE ON BROADWAY		In 1979, this "Godfather" star limped onto Broadway as "Richard III\"	Al Pacino	1987-09-07	
2	800	0	SHAKESPEARE ON BROADWAY		She played Juliet on Broadway in 1951, 12 years after co-starring in "Gone with the Wind\"	Olivia de Havilland	1987-09-07	
2	1000	0	SHAKESPEARE ON BROADWAY		\"Your Own Thing" was a 1968 rock & roll update of this numerically titled play	Twelfth Night	1987-09-07	
2	200	0	BIOLOGY		Distinguishing color of chlorophyta, 1 of 3 major groups of algae	green	1987-09-07	
2	400	0	BIOLOGY		A chromosome map identifies these units & what part of the organism they control	genes	1987-09-07	
2	600	0	BIOLOGY		This book published in 1859 applied theory of natural selection to plant evolution, too	The Origin of the Species	1987-09-07	
2	800	0	BIOLOGY		Term for the "message" conducting along a nerve fiber, it's also a type of Isuzu	an impulse	1987-09-07	
2	1000	0	BIOLOGY		From New Latin for "in glass", it describes fertilization which took place in a test tube	in vitro	1987-09-07	
2	200	0	ENGLAND		This takes place at Buckingham Palace at 11:30 a.m., whether the Queen is in or out	changing of the guard	1987-09-07	
2	400	0	ENGLAND		In 1802, she left France along with her 2 sons & collection of wax models	Madame Tussaud	1987-09-07	
2	600	0	ENGLAND		She was the only female in the 1976 Montreal Olympics who didn't have to undergo a sex test	Princess Anne	1987-09-07	
2	200	0	CELEBRITY JEOPARDY!	(Alex: And these are quotes that have been given to us by the celebrities themselves, and in this category, all of them are known primarily because of their comedy.)	I wrote for Will Rogers & 5 presidents but am best known as Buddy Sorrell on "Dick van Dyke\"	Morey Amsterdam	1987-09-07	
2	400	0	CELEBRITY JEOPARDY!	(Alex: And these are quotes that have been given to us by the celebrities themselves, and in this category, all of them are known primarily because of their comedy.)	\"Show of Shows" star, I started on TV in 1949 in the "Admiral Broadway Review\"	Sid Caesar	1987-09-07	
3	0	0	FAMOUS QUOTES		Though Neil Armstrong says he uttered it, this word is missing from tapes of his famous quote	a	1987-09-07	
1	100	0	FEATHERED FRIENDS		This part of a peacock is about 5 times as long as his body	the tail	1987-09-08	
1	200	0	FEATHERED FRIENDS		Auks swim using their feet as a rudder & these as paddles	their wings	1987-09-08	
1	300	0	FEATHERED FRIENDS		In winter, a male emperor penguin does not eat for 2 months while he's keeping this warm	the eggs	1987-09-08	
1	400	0	FEATHERED FRIENDS		In falconry, this is removed from a falcon only after the game has been sighted	the hood	1987-09-08	
1	500	0	FEATHERED FRIENDS		Most birds are diurnal, which literally means this	they are active during the day	1987-09-08	
1	100	0	5-LETTER WORDS		The plural of fungus	fungi	1987-09-08	
1	200	0	5-LETTER WORDS		Part of your book, or part of your back	the spine	1987-09-08	
1	300	500	5-LETTER WORDS		Title of the following hit which spun up to No. 1 in 1969: "First time that I saw you, girl / I knew that I just had to make you mine\"	\"Dizzy\"	1987-09-08	
1	400	0	5-LETTER WORDS		The fruit of the Mangifera indica tree	the mango	1987-09-08	
1	500	0	5-LETTER WORDS		Tangle removed by the teeth of a comb, or to growl while baring the teeth	snarl	1987-09-08	
1	100	0	FAMOUS MORGANS		A congressional committee investigated this man in 1912 because of the financial power he was wielding	J.P. Morgan	1987-09-08	
1	200	0	FAMOUS MORGANS		Chuck Barris saved the footage of this panelist ripping open her blouse for "The Gong Show Movie\"	Jaye P. Morgan	1987-09-08	
1	300	0	FAMOUS MORGANS		This doctor began his comic strip practice in 1948	Rex Morgan M.D.	1987-09-08	
1	400	0	FAMOUS MORGANS		1 of the 2 women who have starred on "Dallas" who fit the category	(1 of) Morgan Fairchild (Morgan Brittany)	1987-09-08	
1	500	0	FAMOUS MORGANS		He's back as Bill Gannon in the new "Dragnet" feature	Harry Morgan	1987-09-08	
1	100	0	SPORTS FIGURES		In late 19th c. football games it was worth 1 point, then 2, not 6 like today	a touchdown	1987-09-08	
1	200	0	SPORTS FIGURES		For boxing, it usually measures 18-20 ft. square	the ring	1987-09-08	
1	300	0	SPORTS FIGURES		On Feb. 24, 1987, for the 1st time in his career, Kareem Abdul-Jabbar scored this many points on 1 shot	3	1987-09-08	
1	400	0	SPORTS FIGURES		The Spanish embassy says that it is customary for these sports figures to retire at age 40	matadors (bullfighters)	1987-09-08	
1	500	0	SPORTS FIGURES		The top class for international race cars	Formula 1	1987-09-08	
1	100	0	MISSISSIPPI		Mississippi's population has a larger proportion of this ethnic group than any other state	black	1987-09-08	
1	200	0	MISSISSIPPI		On Jan. 9, 1861, Mississippi became the 2nd state to do this	secede from the Union	1987-09-08	
1	300	0	MISSISSIPPI		Over 55% of the land in Mississippi is covered by these	forests	1987-09-08	
1	400	0	MISSISSIPPI		Of Lincoln, Jefferson Davis, or Jeb Stuart, the one that is not a county in Mississippi	Jeb Stuart	1987-09-08	
