round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	GREAT & OTHER LAKES		The Chicago River flows out of this Great Lake	Lake Michigan	2012-09-17	
1	400	0	GREAT & OTHER LAKES		In surface area this one of the 5 Great Lakes is the largest body of fresh water in the world	Lake Superior	2012-09-17	
1	600	0	GREAT & OTHER LAKES		The town of Yellowknife is located on the shore of this "Great" Canadian lake	Great Slave Lake	2012-09-17	
1	800	0	GREAT & OTHER LAKES		This lake in Oregon is the second-deepest lake in North America	Crater Lake	2012-09-17	
1	1000	0	GREAT & OTHER LAKES		Percy Shelley wrote of this Italian lake, it "exceeds anything I ever beheld in beauty\"	Lake Como	2012-09-17	
1	200	0	OSCAR WINNERS ON TV		This Oscar winner for "Ordinary People" leads a team of thieves & hackers on TNT's "Leverage\"	(Timothy) Hutton	2012-09-17	
1	400	0	OSCAR WINNERS ON TV		In the 1980s he & his daughter Holly hosted "Ripley's Believe It or Not", though we don't remember any one-armed push-ups	Jack Palance	2012-09-17	
1	600	1000	OSCAR WINNERS ON TV		This Oscar-winning daughter of an Oscar-winning director plays producer Eileen Rand on "Smash\"	Anjelica Huston	2012-09-17	
1	800	0	OSCAR WINNERS ON TV		In 2012 this 2-time Oscar winner won a Golden Globe for her role on "American Horror Story\"	Jessica Lange	2012-09-17	
1	200	0	MY SO. CAL. LIFE		On a clear day, I can see this landmark unveiled in 1923; it's lost 4 letters since then	the Hollywood Sign	2012-09-17	
1	400	0	MY SO. CAL. LIFE		In summer I listen to this great broadcaster, now in his 63rd year calling Dodger games	Vin Scully	2012-09-17	
1	600	0	MY SO. CAL. LIFE		Weekends I go to Musso & Frank's iconic restaurant; GQ called their version of this gin-based cocktail America's best	a martini	2012-09-17	
1	800	0	MY SO. CAL. LIFE		When I say I live in the Valley, I mean this one that's home to such communities as Studio City & Encino	San Fernando Valley	2012-09-17	
1	1000	0	MY SO. CAL. LIFE		Sometimes I get my kicks driving to Glendora to visit the acclaimed Donut Man on this route	Route 66	2012-09-17	
1	200	0	\"A" IN LITERATURE		In Milton's "Paradise Lost", Gabriel sends 2 of these beings to watch over Paradise, & Satan flees	angels	2012-09-17	
1	400	0	\"A" IN LITERATURE		When Moby Dick is harpooned, this man becomes fouled in the line & is taken under the sea to his death	Ahab	2012-09-17	
1	600	0	\"A" IN LITERATURE		Chapter 1 of this Tolstoy novel tells us, "Everything was in confusion in the Oblonskys' house\"	Anna Karenina	2012-09-17	
1	800	0	\"A" IN LITERATURE		The oldest of the 3 Musketeers, he was once married to the evil Milady de Winter	Athos	2012-09-17	
1	1000	0	\"A" IN LITERATURE		Theodore Dreiser based this novel on the case of Chester Gillette, who murdered Grace Brown on Big Moose Lake	An American Tragedy	2012-09-17	
1	200	0	LATIN PHRASES		Lapsus linguae, a sudden, unfortunate utterance, translates to this 4-word phrase	slip of the tongue	2012-09-17	
1	400	0	LATIN PHRASES		Said at funerals, requiescat in pace translates to this	rest in peace	2012-09-17	
1	600	0	LATIN PHRASES		Agnus dei is this 4-legged animal "of God\"	a lamb	2012-09-17	
1	800	0	LATIN PHRASES		In utero means "within the womb"; this other phrase describes something that happens "in glass\"	in vitro	2012-09-17	
1	1000	0	LATIN PHRASES		i.e. is short for this, meaning "that is\"	id est	2012-09-17	
1	600	0	YOUR BEST TEXAS HOLD 'EM CALL		What's this?	four of a kind	2012-09-17	
1	800	0	YOUR BEST TEXAS HOLD 'EM CALL		What's this?	a flush	2012-09-17	
1	1000	0	YOUR BEST TEXAS HOLD 'EM CALL		What's this?	a full house	2012-09-17	
2	400	0	1990s NO. 1 ALBUMS		& I'm here... to remind you... her "Jagged Little Pill" was No. 1 in 1995 & again in '96	Alanis Morissette	2012-09-17	
2	800	0	1990s NO. 1 ALBUMS		The soundtrack from this movie felt the love tonight (& for 10 weeks)	The Lion King	2012-09-17	
2	1200	0	1990s NO. 1 ALBUMS		This Seattle band was "Unplugged in New York"; cuts included "Lake Of Fire\"	Nirvana	2012-09-17	
2	1600	0	1990s NO. 1 ALBUMS		Not afraid to re-dip in previous success, he topped the chart with "Bat out of Hell II: Back Into Hell\"	Meat Loaf	2012-09-17	
2	2000	0	1990s NO. 1 ALBUMS		This band's "Monster" album included "Crush With Eyeliner\"	R.E.M.	2012-09-17	
2	400	0	NAME THAT WAR		The 3 Battles of Ypres	World War I	2012-09-17	
2	800	0	NAME THAT WAR		The Inchon Landing	the Korean War	2012-09-17	
2	1200	0	NAME THAT WAR		The Battle of Lookout Mountain	the Civil War	2012-09-17	
2	1600	0	NAME THAT WAR		The 1356 Battle of Poitiers	the Hundred Years' War	2012-09-17	
2	2000	0	NAME THAT WAR		The Battle of Tarawa	World War II	2012-09-17	
2	400	0	WE MAKE FURNITURE		George Hepplewhite was known for designing the backs of these in such shapes as hearts & shields	chairs	2012-09-17	
2	800	0	WE MAKE FURNITURE		In the early 20th century, Gerrit Rietveld led this country's De Stijl movement, which emphasized abstract furniture	the Netherlands	2012-09-17	
2	1200	0	WE MAKE FURNITURE		This London furniture maker popularized his style in his book "Gentleman and Cabinet-Maker's Director\"	Thomas Chippendale	2012-09-17	
2	1600	0	WE MAKE FURNITURE		Most of the early work by this N.Y. cabinetmaker whose name sounds like a musical instrument was in mahogany	Duncan Phyfe	2012-09-17	
2	2000	0	WE MAKE FURNITURE		Both Alvar Aalto & Charles Eames designed furniture using this layered wood product	laminate	2012-09-17	
2	400	0	GIVING A PUP TALK		Margaret Hamilton spoke the immortal movie line "I'll get you, my pretty, and" these 4 words	\"your little dog, too!\"	2012-09-17	
2	800	0	GIVING A PUP TALK		English dramatist John Webster noted, "they that sleep with dogs shall rise with" these	fleas	2012-09-17	
2	1200	600	GIVING A PUP TALK		This Shakespeare play includes the line "Cry 'Havoc!' and let slip the dogs of war\"	Julius Caesar	2012-09-17	
2	1600	0	GIVING A PUP TALK		In 1994, as he left the governorship of New York, he said, "dog eat dog produces... just one dog, and that's a lonely way to live\"	(Mario) Cuomo	2012-09-17	
2	2000	0	GIVING A PUP TALK		An editor of The New York Sun said, "but if" this happens, "that is news\"	\"man bites dog\"	2012-09-17	
2	400	0	MATH WORDS		(Sarah of the Clue Crew shows three geometric figures on the monitor.) A trapezium, a rhombus, & even a kite are examples of this type of planed figure, from the Latin for "4-sided\"	a quadrilateral	2012-09-17	
2	800	0	MATH WORDS		Now would be a good time to remember that it's 1/60 of a degree	a minute	2012-09-17	
2	1200	0	MATH WORDS		Don't be dense; tell us this word for an angle of more than 90 but fewer than 180 degrees	obtuse	2012-09-17	
2	1600	0	MATH WORDS		The letter m indicates this steepness of a line	a slope	2012-09-17	
2	2000	0	MATH WORDS		An assertion that can be proven true, often using axioms & postulates	a theorem	2012-09-17	
2	400	0	\"SEP"-TEMBER		A substance used to clean injured skin & to prevent infection	antiseptic	2012-09-17	
