round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	LABOR		This notice that consumers are encouraged to "look for" goes back to California carpenters in 1869	The Union Label	1998-09-07	
1	200	0	LABOR		Abbreviated WGA, it provides many services to members, including script registration	Writers Guild of America	1998-09-07	
1	300	0	LABOR		When he was killed in 1968, he was planning a march of striking Memphis sanitation workers	Dr. Martin Luther King Jr.	1998-09-07	
1	400	0	LABOR		It's the F in AFL-CIO as well as in the Stallone film "F.I.S.T.\"	Federation	1998-09-07	
1	500	0	LABOR		A strike by this union shut down UPS for 15 days in 1997	The Teamsters	1998-09-07	
1	100	0	THE BOSS		Bruce Springsteen was born in 1949 in Freehold, near Asbury Park, in this state	New Jersey	1998-09-07	
1	200	0	THE BOSS		This longtime backup group was named for the address of the original keyboardist's mother	The E Street Band	1998-09-07	
1	300	0	THE BOSS		This singer became Bruce's wife in 1991	Patti Scialfa	1998-09-07	
1	400	1000	THE BOSS		The Boss turned down $12 million from Chrysler to use this "All-American" song in ads	\"Born In The U.S.A.\"	1998-09-07	
1	100	0	\"YOUNG" PEOPLE		Amen to this leader whose statue represents Utah in Washington, D.C.'s Statuary Hall	Brigham Young	1998-09-07	
1	200	0	\"YOUNG" PEOPLE		On "Father Knows Best" he played dad to Betty, Bud & Kathy	Robert Young	1998-09-07	
1	300	0	\"YOUNG" PEOPLE		Of the 906 Major League Baseball games that he pitched, he won more than half; he deserves an award	Cy Young	1998-09-07	
1	400	0	\"YOUNG" PEOPLE		In 1992 he released "Harvest Moon", a sequel to his "Harvest" album from 1972	Neil Young	1998-09-07	
1	500	0	\"YOUNG" PEOPLE		In a revealing memoir, Judy Lewis claims to be the "love child" of Clark Gable & this actress	Loretta Young	1998-09-07	
1	100	0	U.S. AT WAR		War during which "Gremlin", "Snafu" & "Kilroy Was Here" were popularized	World War II	1998-09-07	
1	200	0	U.S. AT WAR		On September 14, 1847 U.S. troops raised the U.S. flag in this capital's Zocalo, or grand plaza	Mexico (Mexico City)	1998-09-07	
1	300	0	U.S. AT WAR		The Confederates bought a French-built ironclad & named it this, the nickname of General Jackson	\"Stonewall\"	1998-09-07	
1	400	0	U.S. AT WAR		The Battle of the Little Big Horn was part of the Sioux Wars that also included the massacre here in 1890	Wounded Knee	1998-09-07	
1	500	0	U.S. AT WAR		Mark Twain was among those who opposed the U.S. acquiring these Pacific islands from Spain in 1898	The Philippines	1998-09-07	
1	100	0	THE 1998 PULITZER PRIZES		39 years after "Goodbye, Columbus", this author won for his novel "American Pastoral\"	Philip Roth	1998-09-07	
1	200	0	THE 1998 PULITZER PRIZES		This newspaper was shut out, but its ex-chairperson Katherine Graham won for her autobiography	The Washington Post	1998-09-07	
1	300	0	THE 1998 PULITZER PRIZES		The history winner was about this 1925 event "And America's...debate over science and religion\"	Scopes Monkey Trial	1998-09-07	
1	400	0	THE 1998 PULITZER PRIZES		The prizewinning play "How I Learned to Drive" was inspired by Nabokov's novel about this girl	\"Lolita\"	1998-09-07	
1	500	0	THE 1998 PULITZER PRIZES		A gold medal went to this state's Grand Forks Herald for coverage of a flood & other disasters	North Dakota	1998-09-07	
1	100	0	COMMON BONDS		A bee, a con man, a sharp blow	Things that sting	1998-09-07	
1	200	0	COMMON BONDS		Larks, crickets, informers	Things that sing	1998-09-07	
1	300	0	COMMON BONDS		A prisoner, a trap, a leak	Things that are sprung	1998-09-07	
1	400	0	COMMON BONDS		Benny Goodman, Ken Griffey Jr., Tom Dooley	People who swing	1998-09-07	
1	500	0	COMMON BONDS		A game of footsie, a bribe, a drunk person	Things that are done under the table	1998-09-07	
2	200	0	HEALTH & MEDICINE		In the U.S. this sex accounts for over 90% of the cases of gout	Male	1998-09-07	
2	400	0	HEALTH & MEDICINE		Dr. Belding Scribner developed a shunt to allow long-term use of this kidney substitute	Dialysis	1998-09-07	
2	600	0	HEALTH & MEDICINE		A group of synthetic drugs are "anti" this chemical produced during an allergic reaction	Histamine	1998-09-07	
2	800	0	HEALTH & MEDICINE		The pineal gland also makes this popular hormone used to remedy sleep disorder & jet lag	Melatonin	1998-09-07	
2	1000	0	HEALTH & MEDICINE		Visual aids with concave lenses correct this defect in which light rays meet before they hit the retina	Nearsightedness/Myopia	1998-09-07	
2	200	0	AFRICAN ATHLETES		The Olympic steeplechase has been won by men named Korir, Koriuki & Keter from this "K" country	Kenya	1998-09-07	
2	400	0	AFRICAN ATHLETES		This Nigerian-born center played for the U. of Houston's Phi Slamma Jamma before joining the NBA's Rockets	Hakeem Olajuwon	1998-09-07	
2	600	0	AFRICAN ATHLETES		Running barefoot, Abebe Bikila surprised the track world by winning this Olympic event in 1960	The Marathon	1998-09-07	
2	800	0	AFRICAN ATHLETES		South African runner whose encounter with Mary Decker in the 1984 Olympic 3,000 meters made headlines	Zola Budd	1998-09-07	
2	200	0	WHEN IN ROME, N.Y.		In Rome you can visit the tomb of these nameless warriors of the revolution	Unknown Soldiers	1998-09-07	
2	400	0	WHEN IN ROME, N.Y.		A drum & bugle corps contest held annually is called "Drums Along" this nearby river	The Mohawk	1998-09-07	
2	600	0	WHEN IN ROME, N.Y.		Do as the Romans Ski-Doo & ride this type of vehicle across the Tug Hill Plateau	Snowmobile	1998-09-07	
2	800	1000	WHEN IN ROME, N.Y.		In Rome you're in this county that shares its name with an Indian tribe, a silverware brand & utopian group	Oneida	1998-09-07	
2	1000	0	WHEN IN ROME, N.Y.		You can ride a horse-drawn boat along a restored section of this waterway	Erie Canal	1998-09-07	
2	200	0	QUESTIONS		Cain responded with this question when God asked where Abel was	Am I My Brother's Keeper?	1998-09-07	
2	400	0	QUESTIONS		In a Longfellow poem, Priscilla asks this when John Alden urges her to marry Miles Standish	Why don't you speak for yourself, John?	1998-09-07	
2	600	0	QUESTIONS		In a Joe Jackson song, this title is followed by "Is she really going to take him home tonight?\"	Is she really going out with him?	1998-09-07	
2	800	0	QUESTIONS		In a well-known pickup line, it follows "If I said you had a great body,...\"	Would you hold it against me?	1998-09-07	
2	1000	0	QUESTIONS		This catchphrase from the comic strip "Zippy The Pinhead" has made its way into Bartlett's	Are we having fun yet?	1998-09-07	
2	200	0	BIG BOOKS		This term for a collection of maps arose because early ones pictured the titan of that name	Atlas	1998-09-07	
2	400	0	BIG BOOKS		Among other events in this Tolstoy novel, the emperor Napoleon shouts, sneers & takes snuff	\"War And Peace\"	1998-09-07	
2	600	0	BIG BOOKS		Karl Marx didn't live to complete this 3-volume work laying out his economic ideas	\"Das Kapital\"	1998-09-07	
2	800	1500	BIG BOOKS		Thomas Pynchon's 1997 novel about these 2 surveyors runs over 700 pages — that's a lot of "line"s	Mason & Dixon	1998-09-07	
2	1000	0	BIG BOOKS		His chilling "Gulag Archipelago" was originally published in 3 volumes	Alexsandr Solzhenitsyn	1998-09-07	
2	200	0	SLIM VOLUMES		It would be easy to tear up the phone book of Winston, New Mexico, one of these "haunted" settlements	Ghost Town	1998-09-07	
2	400	0	SLIM VOLUMES		\"Recent Interviews With" this author would be a lot shorter than his "Catcher In The Rye\"	J.D. Salinger (he doesn't give interviews)	1998-09-07	
2	600	0	SLIM VOLUMES		One quick read might be "Modern Naval Heroes Of" this European nation, "Helvetia" in Latin	Switzerland	1998-09-07	
2	800	0	SLIM VOLUMES		Don't waste your money on the complete lyrics of this band that gave us "Walk — Don't Run\"	The Ventures	1998-09-07	
2	1000	0	SLIM VOLUMES		Adrian IV, born Nicholas Breakspear, would be the only entry in "Lives of the English" these	Popes	1998-09-07	
3	0	0	PRIME MINISTERS		2 of the 4 countries that have had prime ministers who were father & daughter	Bangladesh, India, Pakistan & Sri Lanka	1998-09-07	
1	100	0	AROUND THE MEDITERRANEAN		The sea's deepest point, over 16,000 feet down, is in the Hellenic trough, nearest to this country	Greece	1998-09-08	
1	200	0	AROUND THE MEDITERRANEAN		This island where Napoleon was first exiled lies between Corsica & the Italian mainland	Elba	1998-09-08	
1	300	0	AROUND THE MEDITERRANEAN		In this Egyptian city, you're a little late to see the lighthouse, but you can still check out Pompey's Pillar	Alexandria	1998-09-08	
1	400	0	AROUND THE MEDITERRANEAN		Going clockwise around the Mediterranean, it's the next national capital after Tunis	Algiers	1998-09-08	
1	500	500	AROUND THE MEDITERRANEAN		British diplomat William Hamilton pioneered the study of volcanoes while posted in this Italian city	Naples	1998-09-08	
1	100	0	MTV		The campaign "Choose or Lose '96" urged MTV viewers to do this	Register to/and vote	1998-09-08	
1	200	0	MTV		2-letter word that precedes "MTV Raps" in the name of a show title	\"Yo!\"	1998-09-08	
1	300	0	MTV		In a 1996 film these 2 MTV characters came into the possession of a deadly biological weapon	Beavis & Butt-Head	1998-09-08	
1	400	0	MTV		In 1997 this "Singled Out" hostess published her auto biography, "Jen-X\"	Jenny McCarthy	1998-09-08	
1	500	0	MTV		In this series an empaneled group of MTV viewers chooses the top new video of the week	\"Twelve Angry Viewers\"	1998-09-08	
1	100	0	SHAKESPEARE PLAIN & SIMPLE		This comedy opens on a Venetian street	The Merchant of Venice	1998-09-08	
1	200	0	SHAKESPEARE PLAIN & SIMPLE		This play's last line is " 'Tis a wonder, by your leave, she will be tamed so\"	\"Taming of the Shrew\"	1998-09-08	
1	300	0	SHAKESPEARE PLAIN & SIMPLE		\"All the World's a Stage" is from "As You Like It", the first comedy Shakespeare wrote for this theater	Globe Theater	1998-09-08	
1	400	0	SHAKESPEARE PLAIN & SIMPLE		This play ends less one Moor as he dies "upon a kiss\"	\"Othello\"	1998-09-08	
1	500	0	SHAKESPEARE PLAIN & SIMPLE		After this ruler's death, Cinna cries, "Liberty! Freedom! Tyranny is dead!\"	\"Julius Caesar\"	1998-09-08	
1	100	0	WELL, EXHUME ME!		In June 1996 an appeals court turned down a request to exhume this presidential assassin & actor	John Wilkes Booth	1998-09-08	
1	200	0	WELL, EXHUME ME!		In 1997, after a 19-month search, this man's remains were found in Bolivia, dug up & sent to Cuba	Ernesto "Che" Guevara	1998-09-08	
1	300	0	WELL, EXHUME ME!		Time asked in 1985 "Is this the Nazi doctor?" when bones dug up in South America were suspected to be his	Josef Mengele	1998-09-08	
1	400	0	WELL, EXHUME ME!		Some want this Louisiana Territory explorer exhumed to prove he didn't commit suicide	Meriwether Lewis	1998-09-08	
1	500	0	WELL, EXHUME ME!		This star of "Z" & "Jean de Florette" was exhumed in 1998 to get his DNA for a paternity test	Yves Montand	1998-09-08	
1	100	0	IT'S MILLER TIME		This writer has been married to Ingeborg Morath & Marilyn Monroe	Arthur Miller	1998-09-08	
1	200	0	IT'S MILLER TIME		Pardon me boy, this bandleader's plane was reported missing December 15, 1944	Glenn Miller	1998-09-08	
1	300	0	IT'S MILLER TIME		Now a hot-shooting guard with the Indiana Pacers, he majored in history & played ball at UCLA	Reggie Miller	1998-09-08	
1	400	0	IT'S MILLER TIME		This Tony Award winner had hits with "Do-Wacka-Do" & "King of the Road\"	Roger Miller	1998-09-08	
1	500	0	IT'S MILLER TIME		The works of this writer, born in 1891, have been banned numerous times for their sexual content	Henry Miller	1998-09-08	
1	100	0	ANAGRAMMED U.S. CITIES		BOIL EM, Alabama	Mobile (for Boil Em)	1998-09-08	
