round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	SEE THE POP HIT		It was the first song by a rapper to top the Billboard Hot 100	\"Ice Ice Baby\"	2015-09-14	
1	400	0	SEE THE POP HIT		It generated a lot of talk & a lot of spoofs	\"Blurred Lines\"	2015-09-14	
1	600	0	SEE THE POP HIT		It was featured in a 1982 movie	\"The Eye Of The Tiger\"	2015-09-14	
1	800	0	SEE THE POP HIT		It's this 1988 No. 1 hit	\"The Man In The Mirror\"	2015-09-14	
1	1000	0	SEE THE POP HIT		A classic country hit of 1961	\"I Fall To Pieces\"	2015-09-14	
1	200	0	\"A"DJECTIVES		It can mean "full of life", or describe characters like Rocky & Bullwinkle	animated	2015-09-14	
1	400	0	\"A"DJECTIVES		Above 66 degrees 33 minutes north latitude	Arctic	2015-09-14	
1	600	0	\"A"DJECTIVES		Done without thinking or shifting	automatic	2015-09-14	
1	800	0	\"A"DJECTIVES		Smelly, but in a good way	aromatic	2015-09-14	
1	1000	0	\"A"DJECTIVES		Los Angeles is classified as "semi-" this condition of little rain	arid	2015-09-14	
1	200	0	SO YOU WANT TO WRITE A NOVEL		The work's reflection of your attitude to your subject will come out as mood or this other 4-letter word	tone	2015-09-14	
1	400	0	SO YOU WANT TO WRITE A NOVEL		Wish I had a nickel for every time I've told authors to avoid this type of expression; it's from the French for "stereotype\"	cliché	2015-09-14	
1	600	0	SO YOU WANT TO WRITE A NOVEL		From the Greek for "first competitor", it's your leading character	protagonist	2015-09-14	
1	800	0	SO YOU WANT TO WRITE A NOVEL		You can't have much character development without it; "of interest" is another type	conflict	2015-09-14	
1	1000	2000	SO YOU WANT TO WRITE A NOVEL		Try to inspire this release of emotions like fear or pity, a term used by Aristotle	catharsis	2015-09-14	
1	200	0	WORLD LEADERS		Pierre Trudeau once led this land	Canada	2015-09-14	
1	400	0	WORLD LEADERS		In 1977 this country's military ended Zulfikar Ali Bhutto's rule; in 1979, his life	Pakistan	2015-09-14	
1	600	0	WORLD LEADERS		Though 20+ years older than his wife Eva, this Argentine leader outlived her by 20+ years	Juan Perón	2015-09-14	
1	800	0	WORLD LEADERS		Clement Attlee succeeded a more famous man as this country's prime minister	the U.K.	2015-09-14	
1	1000	0	WORLD LEADERS		Recep Tayyip Erdogan was PM of this country from 2003 to 2014, then thought he'd give being president a try	Turkey	2015-09-14	
1	200	0	DANGEROUS		In 1604 King James I called this plant "dangerous to the lungs\"	tobacco	2015-09-14	
1	400	0	DANGEROUS		There are 4 varieties of this deadly African venomous snake, 3 green & 1 black	a mamba	2015-09-14	
1	600	0	DANGEROUS		This swimming superstar made many a movie right here at Sony studios, including 1953's "Dangerous When Wet\"	Esther Williams	2015-09-14	
1	800	0	DANGEROUS		Madame de Merteuil must flee after Parisians learn of her machinations in this 1782 novel	Les Liaisons dangereuses (or Dangerous Liaisons)	2015-09-14	
1	1000	0	DANGEROUS		This stormy point at the bottom of South America has a monument dedicated in 1992 to sailors lost trying to round it	Cape Horn	2015-09-14	
1	200	0	steve jobs|	(Alex: And finally, in anticipation of the upcoming feature film with this title...)	\"Insanely great" was how Steve described this breakthrough computer when it was introduced in 1984	Macintosh	2015-09-14	
1	400	0	steve jobs|	(Alex: And finally, in anticipation of the upcoming feature film with this title...)	Steve started his oft-quoted 2005 commencement at this Cal. univ. by telling why he dropped out of Reed College	Stanford	2015-09-14	
1	600	0	steve jobs|	(Alex: And finally, in anticipation of the upcoming feature film with this title...)	Steve Jobs joined this other Steve in 1976 to design the logic board that would become known as Apple I	Wozniak	2015-09-14	
1	800	0	steve jobs|	(Alex: And finally, in anticipation of the upcoming feature film with this title...)	After rejoining Apple in 1997, Jobs engineered this 2-word ad campaign that opposed a lockstep mentality	\"Think Different\"	2015-09-14	
1	1000	0	steve jobs|	(Alex: And finally, in anticipation of the upcoming feature film with this title...)	In the 1980s Jobs began NeXT company with help from this Texas entrepreneur & future presidential candidate	Ross Perot	2015-09-14	
