round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	AN OCEAN OF KNOWLEDGE		These, like the spring type, are caused by the gravitational pull of the sun & the moon on the ocean	the tides	2010-09-13	
1	400	0	AN OCEAN OF KNOWLEDGE		(Sarah of the Clue Crew shows a model of an ocean.) On the ocean floor, earthquakes squeeze together a large amount of water & push it to the surface, causing this, from the Japanese for "harbor wave\"	a tsunami	2010-09-13	
1	600	1200	AN OCEAN OF KNOWLEDGE		The Sargasso Sea is named for sargassum, a genus of brown this that is strewn in its water	seaweed (or algae)	2010-09-13	
1	800	0	AN OCEAN OF KNOWLEDGE		(Lindblad/National Geographic Underwater Specialist Lisa Trotter delivers the clue.) To survive the frigid waters, Antarctic fish have proteins that act as this type of compound, like the one used in car engines, inhibiting ice crystal growth in their bodies	antifreeze	2010-09-13	
1	1000	0	AN OCEAN OF KNOWLEDGE		The Gulf Stream, a warm ocean current, was named for the mistaken belief that it was generated in this body of water	the Gulf of Mexico	2010-09-13	
1	200	0	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1975: Pete Rose	the (Cincinnati) Reds	2010-09-13	
1	400	0	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	2004: Manny Ramirez	the (Boston) Red Sox	2010-09-13	
1	600	0	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1963 & '65: Sandy Koufax	the Dodgers	2010-09-13	
1	800	0	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1971: Roberto Clemente	the Pirates	2010-09-13	
1	1000	0	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1970: Brooks Robinson	the (Baltimore) Orioles	2010-09-13	
1	200	0	GOVERNMENT BY COMMITTEE		This 2004 presidential nominee chairs the Senate Foreign Relations Committee	(John) Kerry	2010-09-13	
1	400	0	GOVERNMENT BY COMMITTEE		The House Committee on these has its own these, such as 3(a)(2), meetings shall be open to the public	rules	2010-09-13	
1	600	0	GOVERNMENT BY COMMITTEE		In the name of a Senate committee, small this is paired with entrepreneurship	business	2010-09-13	
1	800	0	GOVERNMENT BY COMMITTEE		John Barrasso of this "Cowboy State" is Vice Chairman of the Senate Committee on Indian Affairs	Wyoming	2010-09-13	
1	1000	0	GOVERNMENT BY COMMITTEE		For Herb Kohl, chairing the Senate Special Committee on this might get kind of old	Aging	2010-09-13	
1	200	0	FOOD & DRINK		1 1/2 oz. of vodka & 1/2 oz. of Kahlua make a "Black" this nationality	Russian	2010-09-13	
1	400	0	FOOD & DRINK		The sizes of these are based on their minimum weight per dozen; jumbo are 30 oz. per dozen, peewee, 15	eggs	2010-09-13	
1	200	0	THE ONION DESCRIBES THE STATE		\"In 1849, thousands arrived (here) to pan for gold, and once that didn't work out, to panhandle for gold\"	California	2010-09-13	
1	400	0	THE ONION DESCRIBES THE STATE		\"Home to hundreds of prestigious colleges... (it) is where the nation's best and brightest can't afford to go\"	Massachusetts	2010-09-13	
1	600	0	THE ONION DESCRIBES THE STATE		\"Like Hee Haw, but a state", this state "is the birthplace of country music, and the deathplace of all other music\"	Tennessee	2010-09-13	
1	800	0	THE ONION DESCRIBES THE STATE		\"This otherwise featureless state of expansive desert... boasts the world's most awe-inspiring hole\"	Arizona	2010-09-13	
1	1000	0	THE ONION DESCRIBES THE STATE		It "is not just the former Soviet republic that everyone knows about—it is also in fact a small U.S. state\"	Georgia	2010-09-13	
1	200	0	FEELS LIKE "FALL\"		Precipitation below 32 degrees Fahrenheit	snowfall	2010-09-13	
1	400	0	FEELS LIKE "FALL\"		Somebody who takes the blame for somebody else's mistake, or a Lee Majors TV show	a fall guy	2010-09-13	
1	600	0	FEELS LIKE "FALL\"		This comic tumble is literally onto your rear, because the word comes from slang for that part of your anatomy	pratfall	2010-09-13	
1	800	0	FEELS LIKE "FALL\"		An unforeseen difficulty, or a game show I hosted in the early '80s	Pitfall	2010-09-13	
1	1000	0	FEELS LIKE "FALL\"		Edgar Allan Poe's poem "The Haunted Palace" appears as part of this 1839 tale	The Fall of the House of Usher	2010-09-13	
2	400	0	BILL CLINTON & THE CLINTON FOUNDATION	(Alex: And the ex-President will deliver all of the clues in that category.)	(Ex-President Clinton gives the clue.) My foundation & pharmaceutical companies negotiated price reductions in antiretroviral drugs as part of an initiative to combat this pandemic	HIV (or AIDS)	2010-09-13	
2	800	0	BILL CLINTON & THE CLINTON FOUNDATION	(Alex: And the ex-President will deliver all of the clues in that category.)	(Alex: Mr President?) My climate initiative brings together partners to make energy-saving retrofits to existing buildings, including this iconic skyscraper at 34th & 5th Avenue	the Empire State Building	2010-09-13	
2	1200	0	BILL CLINTON & THE CLINTON FOUNDATION	(Alex: And the ex-President will deliver all of the clues in that category.)	(Ex-President Clinton gives the clue.) Working with the American Heart Association, my foundation created an alliance to combat childhood obesity, which can lead to health problems like Type 2 this	diabetes	2010-09-13	
2	1600	0	BILL CLINTON & THE CLINTON FOUNDATION	(Alex: And the ex-President will deliver all of the clues in that category.)	(Ex-President Clinton gives the clue.) The Clinton Global Initiative annual meeting convenes leaders from all sectors to devise & implement innovative solutions; one event at this meeting is the Clinton Global Citizen Awards for leadership in various fields, including this one of charitable giving	philanthropy	2010-09-13	
2	400	0	MOVIE DIRECTORS		He not only co-wrote, directed & starred in 1973's "Sleeper", he also composed the score	Woody Allen	2010-09-13	
2	800	0	MOVIE DIRECTORS		\"This is" the 1984 mock rocumentary that was Rob Reiner's feature film directing debut	This is Spinal Tap	2010-09-13	
2	1200	0	MOVIE DIRECTORS		He directed wife Gena Rowlands to 2 Oscar nominations: for "A Woman Under the Influence" & "Gloria\"	John Cassavetes	2010-09-13	
2	1600	0	MOVIE DIRECTORS		After seeing "Eraserhead", executive producer Mel Brooks tapped this man to direct "The Elephant Man\"	(David) Lynch	2010-09-13	
2	2000	0	MOVIE DIRECTORS		This Finnish-born director hit it big with "Die Hard 2" & "Cliffhanger"; then came "Cutthroat Island\"	Renny Harlin	2010-09-13	
2	400	0	THE THINGS YOU SAY!		Profound utterances are called these marine gems "of wisdom\"	pearls	2010-09-13	
2	800	0	THE THINGS YOU SAY!		Lettish & Turkish are languages; this -ish is a synonym for nonsense	gibberish	2010-09-13	
2	1200	0	THE THINGS YOU SAY!		\"Speak" this "to power", meaning tell the mighty what they don't want to hear, was coined in a 1955 Quaker pamphlet	truth	2010-09-13	
2	1600	0	THE THINGS YOU SAY!		It's specifically defined as "claiming for oneself the attributes... of God\"	blasphemy	2010-09-13	
2	2000	0	THE THINGS YOU SAY!		This word for fast, witty exchanges is from the French for "depart again\"	repartée	2010-09-13	
