round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	OPENING STATEMENTS		This girl "lived in the midst of the great Kansas prairies, with Uncle Henry...\"	Dorothy	2020-09-14	
1	400	0	OPENING STATEMENTS		\"Moby-Dick" begins with this 3-word sentence	\"Call me Ishmael.\"	2020-09-14	
1	600	0	OPENING STATEMENTS		She started a novel, "Emma Woodhouse, handsome, clever, and rich...\"	Jane Austen	2020-09-14	
1	800	0	OPENING STATEMENTS		\"Happy families are all alike", begins his "Anna Karenina\"	Tolstoy	2020-09-14	
1	1000	0	OPENING STATEMENTS		This Poe story begins, "True!—nervous—very, very dreadfully nervous I had been and am\"	\"The Tell-Tale Heart\"	2020-09-14	
1	200	0	DISCOVERY		In 1985 this ship was discovered by a U.S. Navy expedition led by Robert Ballard that found where she had lain for 73 years	the Titanic	2020-09-14	
1	400	0	DISCOVERY		Collective name for the ancient manuscript fragments discovered in 1947 in caves in the Qumran region of the West Bank	the Dead Sea Scrolls	2020-09-14	
1	600	0	DISCOVERY		In this year James Marshall discovered gold from the American River in California; the next year the rush was on	1848	2020-09-14	
1	800	0	DISCOVERY		In late 1805 this pair's Corps of Discovery arrived at the Pacific Ocean near what is now Astoria, Oregon	Lewis & Clark	2020-09-14	
1	1000	0	DISCOVERY		At Mount Wilson Observatory in the 1920s, Edwin Hubble made the discovery that this isn't a nebula but a large galaxy all its own	Andromeda	2020-09-14	
1	200	0	APPROACH THE BENCH		Claiming this star player was out of shape for a 2008 exhibition vs. Germany, England's soccer coach benched it like him	Beckham	2020-09-14	
1	400	0	APPROACH THE BENCH		Soviet coach Viktor Tikhonov's benching of goalie Vladislav Tretiak helped Team USA get miraculous at the 1980 Olympics in this village	Lake Placid	2020-09-14	
1	600	0	APPROACH THE BENCH		Backups Lenn Sakata, Ron Washington & Juan Bell had time to bird watch as Cal Ripken Jr. played nonstop for this team	the (Baltimore) Orioles	2020-09-14	
1	800	0	APPROACH THE BENCH		Eli Manning started 232 of 233 regular season games at QB for this team but in 2019, couldn't keep up with the (Daniel) Jones	the Giants	2020-09-14	
1	1000	0	APPROACH THE BENCH		N.Y. Yankee Wally Pipp had a headache in 1925, so this "lucky" man played at 1st; he didn't leave the lineup until 1939	Lou Gehrig	2020-09-14	
1	400	0	CROSS EXAMINATION		A t-shaped cross also called St. Anthony's cross bears the name of this Greek letter	tau	2020-09-14	
1	600	1500	CROSS EXAMINATION		Also known as St. Andrew's cross, the crux decussata can represent the Roman numeral of this number	10	2020-09-14	
1	800	0	CROSS EXAMINATION		A cross with a ring superimposed is also called this alliterative cross	a Celtic cross	2020-09-14	
1	1000	0	CROSS EXAMINATION		Egyptians used the crux ansata, a cross with a loop on top, better known by this 4-letter name	an ankh	2020-09-14	
1	400	0	SIDE BAR		It's a curled piece of lemon peel to garnish a cocktail	a twist	2020-09-14	
1	600	0	SIDE BAR		Orgeat syrup, which sweetens many a Mai Tai, is flavored with these nuts	almonds	2020-09-14	
1	800	0	SIDE BAR		This implement is used to crush ingredients at the bottom of a drink, like the mint in a Mojito	a muddler	2020-09-14	
1	1000	0	SIDE BAR		Many a cocktail calls for these, perhaps the Angostura or Peychaud's type	bitters	2020-09-14	
1	200	0	SENTENCING		In "He gave the dog a bone", bone is a direct one of these & dog is an indirect one	an object	2020-09-14	
1	400	0	SENTENCING		In French most adjectives are postpositive, meaning you'll find them here	after the noun	2020-09-14	
1	600	0	SENTENCING		Austrian novelist Thomas Bernhard used long sentences; the 2nd sentence of "Correction" has 79 of these punctuation marks	commas	2020-09-14	
1	800	0	SENTENCING		This is the subject at hand; this type of "sentence" tells the main idea of a paragraph	the topic	2020-09-14	
1	1000	0	SENTENCING		The arrangement of words to make a sentence meaningful; in programming, it's the arrangement of characters so a computer cooperates	syntax	2020-09-14	
2	400	0	PRESIDENT & ACCOUNTED FOR		Writing about immigration in 2019, Mexico's President López Obrador said this American landmark "is not an empty symbol\"	the Statue of Liberty	2020-09-14	
2	800	0	PRESIDENT & ACCOUNTED FOR		He was Cuba's defense minister from 1959 to 2006; then he became acting president	Raúl Castro	2020-09-14	
2	1200	0	PRESIDENT & ACCOUNTED FOR		This politician who said, "Being rich is bad, it's inhuman" had a TV show called "Hello President" before his death in Caracas in 2013	Hugo Chávez	2020-09-14	
2	1600	0	PRESIDENT & ACCOUNTED FOR		He didn't let a little thing like the military forcing him to quit stop him for long; he was back as Argentina's president in 1973	(Juan) Perón	2020-09-14	
2	2000	0	PRESIDENT & ACCOUNTED FOR		Hamid Karzai was president of this country from 2002 to 2014	Afghanistan	2020-09-14	
2	400	0	1 WORD, 2 MEANINGS		It can mean to create something, or it can refer to the current style of dress	fashion	2020-09-14	
2	800	0	1 WORD, 2 MEANINGS		A geometric figure, or go fish with a hook & line	angle	2020-09-14	
2	1200	0	1 WORD, 2 MEANINGS		It can mean to hinder, or a place for your dirty clothes	a hamper	2020-09-14	
2	1600	2000	1 WORD, 2 MEANINGS		It's a large waterfall, or an eye abnormality	a cataract	2020-09-14	
2	2000	0	1 WORD, 2 MEANINGS		It's a 3-letter word for a water sprite of German folklore, or it can mean to put the kibosh on	nix	2020-09-14	
