round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	HERE COMES 39		39 of the 55 assembled delegates signed this document in Philadelphia on September 17, 1787	the Constitution	2022-09-12	
1	400	0	HERE COMES 39		A popular tourist spot, Pier 39 in this California city features many attractions, including the Aquarium of the Bay	San Francisco	2022-09-12	
1	600	0	HERE COMES 39		In 1972 this team retired catcher Roy Campanella's No. 39 on the same day as it retired his teammate's famous 42	Dodgers	2022-09-12	
1	800	0	HERE COMES 39		This Opus No. 39 by Edward Elgar has a theme often heard at school graduations	\"Pomp And Circumstance\"	2022-09-12	
1	1000	0	HERE COMES 39		In the King James Bible, the Old Testament has 39 books, with Kings, Chronicles & this prophet each having a 1 & 2 book	Samuel	2022-09-12	
1	200	0	WORLD CAPITAL RHYME TIME		A Hungarian exam	a Budapest test	2022-09-12	
1	400	0	WORLD CAPITAL RHYME TIME		A Korean parchment curled up for storage	a Seoul scroll	2022-09-12	
1	600	0	WORLD CAPITAL RHYME TIME		A Lebanese matching jacket & trousers	a Beirut suit	2022-09-12	
1	800	0	WORLD CAPITAL RHYME TIME		Philippine flavoring from a tropical orchid	Manila vanilla	2022-09-12	
1	1000	0	WORLD CAPITAL RHYME TIME		Sudanese darkness or sadness	Khartoum gloom	2022-09-12	
1	200	0	ALL KINDS OF DOORS		It can mean a high rate of personnel turnover, or an entryway like the elegant ones at New York City's Plaza Hotel	a revolving door	2022-09-12	
1	400	0	ALL KINDS OF DOORS		The entryway at this London address features a Georgian era glossed-black door with lion's head knocker & a 10	10 Downing Street	2022-09-12	
1	600	0	ALL KINDS OF DOORS		The 80-mile-long Door Peninsula separates Wisconsin's Green Bay from the rest of this Great Lake	Lake Michigan	2022-09-12	
1	800	0	ALL KINDS OF DOORS		This type of spider makes a hinged opening through which the unlucky descend to their doom	a trapdoor spider	2022-09-12	
1	1000	0	ALL KINDS OF DOORS		Initiated in 1899, the Open Door Policy was based on the U.S. & other nations all having equal access to this Asian country	China	2022-09-12	
1	200	0	WRITERS & THEIR WORKS		One-name title of Alexandra Ripley's sequel to "Gone with the Wind"; Ashley finally proposes, but she says no	Scarlett	2022-09-12	
1	400	0	WRITERS & THEIR WORKS		This novel by Andy Weir about a stranded astronaut was originally self-published	The Martian	2022-09-12	
1	600	0	WRITERS & THEIR WORKS		\"The Sicilian" by this author is another set in his universe of the criminal Corleone clan	Mario Puzo	2022-09-12	
1	800	4000	WRITERS & THEIR WORKS		Like the narrator of "The Little Prince", the book's author, Antoine de Saint-Exupery, chose this as his profession	pilot	2022-09-12	
1	1000	0	WRITERS & THEIR WORKS		This poet wrote "The Negro Speaks of Rivers" on the back of an envelope when he was just 17	Langston Hughes	2022-09-12	
1	200	0	CHUMP CHANGE	(Ken: You'll have to make the requested change to the word "chump" in each clue.)	Change a letter to get this big winner	a champ	2022-09-12	
1	400	0	CHUMP CHANGE	(Ken: You'll have to make the requested change to the word "chump" in each clue.)	Drop a letter to get this dromedary dome	a hump	2022-09-12	
1	600	0	CHUMP CHANGE	(Ken: You'll have to make the requested change to the word "chump" in each clue.)	Change 2 letters to get this bell sound	a chime	2022-09-12	
1	800	0	CHUMP CHANGE	(Ken: You'll have to make the requested change to the word "chump" in each clue.)	Drop 2 letters to get this sports authority	an ump	2022-09-12	
1	1000	0	CHUMP CHANGE	(Ken: You'll have to make the requested change to the word "chump" in each clue.)	Change 2 letters to get this metal fastener	a clamp	2022-09-12	
1	200	0	RALPH MACCHIO TALKS COBRA KAI	(Ralph: I'm Ralph Macchio. On Cobra Kai, I'm still Daniel LaRusso, but you'll see how a few things have changed since his Karate Kid days.)	(Ralph Macchio presents the clue.) But what does "Cobra Kai" even mean? Well, "kai" is a gathering, so "Cobra Kai" is "an assembly of cobras"—fierce fighters who meet in this type of room & school to train	a dojo	2022-09-12	
1	400	0	RALPH MACCHIO TALKS COBRA KAI	(Ralph: I'm Ralph Macchio. On Cobra Kai, I'm still Daniel LaRusso, but you'll see how a few things have changed since his Karate Kid days.)	(Ralph Macchio presents the clue.) Just as Daniel once used this bird kick against Johnny to great effect, Johnny's student Miguel got similar results with it	the crane	2022-09-12	
1	600	0	RALPH MACCHIO TALKS COBRA KAI	(Ralph: I'm Ralph Macchio. On Cobra Kai, I'm still Daniel LaRusso, but you'll see how a few things have changed since his Karate Kid days.)	(Ralph Macchio presents the clue.) Running a car dealership has its perks, especially when you wanna teach this 4-word karate defense; it's great practice for the kids, & your fleet will look fantastic	wax on, wax off	2022-09-12	
