round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	PRESIDENTIAL TRIVIA		At various times, he & all 5 of his brothers were nicknamed "Ike\"	Dwight Eisenhower	1985-09-09	
1	200	0	PRESIDENTIAL TRIVIA		Springtime ritual started by Pres. Hayes on the White House lawn	the Easter Egg Roll	1985-09-09	
1	300	0	PRESIDENTIAL TRIVIA		For the presidential portraits, Gilbert Stuart stuffed his sunken cheeks with cotton	George Washington	1985-09-09	
1	500	0	PRESIDENTIAL TRIVIA		In 1908, 5 years before getting the job, he wrote a book titled "The President of the United States\"	Woodrow Wilson	1985-09-09	
1	100	0	DOGS IN LITERATURE		Sherlock Holmes novel about a devilish dog	The Hound of the Baskervilles	1985-09-09	
1	200	0	DOGS IN LITERATURE		He knocked over the screen concealing the Wizard of Oz	Toto	1985-09-09	
1	300	0	DOGS IN LITERATURE		In this book, Nick Charles' Asta is a schnauzer, but in films was played by a wire-haired terrier	The Thin Man	1985-09-09	
1	400	0	DOGS IN LITERATURE		Garryowen is the "bloody mangy mongrel" in the "Cylops" episode of this James Joyce novel	Ulysses	1985-09-09	
1	100	0	FOREIGN CUISINE		No matter how you slice it, it's "brot" in Germany	bread	1985-09-09	
1	200	0	FOREIGN CUISINE		From the Latin meaning "to serve", it's the soup that starts an Italian meal	minestrone	1985-09-09	
1	300	0	FOREIGN CUISINE		Cookie from northern France made of sugar, egg white, & almonds, it got its name from Italian for macaroni	a macaroon	1985-09-09	
1	400	0	FOREIGN CUISINE		The distinctive starchy ingredient in Chinese dishes with "mein" in the name	noodles	1985-09-09	
1	500	0	FOREIGN CUISINE		Tropical fruit called "the fruit of India", it's the main ingredient in a popular chutney	mango	1985-09-09	
1	100	0	CARTOONS		The appropriately named Pepe Le Pew is this animal	a skunk	1985-09-09	
1	200	0	CARTOONS		This super hero was originally called "Super Mouse\"	Mighty Mouse	1985-09-09	
1	300	0	CARTOONS		Name of George of the Jungle's pet ape	Ape	1985-09-09	
1	400	0	CARTOONS		Though he never married, Paramount's Popeye had this many "nephews" who all looked just like him	4	1985-09-09	
1	500	0	CARTOONS		Helen Kane sued Max Fleischer, claiming this character's name & voice were copied from her	Betty Boop	1985-09-09	
1	100	0	ALPHABETICALLY FIRST		Alphabetically 1st of the days of the week, it's usually last of the work week	Friday	1985-09-09	
1	400	0	ALPHABETICALLY FIRST		Alphabetically 1st of the planets, it can be seen without a telescope	Earth	1985-09-09	
1	500	0	ALPHABETICALLY FIRST		Alphabetically the 1st signer of the Declaration of Independence, he's also 1st alphabetically of presidents	John Adams	1985-09-09	
2	200	0	FASHION DESIGNERS		His "signature" is an elegantly scripted YSL	Yves Saint Laurent	1985-09-09	
2	400	0	FASHION DESIGNERS		This American costumer revealed the mysteries of Cher's navel wkly. on "The Sonny & Cher Show\"	Bob Mackie	1985-09-09	
2	600	0	FASHION DESIGNERS		Austrian princess who created the look of the simple wrap jersey dress of the '70s	Diane von Furstenburg	1985-09-09	
2	800	0	FASHION DESIGNERS		American designer Willi Smith's ready-to-wear label	Williwear	1985-09-09	
2	1000	0	FASHION DESIGNERS		Although over 80, she's still consulting editor of Vogue magazine	Diana Vreeland	1985-09-09	
2	200	0	THE RENAISSANCE		The term "renaissance" is from a French word meaning this	rebirth	1985-09-09	
2	400	0	THE RENAISSANCE		A 1490 census of Rome showed 15% of the female population registered in this "profession\"	prostitutes	1985-09-09	
