round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	23		It begins, "The Lord is my shepherd, I shall not want\"	Psalm 23	2006-09-11	
1	400	0	23		23 different pilgrims tell their stories in this late-14th century classic	The Canterbury Tales	2006-09-11	
1	600	0	23		Legend says in 490 B.C., Pheidippides ran about 23 miles from this plain to Athens to announce a victory	Marathon	2006-09-11	
1	800	0	23		The classical form of this language used only 23 letters; J, U & W were added at a later date	Latin	2006-09-11	
1	1000	0	23		This important parallel of latitude is located at 23 degrees, 27 minutes north of the equator	the Tropic of Cancer	2006-09-11	
1	200	0	YEARS	(Alex: In honor of our 23...)	Wall Street laid an egg in October of this Roaring '20s year when the stock market crashed	\'29	2006-09-11	
1	400	0	YEARS	(Alex: In honor of our 23...)	Following his resignation in this year, we didn't have Richard Nixon to kick around anymore	1974	2006-09-11	
1	600	0	YEARS	(Alex: In honor of our 23...)	The U.S. officially entered World War I in April of this year	1917	2006-09-11	
1	800	0	YEARS	(Alex: In honor of our 23...)	The first Summer Olympics broadcast in color were held in Mexico City in this year	1968	2006-09-11	
1	1000	0	YEARS	(Alex: In honor of our 23...)	In this year Chiang Kai-shek fled to Taiwan & Red China established the People's Republic	1949	2006-09-11	
1	200	0	NAME THE NFL COACHING LEGEND		Nicknamed "Papa Bear", he not only coached the Chicago Bears for 40 seasons, he played baseball for the Yankees	George Halas	2006-09-11	
1	400	0	NAME THE NFL COACHING LEGEND		He was the first coach to win an NCAA football championship & a Super Bowl	Jimmy Johnson	2006-09-11	
1	600	0	NAME THE NFL COACHING LEGEND		He & son Dave are the only father & son to coach against each other as head coaches in the NFL	Don Shula	2006-09-11	
1	800	0	NAME THE NFL COACHING LEGEND		The son of this Pro Football Hall of Famer is a U.S. senator	George Allen	2006-09-11	
1	1000	0	NAME THE NFL COACHING LEGEND		He won 3 Super Bowls & now owns a NASCAR racing team	Joe Gibbs	2006-09-11	
1	200	0	STATE INSECTS		In Illinois it's good to be the king, or at least this butterfly, the state insect	the monarch	2006-09-11	
1	400	0	STATE INSECTS		It might want to fly away home to Massachusetts, where it's the state insect	the ladybug	2006-09-11	
1	600	0	STATE INSECTS		It wasn't until 1983 that Utah finally made this its state insect	the honeybee	2006-09-11	
1	800	0	STATE INSECTS		Alaska's state insect is the "four spot skimmer" this, so keep it away from St. George	a dragonfly	2006-09-11	
1	1000	2500	STATE INSECTS		It's tough to separate church & state in Connecticut while having this as state insect	the praying mantis	2006-09-11	
1	200	0	____ & ____ BRANDS		You can be a Chunk Spelunker for this ice cream	Ben & Jerry's	2006-09-11	
1	600	0	____ & ____ BRANDS		It calls itself "pure cane sugar from Hawaii\"	C&H	2006-09-11	
1	800	0	____ & ____ BRANDS		This Scotch whisky traces its roots to Italian distiller Giacomo Justerini	J&B	2006-09-11	
1	1000	0	____ & ____ BRANDS		Ray-Ban glasses, developed by this company, were so named because they reduce UV & infrared rays	Bausch & Lomb	2006-09-11	
1	200	0	WEATHER WORDS		Traditionally, a dense one of these is compared to "pea soup\"	fog	2006-09-11	
1	400	0	WEATHER WORDS		This 6-letter word for a tornado's shape is also a kitchen utensil	a funnel	2006-09-11	
1	600	0	WEATHER WORDS		In the loose sense, it's any weather vane, but specifically it's one with a rooster on it	a weathercock	2006-09-11	
1	800	0	WEATHER WORDS		(Jeff Probst reports from Palau.) Luckily, Palau is outside the zone of these storms, whose name comes from a Chinese word that means "great wind\"	typhoon	2006-09-11	
1	1000	0	WEATHER WORDS		The name of this job comes from the Greek for "discussion of celestial phenomena" (stay tuned)	meteorologist	2006-09-11	
2	400	0	MOTHER RUSSIA		(Cheryl of the Clue Crew goes for gold in St. Petersburg, Russia.) Russian craftsmen have recreated the Amber Room here in the Catherine Palace, which had been plundered by these people in 1941	the Nazis	2006-09-11	
2	800	0	MOTHER RUSSIA		(Cheryl of the Clue Crew is our girl in Moscow, Russia.) From 1953 to 1961, Lenin shared his tomb with this leader who was then moved to his present resting place in the Kremlin wall	Stalin	2006-09-11	
2	1200	0	MOTHER RUSSIA		(Cheryl of the Clue Crew rushes back to Palace Square in St. Petersburg.) In 1905 a peaceful demonstration here on Palace Square turned into a massacre known to history as this bloody day of the week	Sunday	2006-09-11	
2	1600	6000	MOTHER RUSSIA		(Cheryl of the Clue Crew reports from "poetic" Russia.) I'm here in the town originally called Tsarskoye Selo, which in 1937 was renamed for this great Russian poet	Pushkin	2006-09-11	
2	2000	0	MOTHER RUSSIA		(Sarah of the Clue Crew shares a photo op on Red Square.) Legend says that Ivan the Terrible lived up to his nickname when he blinded the designers of this cathedral so they could never again build anything as beautiful	St. Basil's	2006-09-11	
2	400	0	NON-BOND CONNERY	(Alex: You have to give the title of the film.)	1990: Sean defects to the U.S. & brings his high-tech sub with him	The Hunt for Red October	2006-09-11	
2	800	0	NON-BOND CONNERY	(Alex: You have to give the title of the film.)	1987: Sean helps Eliot Ness bag Capone	The Untouchables	2006-09-11	
2	1200	0	NON-BOND CONNERY	(Alex: You have to give the title of the film.)	1989: Sean helps his archaeologist son search for the Holy Grail	Indiana Jones and the Last Crusade	2006-09-11	
2	1600	0	NON-BOND CONNERY	(Alex: You have to give the title of the film.)	1996: Sean shows an elite team of SEALs how to break into Alcatraz to stop a madman	The Rock	2006-09-11	
2	2000	0	NON-BOND CONNERY	(Alex: You have to give the title of the film.)	1976: After returning home from the Crusades, Sean battles the Sheriff of Nottingham	Robin and Marian	2006-09-11	
2	400	0	DICKENS CHARACTERS		This "Christmas Carol" clerk's children are Peter, Martha, Belinda, Tiny Tim & 2 who don't have names	Bob Cratchit	2006-09-11	
2	800	0	DICKENS CHARACTERS		Drinking beer, kicking dogs & hitting women are hobbies of this man, Fagin's adult accomplice	Bill Sykes	2006-09-11	
2	1200	0	DICKENS CHARACTERS		Paul Dombey styles himself "sole representative" of this firm	Dombey and Son	2006-09-11	
2	1600	0	DICKENS CHARACTERS		Nathaniel Winkle is among the illustrious members of this title club	the Pickwick Club	2006-09-11	
2	2000	0	DICKENS CHARACTERS		He marries Dora Spenlow in Chapter 43 & Agnes Wickfield in Chapter 62	David Copperfield	2006-09-11	
2	400	0	YOU DO THE MATH		The square root of the square root of 16	2	2006-09-11	
2	800	0	YOU DO THE MATH		1 x 2 x 4 x 8 x 10	640	2006-09-11	
2	1200	0	YOU DO THE MATH		1111 plus 2222 plus 3333, divided by 6	1111	2006-09-11	
2	1600	0	YOU DO THE MATH		100 divided by 4, times 3, divided by 5	15	2006-09-11	
2	2000	1000	YOU DO THE MATH		1/2 plus 1/3 plus 1/10 plus 1/15	1	2006-09-11	
2	400	0	MUSIC		Contrapuntal is the adjectival form of this, the combination of melodic lines	counterpoint	2006-09-11	
2	800	0	MUSIC		A Lalo "Symphonie" got this national name because it was composed for virtuoso Pablo de Sarasate	Spanish Symphony	2006-09-11	
2	1200	0	MUSIC		In 1866 he began teaching at the new Moscow Musical Conservatory, now often called by his name	Peter Ilyich Tchaikovsky	2006-09-11	
2	1600	0	MUSIC		Popular in 18th century opera, the Da Capo Aria had 2 sections & then the singer was supposed to do this	return to the beginning (start over)	2006-09-11	
2	2000	0	MUSIC		The Academy of St. Martin in the Fields claims to be the world's most recorded of these small orchestras	chamber orchestras	2006-09-11	
2	400	0	CROSSWORD CLUES "F\"		Trot & terrier preceder (3)	fox	2006-09-11	
2	800	0	CROSSWORD CLUES "F\"		Process that turns grape juice into wine (12)	fermentation	2006-09-11	
2	1200	0	CROSSWORD CLUES "F\"		Slang for a policeman who walks the beat (8)	flatfoot	2006-09-11	
2	1600	0	CROSSWORD CLUES "F\"		\"Tired" army clothes (8)	fatigues	2006-09-11	
2	2000	0	CROSSWORD CLUES "F\"		Tired soldier's leave of absence (8)	furlough	2006-09-11	
3	0	0	PLANTS		In tropical Africa it's the main source of calories in the diet; in the U.S. it gives us a pudding	tapioca (or cassava)	2006-09-11	
1	200	0	LUNAR LOCALES		The Mare Frigoris is the Sea of this	Cold	2006-09-12	
1	400	0	LUNAR LOCALES		The Palus Somnii is the Marsh of Sleep & the Lacus Somnorium is the Lake of these	Dreams	2006-09-12	
1	600	0	LUNAR LOCALES		Not on my list of vacation spots is the Lacus Mortis, the Lake of this	Death	2006-09-12	
1	800	0	LUNAR LOCALES		The Sinus Iridum is the Bay of these, so start searching for those pots of gold	Rainbows	2006-09-12	
1	1000	0	LUNAR LOCALES		The Mare Australe is the Southern Sea & the Mare Orientale is this	the Eastern Sea	2006-09-12	
1	200	0	SPORTS RECORDS		In a career that spanned from 1966 to 1993, Nolan Ryan pitched an incredible 7 of these, the last at 44 years of age	a no-hitter	2006-09-12	
1	400	0	SPORTS RECORDS		He was more than great, scoring a phenomenal 215 points in one hockey season, 1985-86	Wayne Gretzky	2006-09-12	
1	600	0	SPORTS RECORDS		During a 20-year career, this 49ers WR scored a record 208 TDs; his nearest rival has 175	(Jerry) Rice	2006-09-12	
1	800	0	SPORTS RECORDS		This man passed Lou Gehrig's 2,130 consecutive MLB games played record in 1995 & added another 502 before he stopped	Cal Ripken (Jr.)	2006-09-12	
1	1000	0	SPORTS RECORDS		This heavywieght boxer of the 1950s went an incredible 49-0, including 43 wins by knockout	(Rocky) Marciano	2006-09-12	
1	200	0	MARY, QUEEN OF SCOTS, PLAYMATE OF THE MONTH		Height: 5'11". Weight: None of your business, commoner! Hair: This color	red	2006-09-12	
1	400	0	MARY, QUEEN OF SCOTS, PLAYMATE OF THE MONTH		Ambition: To replace this second cousin on her throne	Elizabeth I	2006-09-12	
1	600	1000	MARY, QUEEN OF SCOTS, PLAYMATE OF THE MONTH		Birth date: Dec. 8, 1542 Birthplace: Linlithgow Palace, built by this royal house	Stuart	2006-09-12	
1	800	0	MARY, QUEEN OF SCOTS, PLAYMATE OF THE MONTH		Turn-ons: Poetry, needlework, this branch of Christianity	Catholicism	2006-09-12	
1	1000	0	MARY, QUEEN OF SCOTS, PLAYMATE OF THE MONTH		Turn-offs: Rude subjects, labor pains, climbing this structure (one time only) Feb. 8, 1587	the scaffold	2006-09-12	
1	200	0	SLOGANEERING		This brand is "Finger Lickin' Good\"	KFC	2006-09-12	
1	400	0	SLOGANEERING		Purchase from this gift company "when you care enough to send the very best\"	Hallmark	2006-09-12	
1	600	0	SLOGANEERING		This company builds the "ultimate driving machine\"	BMW	2006-09-12	
1	800	0	SLOGANEERING		\"Share moments, share life" with this company's products	Kodak	2006-09-12	
1	1000	0	SLOGANEERING		At this department store chain, "It's all inside\"	J.C. Penney	2006-09-12	
1	200	0	THE TIME 100	(Alex: The world's most influential people according to the magazine.)	Her "political future is both unpredictable and unlimited", Lindsey Graham wrote of this fellow senator	Hillary Rodham Clinton	2006-09-12	
1	400	0	THE TIME 100	(Alex: The world's most influential people according to the magazine.)	\"Hollywood's hardiest bachelor", this actor fights "poverty with the ONE Campaign and one.org\"	George Clooney	2006-09-12	
1	600	0	THE TIME 100	(Alex: The world's most influential people according to the magazine.)	Sandra Day O'Connor wrote that he was "the new face of America's highest court\"	(John) Roberts	2006-09-12	
1	800	0	THE TIME 100	(Alex: The world's most influential people according to the magazine.)	The title of Ralph Nader's article on this GOP man was "The Maverick Gunning for the Oval Office\"	John McCain	2006-09-12	
1	1000	0	THE TIME 100	(Alex: The world's most influential people according to the magazine.)	Oprah Winfrey wrote that this Holocaust survivor "taught us how to answer evil\"	Elie Wiesel	2006-09-12	
1	200	0	TO CONCL"UDE"?		Bare, unclothed, starkers	nude	2006-09-12	
1	400	0	TO CONCL"UDE"?		Someone easily shocked by sex	a prude	2006-09-12	
1	600	0	TO CONCL"UDE"?		It can mean in a raw condition or vulgar	crude	2006-09-12	
1	800	0	TO CONCL"UDE"?		An introductory event or occurrence	a prelude	2006-09-12	
1	1000	0	TO CONCL"UDE"?		To refer to something or someone indirectly	to allude	2006-09-12	
2	400	0	OEDIPUS		Oedipus matched wits with this creature who committed suicide after its riddle was answered	the Sphinx	2006-09-12	
2	800	0	OEDIPUS		His father Laius was killed by this man	Oedipus	2006-09-12	
2	1200	0	OEDIPUS		He was the king of this Greek city whom 7 famously went against	Thebes	2006-09-12	
2	1600	0	OEDIPUS		Young Oedipus was abandoned & then adopted by the king of this land to which St. Paul wrote 2 epistles	Corinth	2006-09-12	
2	2000	0	OEDIPUS		This daughter got busted for burying her brother Polynices	Antigone	2006-09-12	
2	400	0	WRECKS		Mysteriously sunk in 1545, the Mary Rose was the pride of this Tudor king's fleet & was raised in 1982 using airbags	Henry VIII	2006-09-12	
2	800	0	WRECKS		In 1973 the wreck of this Civil War-era armored gunboat with a reptilian name was found off Cape Hatteras	the Monitor	2006-09-12	
2	1600	0	WRECKS		NASCAR drivers at this crash-prone 2.66-mile Alabama track are constantly worried about "the big one\"	Talladega	2006-09-12	
2	2000	0	WRECKS		In 2000 the Russian nuclear sub Kursk sank in this icy arm of the Arctic that's named for a Dutch navigator	the Barents Sea	2006-09-12	
2	400	0	WRITERS ON FILM		Philip Seymour Hoffman was him, writing "In Cold Blood\"	Truman Capote	2006-09-12	
2	800	0	WRITERS ON FILM		Paul Bettany plays this author in the medieval-set "A Knight's Tale\"	Chaucer	2006-09-12	
2	1200	3000	WRITERS ON FILM		1990's "Frankenstein Unbound" had Michael Hutchence as this poet	Percy Shelley	2006-09-12	
2	1600	0	WRITERS ON FILM		Gwyneth Paltrow was this poet, struggling with depression & hubby Ted Hughes	Sylvia Plath	2006-09-12	
2	2000	0	WRITERS ON FILM		Bette Midler went beyond the "Valley of the Dolls" to play this novelist	Jacqueline Susann	2006-09-12	
2	800	0	HISTORICAL PAINTINGS		Living in Germany, Emanuel Leutze used this river as a model for his "Washington Crossing the Delaware\"	the Rhine	2006-09-12	
2	1600	0	HISTORICAL PAINTINGS		This Quaker's "Treaty with the Indians" was the subject of a famous painting by Benjamin West	William Penn	2006-09-12	
2	400	0	MARSUPIAL RHYME TIME		Urban animal park for big leaping marsupials	a kangaroo zoo	2006-09-12	
2	800	0	MARSUPIAL RHYME TIME		Flower for an American marsupial	a possum blossom	2006-09-12	
2	1200	0	MARSUPIAL RHYME TIME		A non-sloping Tasmanian marsupial carnivore	a level devil	2006-09-12	
2	1600	0	MARSUPIAL RHYME TIME		Machine that provides warnth for a "banded" marsupial insectivore	an anteater heater	2006-09-12	
2	2000	0	MARSUPIAL RHYME TIME		Battlefield action for a small burrowing marsupial	wombat combat	2006-09-12	
2	400	0	AT THE MOZART HOUSE	(Jon: We'll show you the domestic side and the artistry of one of music's great geniuses.)	(Jimmy of the Clue Crew stands in the open second-floor window of the Mozart House in Vienna, Austria.) It was here in this home that Mozart wrote this famous 1786 opera, so the building has long been known as "Figaro House\"	The Marriage of Figaro	2006-09-12	
2	800	0	AT THE MOZART HOUSE	(Jon: We'll show you the domestic side and the artistry of one of music's great geniuses.)	In 2006 a record number came to the Mozarthaus to celebrate this anniversary of Mozart's birth	250th	2006-09-12	
2	1200	0	AT THE MOZART HOUSE	(Jon: We'll show you the domestic side and the artistry of one of music's great geniuses.)	(Sarah of the Clue Crew strolls through the Mozart House in Vienna, Austria.) In 1787 Mozart gave music lessons in this house to a teenager from Bonn, Germany, who would become world-famous as this composer	Beethoven	2006-09-12	
2	1600	0	AT THE MOZART HOUSE	(Jon: We'll show you the domestic side and the artistry of one of music's great geniuses.)	Eerily, Mozart's home is just one block from this cathedral, from which his funeral procession departed in 1791	St. Stephen's Cathedral	2006-09-12	
2	2000	0	AT THE MOZART HOUSE	(Jon: We'll show you the domestic side and the artistry of one of music's great geniuses.)	(Sarah of the Clue Crew indicates glass-enclosed ornaments & artifacts in the Mozart House in Vienna, Austria.) Here are some original artifacts from this organization of which Mozart was a proud member; they were loaned to Mozart House by the Grand Lodge of Austria	the Masons	2006-09-12	
3	0	0	AMERICANA		In June 2005, amid some controversy, a statue of Elizabeth Montgomery was unveiled in this city	Salem, Massachusetts	2006-09-12	
1	200	0	SHAKESPEAREAN POLICE BLOTTER	(Alex: You have to identify the Shakespearean play.)	Multiple homicides, regicide via poison in ear; unit dispatched to nunnery for further investigation	Hamlet	2006-09-13	
1	400	0	SHAKESPEAREAN POLICE BLOTTER	(Alex: You have to identify the Shakespearean play.)	From Cyprus PD: Man smothered or strangled wife, TBD by coroner; man confirmed suicide at scene	Othello	2006-09-13	
1	600	0	SHAKESPEAREAN POLICE BLOTTER	(Alex: You have to identify the Shakespearean play.)	Death by stabbing & then drowning in "Malmsey-Butt"; regicide, presumably for lack of equine	Richard III	2006-09-13	
1	800	0	SHAKESPEAREAN POLICE BLOTTER	(Alex: You have to identify the Shakespearean play.)	Impersonating an officer of the court, attempted flesh mutilation & loan sharking	The Merchant of Venice	2006-09-13	
1	1000	0	SHAKESPEAREAN POLICE BLOTTER	(Alex: You have to identify the Shakespearean play.)	From Rome PD: Dismemberment, homicide, cannibalism, emperor-cide, unauthorized tongue-ectomy	Titus Andronicus	2006-09-13	
1	200	0	IT'S A MAN, BABY!		In drag as a peasant in this Monty Python film, Terry Jones tells King Arthur, "I didn't vote for you\"	Monty Python and the Holy Grail	2006-09-13	
1	400	0	IT'S A MAN, BABY!		Barry Humphries, the voice of Bruce the Shark in "Finding Nemo", also performs as this "Dame", possums	Dame Edna	2006-09-13	
1	600	0	IT'S A MAN, BABY!		Tim Curry was dressed for success as Dr. Frank-N-Furter in this 1975 cult movie	The Rocky Horror Picture Show	2006-09-13	
1	800	0	IT'S A MAN, BABY!		This 1959 movie ends with Jerry saying, "You don't understand... I'm a man!" & getting the reply, "Well, nobody's perfect\"	Some Like It Hot	2006-09-13	
1	1000	0	IT'S A MAN, BABY!		At 6'7", this one-named African-American dragster was hard to miss in the video for "Love Shack\"	RuPaul	2006-09-13	
1	200	0	WINING & DINING		German Eiswein, meant to go with this course, is so concentrated, some recommend it in place of the course	dessert	2006-09-13	
1	400	0	WINING & DINING		With spaghetti & meat sauce, try Classico, one of the 7 subzones of this Italian red wine	Chianti	2006-09-13	
1	600	0	WINING & DINING		Orange muscat goes well with this feminine-named treat that's doused with orange liqueur & set aflame	Crêpe Suzette	2006-09-13	
1	800	0	WINING & DINING		In the film "Sideways", Miles makes a speech in praise of this red that goes well with roast fowl	Pinot	2006-09-13	
1	1000	0	WINING & DINING		With sardines, perhaps a white Vinho Verde from this nation that fishes for them	Portugal	2006-09-13	
1	400	0	A HORSE IS A HORSE		This smallest of the British breeds was in huge demand after children were banned from coal mining	a Shetland pony	2006-09-13	
1	600	0	A HORSE IS A HORSE		Cavalry horses trained for battle; it's also an NFL team name	Chargers	2006-09-13	
1	800	0	A HORSE IS A HORSE		To do this to a horse, you'd need a comb; to do it to Indian food, you'd need the powder	curry	2006-09-13	
1	1000	0	A HORSE IS A HORSE		As an adjective, the name of this breed of horse can mean pure or genuine	Thoroughbred	2006-09-13	
1	200	0	OFF COURSE, OFF COURSE		This doctor found Victoria Falls but never discovered the source of the Nile	Dr. Livingstone	2006-09-13	
1	400	0	OFF COURSE, OFF COURSE		On Oct. 12, 1492 he thought he'd reached Asia; in fact, the closest he ever got was an Aegean island as a young man	Christopher Columbus	2006-09-13	
1	600	0	OFF COURSE, OFF COURSE		In 1999 software & navigation issues kept the Polar Lander & the Climate Orbiter from exploring this planet	Mars	2006-09-13	
1	800	800	OFF COURSE, OFF COURSE		He named the ocean "Pacific" after many turbulent detours in South America while searching for Asia	(Ferdinand) Magellan	2006-09-13	
1	1000	0	OFF COURSE, OFF COURSE		Verrazano discovered this Rhode Island bay but made a bad turn & disappeared in Central America	Narragansett Bay	2006-09-13	
1	200	0	MR. "ED\"	(Alex: Each correct response will begin with the letters "ED".)	It's a small whirlpool	an eddy	2006-09-13	
1	400	0	MR. "ED\"	(Alex: Each correct response will begin with the letters "ED".)	Avid Xpress DV, Final Cut Pro & Adobe Premiere are software for this use	(film) editing	2006-09-13	
1	600	0	MR. "ED\"	(Alex: Each correct response will begin with the letters "ED".)	In "The Sound of Music", this is "small and white, clean and bright\"	Edelweiss	2006-09-13	
1	800	0	MR. "ED\"	(Alex: Each correct response will begin with the letters "ED".)	The term for excess fluid can be cerebral or pulmonary	edema	2006-09-13	
1	1000	0	MR. "ED\"	(Alex: Each correct response will begin with the letters "ED".)	There's this type of decree of Nantes, Milan, Toleration & Worms	an edict	2006-09-13	
2	400	0	1706		This New Mexico town was founded in 1706 & today is the largest city in the state	Albuquerque	2006-09-13	
2	800	0	1706		Francis Hauksbee developed a generator of this type of electricity, a glass globe you rotated & rubbed	static electricity	2006-09-13	
2	1200	0	1706		In 1706 Charles XII of this Scandinavian country invaded Saxony as part of the "Great Northern War\"	Sweden	2006-09-13	
2	1600	0	1706		In 1706 she was queen of England & involved in a North American war bearing her name	Queen Anne	2006-09-13	
2	400	0	TV DRAMAS BY EPISODE		\"Waterloo at Southfork\"	Dallas	2006-09-13	
2	800	0	TV DRAMAS BY EPISODE		\"The Curse of the King Kamehameha Club\"	Magnum, P.I.	2006-09-13	
2	1200	0	TV DRAMAS BY EPISODE		\"Three Brides for Hoss\"	Bonanza	2006-09-13	
2	1600	0	TV DRAMAS BY EPISODE		\"Elaan of Troyius\"	Star Trek	2006-09-13	
2	2000	0	TV DRAMAS BY EPISODE		\"Fallon's Father\"	Dynasty	2006-09-13	
2	400	0	\"BIO" SCIENCE		The $6 Million Man could tell you that this word lost the "electro" from its middle	bionic	2006-09-13	
2	800	0	\"BIO" SCIENCE		2 men at the U. of Washington's Department of this won the 1992 Nobel Prize for studying cell protein regulation	biochemistry	2006-09-13	
2	1200	0	\"BIO" SCIENCE		(Jon of the Clue Crew sits by a machine that's playing with a shoe at the Nike Campus in Oregon.) The three main areas studied at the Nike Sport Research Lab are physiology, sensory perception & this, defined as the way forces act on the body	biomechanics	2006-09-13	
2	1600	0	\"BIO" SCIENCE		If you doubt the need for a pink-eared antgrubber & a hollow-tailed antgrubber, you aren't recognizing the value of this	biodiversity	2006-09-13	
2	2000	0	\"BIO" SCIENCE		Biblical-sounding term for the principle that living organisms develop only from other living organisms	biogenesis	2006-09-13	
2	400	0	ADJECTIVE INSPIRERS		Cindy, you're a nice girl, but I only want a relationship named for this philosopher of ideal forms	Plato	2006-09-13	
2	800	0	ADJECTIVE INSPIRERS		Though not a lingerie designer, this doctor has a "slip" named for him	Freud	2006-09-13	
2	1200	0	ADJECTIVE INSPIRERS		The name of this late Italian moviemaker plus -esque has come to mean grotesque or surreal	Fellini	2006-09-13	
2	1600	3000	ADJECTIVE INSPIRERS		To describe a society where the government knows everything about you, add -ian to the name of this British author	Orwell	2006-09-13	
2	400	0	COTE D'IVOIRE	(Alex: The Ivory Coast.)	An Ivoirian culinary specialty is foutou, often made from this, which gets confused with the sweet potato	a yam	2006-09-13	
2	800	0	COTE D'IVOIRE	(Alex: The Ivory Coast.)	If you go, remember your Malarone for protection from a disease carried by this creature	mosquito	2006-09-13	
2	1200	0	COTE D'IVOIRE	(Alex: The Ivory Coast.)	Not Rome but Yamoussoukro features the world's tallest of this special type of cathedral	basilica	2006-09-13	
2	1600	0	COTE D'IVOIRE	(Alex: The Ivory Coast.)	Though no longer the official capital, this city is still the commercial & cultural center	Abidjan	2006-09-13	
2	2000	0	COTE D'IVOIRE	(Alex: The Ivory Coast.)	The first French colonial capital, Grand Bassam, is perched on the shore of this gulf	the Gulf of Guinea	2006-09-13	
2	400	0	DANGEROUS WORDS		In movie titles this kind of threat has been "Red" & "Phantom\"	a menace	2006-09-13	
2	800	0	DANGEROUS WORDS		It describes the fight in "The Star-Spangled Banner\"	perilous	2006-09-13	
2	1200	3000	DANGEROUS WORDS		Referring to an unsuspected danger, the Latin phrase "anguis in herba" literally means this	a snake in the grass	2006-09-13	
2	1600	0	DANGEROUS WORDS		The federal "Office of" this type of "Materials Safety" bans sending anhydrous ammonia by passenger plane	hazardous	2006-09-13	
2	2000	0	DANGEROUS WORDS		This adjective for the position you're in teetering on the edge of a cliff comes from the same root as "prayer\"	precarious	2006-09-13	
3	0	0	VICE PRESIDENTS		The 2 GOP vice presidents who succeeded to the presidency & were later elected president in their own right	Theodore Roosevelt & Calvin Coolidge	2006-09-13	
1	200	0	COMPUTER HISTORY		This removable item used for data storage was introduced in 1971; the first one was 8 inches square	floppy disk	2006-09-14	
1	400	0	COMPUTER HISTORY		This computer was introduced in 1984 & came with a MacWrite text program & a MacPaint program for graphics	Apple Macintosh	2006-09-14	
1	600	0	COMPUTER HISTORY		This company whose name is synonymous with copying introduced the first hand-held mouse in 1973	Xerox	2006-09-14	
1	800	0	COMPUTER HISTORY		Even before all the polls closed, CBS used this huge computer to predict the result of the 1952 presidential election	UNIVAC	2006-09-14	
1	1000	0	COMPUTER HISTORY		In 1993 Intel introduced this new chip, which had 3.1 million transistors	Pentium	2006-09-14	
1	200	0	MEDICAL ABBREV.		A provider of medical services: HMO	health maintenance organization	2006-09-14	
1	400	0	MEDICAL ABBREV.		A cause of tension & moodiness: PMS	pre-menstrual syndrome	2006-09-14	
