round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	LAKES & RIVERS		River mentioned most often in the Bible	the Jordan	1984-09-10	
1	200	0	LAKES & RIVERS		Scottish word for lake	loch	1984-09-10	
1	400	0	LAKES & RIVERS		American river only 33 miles shorter than the Mississippi	the Missouri	1984-09-10	
1	500	0	LAKES & RIVERS		World's largest lake, nearly 5 times as big as Superior	the Caspian Sea	1984-09-10	
1	100	0	INVENTIONS		Marconi's wonderful wireless	a radio	1984-09-10	
1	200	0	INVENTIONS		In 1869 an American minister created this "oriental" transportation	a rickshaw	1984-09-10	
1	300	0	INVENTIONS		A 1920's hunting trip to Canada inspired Birdseye's food preserving method	freezing	1984-09-10	
1	400	0	INVENTIONS		This fastener gets its name from a brand of galoshes it was used on	a zipper	1984-09-10	
1	100	0	ANIMALS		These rodents first got to America by stowing away on ships	rats	1984-09-10	
1	200	0	ANIMALS		There are about 40,000 muscles & tendons in this part of an elephant's body	the trunk	1984-09-10	
1	300	0	ANIMALS		When husbands "pop" for an ermine coat, they're actually buying this fur	a weasel	1984-09-10	
1	400	0	ANIMALS		Close relative of the pig, though its name means "river horse\"	a hippopotamus	1984-09-10	
1	500	0	ANIMALS		If this species of hybrid's parents were reversed, you'd get a hinny	mule	1984-09-10	
1	100	0	FOREIGN CUISINE		The "coq" in coq au vin	chicken	1984-09-10	
1	200	0	FOREIGN CUISINE		A British variety is called "bangers", a Mexican variety, "chorizo\"	sausages	1984-09-10	
1	300	0	FOREIGN CUISINE		Jewish crepe filled with cheese	a blintz	1984-09-10	
1	400	0	FOREIGN CUISINE		French for a toothsome cut of beef served to a twosome	Châteaubriand	1984-09-10	
1	100	0	ACTORS & ROLES		Video in which Michael Jackson plays a werewolf & a zombie	\"Thriller\"	1984-09-10	
1	200	0	ACTORS & ROLES		2 "Saturday Night" alumni who tried "Trading Places\"	Dan Aykroyd & Eddie Murphy	1984-09-10	
1	300	0	ACTORS & ROLES		He may "Never Say Never Again" when asked to be Bond	Sean Connery	1984-09-10	
1	400	0	ACTORS & ROLES		The blonde preferred in the film "Gentlemen Prefer Blondes\"	Marilyn Monroe	1984-09-10	
1	500	0	ACTORS & ROLES		Sam Shepard played this barrier breaker in "The Right Stuff\"	Colonel Chuck Yeager	1984-09-10	
2	200	0	THE BIBLE		When "Joshua Fit The Battle Of Jericho", these took a tumble	the walls	1984-09-10	
2	400	0	THE BIBLE		His price was 30 pieces of silver	Judas	1984-09-10	
2	600	0	THE BIBLE		According to the Bible, it wasn't necessarily an apple	the forbidden fruit (or fruit of the Tree of Knowledge)	1984-09-10	
2	800	0	THE BIBLE		Though its name means "city of peace", it's seen over 30 wars, the last in 1967	Jerusalem	1984-09-10	
2	1000	0	THE BIBLE		According to 1st Timothy, it is the "root of all evil\"	the love of money	1984-09-10	
2	200	0	\'50'S TV		Occupation of Richard Diamond, Peter Gunn & Mike Hammer	private eyes (or private detectives)	1984-09-10	
2	400	0	\'50'S TV		She was "Our Miss Brooks\"	Eve Arden	1984-09-10	
2	600	0	\'50'S TV		Amount Michael Anthony gave out each week on behalf of John Beresford Tipton	$1 million	1984-09-10	
2	800	0	\'50'S TV		His card read "Have gun, will travel\"	the Paladin (Richard Boone)	1984-09-10	
2	1000	0	\'50'S TV		Name under which experimenter Don Herbert taught viewers all about science	Mr. Wizard	1984-09-10	
2	200	0	NATIONAL LANDMARKS		She came from France to harbor America's freedom	the Statue of Liberty	1984-09-10	
2	400	0	NATIONAL LANDMARKS		When he was home, George Washington slept here	Mount Vernon	1984-09-10	
2	600	0	NATIONAL LANDMARKS		The cornerstone of Massachusetts, it bears the date 1620	Plymouth Rock	1984-09-10	
2	800	0	NATIONAL LANDMARKS		Site where John Hancock signed his "John Hancock\"	Independence Hall	1984-09-10	
2	1000	0	NATIONAL LANDMARKS		D.C. building shaken by November '83 bomb blast	the Capitol	1984-09-10	
2	200	0	NOTORIOUS		It was probably a lyre, not a fiddle, if he played it while Rome burned	Nero	1984-09-10	
2	400	0	NOTORIOUS		His book, translated as "My Struggle", outlined plans to conquer Europe	Adolf Hitler	1984-09-10	
2	600	0	NOTORIOUS		Lenin called him ruthless, and his purges proved he was	Stalin	1984-09-10	
2	1000	0	NOTORIOUS		After the deed, he leaped to the stage shouting "Sic semper tyrannis\"	John Wilkes Booth	1984-09-10	
2	200	0	4-LETTER WORDS		Pulled the trigger or what's in a jigger	a shot	1984-09-10	
2	400	0	4-LETTER WORDS		Basketball defense or Serling's twilight area	a zone	1984-09-10	
2	600	0	4-LETTER WORDS		Little girls do it with a rope, Van Halen does it in a song	to jump	1984-09-10	
2	800	1000	4-LETTER WORDS		It's the first 4-letter word in "The Star Spangled Banner\"	what	1984-09-10	
2	1000	0	4-LETTER WORDS		The president takes one before stepping into office	an oath	1984-09-10	
3	0	0	HOLIDAYS		The third Monday of January starting in 1986	Martin Luther King Day	1984-09-10	
1	100	0	STATE CAPITALS		Until 1875 its dual capitals were New Haven & Hartford	Connecticut	1984-09-11	
1	200	0	STATE CAPITALS		This N.M. town is the oldest city that's a state capital	Santa Fe	1984-09-11	
1	300	0	STATE CAPITALS		Crossing the Delaware on Xmas, 1776, Washington defeated the Hessians at this N.J. capital	Trenton, New Jersey	1984-09-11	
1	400	0	STATE CAPITALS		It actually is 5,280 ft. above sea level	Denver	1984-09-11	
1	500	0	STATE CAPITALS		The name shows its founder, Roger Williams, believed God led him there	Providence	1984-09-11	
1	100	0	THE '40S		Though faster than a speeding bullet, he was ruled 4-F	Superman	1984-09-11	
1	200	0	THE '40S		By war's end, they had banked over 13 million units of blood for plasma	the Red Cross	1984-09-11	
1	300	0	THE '40S		Not his singing, but a lack of lunch caused fan to swoon at his Paramount Theater concert	Frank Sinatra	1984-09-11	
1	400	0	THE '40S		Destination of MacArthur's "I shall return\"	the Philippines	1984-09-11	
1	500	0	THE '40S		Wartime pseudonym of Mrs. I. Toguri D'Aquino	Tokyo Rose	1984-09-11	
1	100	0	TRANSPORTATION		Type of auto engine, or a tomato cocktail	V8	1984-09-11	
1	200	0	TRANSPORTATION		Lindbergh was not first to fly the Atlantic, but first to do it this way	solo	1984-09-11	
1	300	0	TRANSPORTATION		Derived from words "American", "travel", & "track", it provides most U.S. passenger rail service	Amtrak	1984-09-11	
1	400	0	TRANSPORTATION		London's, not New York's, was the first ever built	the underground (or the metro or subway system)	1984-09-11	
1	500	0	TRANSPORTATION		Changing lines, you could have at one time ridden these from Freeport, IL to Utica, NY	streetcars	1984-09-11	
1	100	0	COUNTRY MUSIC		A grandma before her 30th birthday, she's the real "Coal Miner's Daughter\"	Loretta Lynn	1984-09-11	
1	200	0	COUNTRY MUSIC		Nashville's Ryman Auditorium was its home for years	the Grand Ole Opry	1984-09-11	
1	300	0	COUNTRY MUSIC		In "True Grit", he played a cowboy, but not his famous Rhinestone one	Glen Campbell	1984-09-11	
1	400	0	COUNTRY MUSIC		His famed San Quentin concert inspired inmate Merle Haggard	Johnny Cash	1984-09-11	
1	100	0	BY THE NUMBERS		The 2 digits that give James Bond license to kill	00	1984-09-11	
1	200	0	BY THE NUMBERS		Three Dog Night called this the loneliest number	one	1984-09-11	
1	300	0	BY THE NUMBERS		Number of red stripes on current U.S. flag	7	1984-09-11	
1	400	400	BY THE NUMBERS		Total of Disney's Dalmatians and dwarfs	108	1984-09-11	
1	500	0	BY THE NUMBERS		Broadway hit that takes Fellini film a ½ step further	Nine	1984-09-11	
2	200	0	WILD WEST		One of its newspapers was appropriately called "The Epitaph\"	Tombstone	1984-09-11	
