round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	STATES' FORMER CAPITALS		Tuscaloosa	Alabama	2009-09-14	
1	400	0	STATES' FORMER CAPITALS		Murfreesboro	Tennessee	2009-09-14	
1	600	0	STATES' FORMER CAPITALS		Augusta	Georgia	2009-09-14	
1	800	0	STATES' FORMER CAPITALS		Poughkeepsie	New York	2009-09-14	
1	1000	0	STATES' FORMER CAPITALS		Newport	Rhode Island	2009-09-14	
1	200	0	TOUCHDOWN!		On Jan. 10, 1982 Dwight Clark made "The Catch" of this QB's high throw & the 49ers were off to the Super Bowl	Joe Montana	2009-09-14	
1	400	0	TOUCHDOWN!		Known as "The Kansas Comet", this Chicago Bear scored 22 TDs as a rookie & was immortalized in "Brian's Song\"	Gale Sayers	2009-09-14	
1	600	0	TOUCHDOWN!		On Nov. 20, 1982 Cal's Kevin Moen scored the winning TD while running through (& into) this rival university's band	Stanford	2009-09-14	
1	800	0	TOUCHDOWN!		Before he became one of "The Dirty Dozen", this Cleveland running back hit pay dirt 126 times	Jim Brown	2009-09-14	
1	1000	0	TOUCHDOWN!		In 1984 Gerard Phelan caught this Boston College QB's last-second Hail Mary to beat Miami 47-45	Doug Flutie	2009-09-14	
1	200	0	PRACTICAL PARENTING		Don't even think of taking your newborn home until you have a rear-facing one of these firmly in place	a car seat	2009-09-14	
1	400	0	PRACTICAL PARENTING		parenting.org says, "You can criticize a child's" this "but never criticize the child\"	behavior	2009-09-14	
1	600	0	PRACTICAL PARENTING		When your teen starts dating, set some rules like this prescribed time to be home, maybe midnight	curfew	2009-09-14	
1	800	0	PRACTICAL PARENTING		Start saving for college now with this website, launched in 2001—it rewards you for shopping with partner companies	Upromise	2009-09-14	
1	1000	0	PRACTICAL PARENTING		Parents are urged not to give their kids aspirin because of its association with this deadly syndrome	Reye's syndrome	2009-09-14	
1	200	0	ELEMENTAL RHYME TIME		Small vehicle with runners made from the element with the symbol Pb & used to travel on snow	a lead sled	2009-09-14	
1	400	0	ELEMENTAL RHYME TIME		A Trotsky noble gas	Leon neon	2009-09-14	
1	600	0	ELEMENTAL RHYME TIME		Auric growth of fungi	gold mold	2009-09-14	
1	800	0	ELEMENTAL RHYME TIME		A person looking to purchase the metal with the symbol Cu	a copper shopper	2009-09-14	
1	1000	0	ELEMENTAL RHYME TIME		A beverage made with the metal whose principal ore is sphalerite	a zinc drink	2009-09-14	
1	200	0	STUPID ANSWERS		It's the hall where the Declaration of Independence was signed	Independence Hall	2009-09-14	
1	400	0	STUPID ANSWERS		The powerful Italian leader Mussolini was called "Il Duce", which means this	the leader	2009-09-14	
1	600	0	STUPID ANSWERS		This tributary of the Oka River flows past the city of Moscow	the Moscow River	2009-09-14	
1	800	0	STUPID ANSWERS		1844 was a good year for him; he received a patent for his vulcanized rubber process	Goodyear	2009-09-14	
1	1000	0	STUPID ANSWERS		Leonardo da Vinci was born near this small Tuscan town in 1519	Vinci	2009-09-14	
1	200	0	MORE THAN ONE MEANING		It can mean your intellect, your intelligence, your seat of consciousness; it can also mean to watch the kids	mind	2009-09-14	
1	400	0	MORE THAN ONE MEANING		To scrape slightly, or to feed in a field	graze	2009-09-14	
1	600	3000	MORE THAN ONE MEANING		Pertaining to the body, or a noncomissioned army officer	corporal	2009-09-14	
1	800	0	MORE THAN ONE MEANING		It's a conundrum for sure; it can also mean to pierce with bullet holes	riddle	2009-09-14	
1	1000	0	MORE THAN ONE MEANING		Part of a plant, part of a musical note, or to stop the flow of something	stem	2009-09-14	
2	400	0	PAINTINGS		Here's John Constable's take on this English landmark	Stonehenge	2009-09-14	
2	800	0	PAINTINGS		Caravaggio painted Jesus without this usual facial feature in "Supper at Emmaus\"	a beard	2009-09-14	
