round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	NONFICTION		\"Linda's Kitchen" is a vegetarian cookbook by this wife of a former Beatle	McCartney	1996-09-02	
1	200	0	NONFICTION		Robert K. Massie concluded his saga of this royal couple in "The Romanovs: The Final Chapter\"	Nicholas & Alexandra	1996-09-02	
1	300	0	NONFICTION		This Microsoft CEO talks about the future of computers in his bestseller "The Road Ahead\"	Bill Gates	1996-09-02	
1	400	0	NONFICTION		This family of anthropologists is the subject of the biography "Ancestral Passions\"	the Leakeys	1996-09-02	
1	500	0	NONFICTION		\"Years of Upheaval" is his personal account of foreign affairs during President Nixon's 2nd term	Henry Kissinger	1996-09-02	
1	100	0	FEMININE NAMES		This name was especially popular in the 1800s, when a certain Miss Dickinson and Miss Bronte were born	Emily	1996-09-02	
1	200	0	FEMININE NAMES		Actress Bergman helped popularize this Scandinavian first name, possibly meaning "beautiful\"	Ingrid	1996-09-02	
1	300	0	FEMININE NAMES		The name Perdita was created by this playwright for the heroine of his "Winter's Tale\"	Shakespeare	1996-09-02	
1	400	1000	FEMININE NAMES		Dominique is traditional for a girl born on this day of the week	Sunday	1996-09-02	
1	500	0	FEMININE NAMES		Lolita is a pet form of Lola & Lola is a pet form of this name, Spanish for "sorrows\"	Dolores	1996-09-02	
1	100	0	SUPERSTITIONS		According to the Magickal Almanac, this is the only country where a black cat is considered bad luck	the United States	1996-09-02	
1	200	0	SUPERSTITIONS		Don't ask a fisherman this question; if he answers, it'll stop his streak	\"Did you catch any?" (or "Are they biting?")	1996-09-02	
1	300	0	SUPERSTITIONS		In pagan Ireland this plant was a symbol of the 3 aspects of this goddess	the shamrock	1996-09-02	
1	400	0	SUPERSTITIONS		For a bride, a coin in here ensures future wealth & perhaps a painful walk down the aisle	her shoe	1996-09-02	
1	500	0	SUPERSTITIONS		Finding & carrying a rusty one of these is luckier than a shiny one...just don't step on it	a nail	1996-09-02	
1	100	0	U.S. GEOGRAPHY		This city is the seat of Washington's King County	Seattle	1996-09-02	
1	200	0	U.S. GEOGRAPHY		The name of this state's Kennebec River is Algonquian for "long reach\"	Maine	1996-09-02	
1	300	0	U.S. GEOGRAPHY		The geographic center of this state lies in Wexford County, 5 miles north-northwest of Cadillac	Michigan	1996-09-02	
1	400	0	U.S. GEOGRAPHY		The largest area of sand dunes in North America lies north of the Platte River in this state	Nebraska	1996-09-02	
1	500	0	U.S. GEOGRAPHY		Over 3 dozen mountains in this northern New York range exceed 4,000 feet	the Adirondacks	1996-09-02	
1	100	0	THE 1996 OLYMPICS		France's Marie-Jose Perec won the women's 200- & 400-meter runs, & this American became the 1st man to win both	Michael Johnson	1996-09-02	
1	200	0	THE 1996 OLYMPICS		Karch Kiraly became the only player to win a 3rd gold medal in this sport, indoors or out	volleyball	1996-09-02	
1	300	0	THE 1996 OLYMPICS		On July 19, 1996 Janet Evans lit his fire	Muhammad Ali	1996-09-02	
1	400	0	THE 1996 OLYMPICS		Nickname of Turkey's gold medal-winning weightlifter Naim Suleymanoglu	The Pocket Hercules	1996-09-02	
1	500	0	THE 1996 OLYMPICS		As it turned out, the U.S. didn't need the points from her 2nd vault, which worsened her ankle injury	Kerri Strug	1996-09-02	
1	100	0	WORLD HISTORY		When Abel Tasman discovered this island in 1642, he called it Van Diemen's Land	Tasmania	1996-09-02	
1	200	0	WORLD HISTORY		The Chinese plan called the Great Leap Forward was initiated by this leader in 1958	Mao Tse-tung	1996-09-02	
