round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	THE ROOSEVELTS: AN INTIMATE HISTORY	(Alex: And each day this week on PBS, Ken Burns's new series about the Roosevelts will air...)	On April 25, 1865, 6-year-old Teddy watched from a window as this man's funeral procession moved through Manhattan	Abraham Lincoln	2014-09-15	
1	400	0	THE ROOSEVELTS: AN INTIMATE HISTORY	(Alex: And each day this week on PBS, Ken Burns's new series about the Roosevelts will air...)	Eleanor's triumph, passage of the UDHR, got her the first standing ovation for a single delegate in this organization's history	the United Nations	2014-09-15	
1	600	0	THE ROOSEVELTS: AN INTIMATE HISTORY	(Alex: And each day this week on PBS, Ken Burns's new series about the Roosevelts will air...)	On accepting the 1932 nomination for president, FDR said, "I pledge you, I pledge myself to a" this "for the American people\"	a New Deal	2014-09-15	
1	800	0	THE ROOSEVELTS: AN INTIMATE HISTORY	(Alex: And each day this week on PBS, Ken Burns's new series about the Roosevelts will air...)	Referring to this volunteer regiment & their victorious charge in Cuba, Teddy called it "the great day of my life\"	the Rough Riders	2014-09-15	
1	1000	0	THE ROOSEVELTS: AN INTIMATE HISTORY	(Alex: And each day this week on PBS, Ken Burns's new series about the Roosevelts will air...)	Before her death in 1962, Eleanor made a final visit to the old family summer home on this Canadian island	Campobello	2014-09-15	
1	200	0	DOUBLE TALK		Cheerleaders know it traditionally precedes "sis, boom, bah!\"	rah rah	2014-09-15	
1	400	0	DOUBLE TALK		In 1983 there was no harmony at this New York prison when inmates rioted over poor conditions	Sing Sing	2014-09-15	
1	600	0	DOUBLE TALK		In an '80s hit it precedes "keep it down now, voices carry\"	Hush, hush	2014-09-15	
1	800	0	DOUBLE TALK		At foodnetwork.com recipes for this fish include Macadamia Nut Crusted & Grilled Tacos	mahi-mahi	2014-09-15	
1	1000	0	DOUBLE TALK		German health plans cover visits to a spa, including this one at the foothills of the Black Forest	Baden-Baden	2014-09-15	
1	200	0	STATES THAT FLOW TOGETHER	(Alex: Each correct response will be two states. The last letter of one state will be the first letter of the adjoining state.)	One has St. Louis, the other has East St. Louis	Missouri & Illinois	2014-09-15	
1	400	0	STATES THAT FLOW TOGETHER	(Alex: Each correct response will be two states. The last letter of one state will be the first letter of the adjoining state.)	Hoover Dam is on their border	Nevada & Arizona	2014-09-15	
1	600	0	STATES THAT FLOW TOGETHER	(Alex: Each correct response will be two states. The last letter of one state will be the first letter of the adjoining state.)	The state where Martin Luther King was born & the state where he married Coretta Scott	Alabama & Georgia	2014-09-15	
1	800	2000	STATES THAT FLOW TOGETHER	(Alex: Each correct response will be two states. The last letter of one state will be the first letter of the adjoining state.)	The big land buy named for one also got us the other	Louisiana & Arkansas	2014-09-15	
1	1000	0	STATES THAT FLOW TOGETHER	(Alex: Each correct response will be two states. The last letter of one state will be the first letter of the adjoining state.)	One has Rocky Mountain National Park, one has Cherokee State Park	Colorado & Oklahoma	2014-09-15	
1	200	0	2 KINDS OF "ESQUE\"		A variety of bawdy stage show, or reminding one of Mr. Ives	burlesque	2014-09-15	
1	400	0	2 KINDS OF "ESQUE\"		Pertaining to an Italian Renaissance painter, or in a very different mood, to TV's Sally Jessy	Raphaelesque	2014-09-15	
1	600	0	2 KINDS OF "ESQUE\"		\"Goddess" term meaning stately, or something a lot like that Ellen Page film	Junoesque	2014-09-15	
1	800	0	2 KINDS OF "ESQUE\"		Solid term suggesting massive, majestic beauty, or referring to Christ the Redeemer	statuesque	2014-09-15	
1	1000	0	2 KINDS OF "ESQUE\"		It refers specifically to an author who died in 1924, or broadly to senseless, menacing complexity	Kafkaesque	2014-09-15	
1	200	0	CLOWNS		DC Comics dubbed this character "The Clown Prince of Crime\"	the Joker	2014-09-15	
1	400	0	CLOWNS		Cam becomes Fizbo, "the (butt)-kicking clown that'll twist you like a balloon animal", on this ABC sitcom	Modern Family	2014-09-15	
1	600	0	CLOWNS		On "In Living Color" this Damon Wayans clown "don't play that\"	Homey	2014-09-15	
1	800	0	CLOWNS		This song begins, "Isn't it rich? Are we a pair? Me here at last on the ground, you in mid-air\"	\"Send In The Clowns\"	2014-09-15	
1	1000	0	CLOWNS		In 1988 John Vernon, the dean in "Animal House", found more than 0.0 "Killer Klowns from" here	Outer Space	2014-09-15	
1	200	0	THOSE ARE SOME BIG SHOES		In 1990 John Major was no longer minor as he succeeded this towering British prime minister	Margaret Thatcher	2014-09-15	
1	400	0	THOSE ARE SOME BIG SHOES		Isabel Peron, 3rd wife of Juan, surely cried after his death... until succeeding him as president of this country	Argentina	2014-09-15	
1	600	0	THOSE ARE SOME BIG SHOES		In 1997 Sister Nirmala succeeded this woman as the head of the Missionaries of Charity	Mother Teresa	2014-09-15	
1	800	0	THOSE ARE SOME BIG SHOES		David Muir was named to replace her as the regular anchor of "World News Tonight\"	Diane Sawyer	2014-09-15	
1	1000	0	THOSE ARE SOME BIG SHOES		After filling Ted Kennedy's shoes in Mass., this man decided to try out Jeanne Shaheen's senatorial ones in New Hampshire	Scott Brown	2014-09-15	
2	400	0	THE HUNT IS ON!		The lobetoothed type of this is found in the Orinoco, & uh-oh, it smells blood	a piranha	2014-09-15	
2	800	0	THE HUNT IS ON!		The cnidarian known as the box type of this kills its prey with some of the strongest venom in the world	a jellyfish	2014-09-15	
2	1200	0	THE HUNT IS ON!		(Jimmy of the Clue Crew shows a video on the monitor.) The grasshopper mouse is immune to the scorpion's stings because these specialized cells act as a kind of gatekeeper by not sending the news of pain to the brain	neurons	2014-09-15	
2	1600	0	THE HUNT IS ON!		Haliaeetus leucocephalus, this big American bird, is known to bully osprey off their catches	the bald eagle	2014-09-15	
2	2000	0	THE HUNT IS ON!		(Sarah of the Clue Crew shows a video on the monitor.) Scientists who studied foxes hunting in the snow found that, when the mammals align themselves properly with this field, they have a 73% chance of catching prey	a magnetic field	2014-09-15	
2	400	0	NO. 1 SONGS		In 2013 & 2014 this rapper had a monster hit with "The Monster", featuring Rihanna	Eminem	2014-09-15	
2	800	0	NO. 1 SONGS		In 1973 this brother & sister duo were on top of the charts with "Top Of The World\"	The Carpenters	2014-09-15	
2	1200	0	NO. 1 SONGS		In 1971 this soulful man followed up "Tired Of Being Alone" with the No. 1 hit "Let's Stay Together\"	Al Green	2014-09-15	
2	1600	0	NO. 1 SONGS		This reggae group does well with covers: their versions of "Red Red Wine" & "Can't Help Falling In Love" hit No. 1	UB40	2014-09-15	
2	2000	0	NO. 1 SONGS		It is my belief that this Scott Stapp rock group had a No. 1 hit with the 2000 song "With Arms Wide Open\"	Creed	2014-09-15	
2	400	0	FLAT THINGS		Alkali flats, like the ones named for Mr. Bonneville, have very high concentrations of this, NaCl	sodium chloride (salt)	2014-09-15	
2	800	0	FLAT THINGS		Touting the "Zetetic Method", this "Society" believes our planet is not spherical	the Flat Earth Society	2014-09-15	
2	1200	0	FLAT THINGS		Flukes are a type of this invertebrate	flatworms	2014-09-15	
2	1600	0	FLAT THINGS		Published in 1935, it's named for a district once near Monterey	Tortilla Flat	2014-09-15	
2	2000	0	FLAT THINGS		From Hindi for "flat" comes the 7-letter name of this unleavened bread of India	chapati	2014-09-15	
2	400	0	BRIT BITS		Now played throughout the world, it's often called England's national summer sport	cricket	2014-09-15	
2	800	0	BRIT BITS		The royal baby's full name & title is His Royal Highness Prince George Alexander Louis of this scholarly city	Cambridge	2014-09-15	
2	1200	1800	BRIT BITS		In 1613 a cannon spark during a performance of "Henry VIII" set this theater ablaze & it burned to the ground	The Globe	2014-09-15	
2	1600	0	BRIT BITS		During World War I this sister ship of the Lusitania was used to transport troops & as a hospital ship	the Mauretania	2014-09-15	
