round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	THE WAR YEARS	(Alex: We want you to identify the war in...)	1861-1865	the Civil War	2002-09-02	
1	400	0	THE WAR YEARS	(Alex: We want you to identify the war in...)	1914-1918	World War I	2002-09-02	
1	600	0	THE WAR YEARS	(Alex: We want you to identify the war in...)	In North America, 1754-1763	the French & Indian Wars	2002-09-02	
1	800	0	THE WAR YEARS	(Alex: We want you to identify the war in...)	264-241 B.C.	the First Punic War	2002-09-02	
1	1000	0	THE WAR YEARS	(Alex: We want you to identify the war in...)	1701-1714, over a throne	the War of the Spanish Succession	2002-09-02	
1	200	0	MUSEUMS		Elvis-a-Rama, just off the strip in this city, is said to have $5 million worth of Elvis memorabilia on display	Las Vegas	2002-09-02	
1	400	0	MUSEUMS		Bertramka Villa in Prague, a museum devoted to this "Don Giovanni" composer, has his harpsichord on display	Mozart	2002-09-02	
1	600	1000	MUSEUMS		The museum devoted to this pop artist is in Pittsburgh, where he went to college	Andy Warhol	2002-09-02	
1	800	0	MUSEUMS		The Beachside branch of this Ca. museum endowed by an oil tycoon is modeled on the Villa Dei Papiri of ancient Rome	the Getty Museum	2002-09-02	
1	1000	0	MUSEUMS		Behind St. Augustine's Church in Waikiki, there's a small museum devoted to this Belgian priest's life	Father Damien	2002-09-02	
1	200	0	LITERARY LINGO		From the Greek for "to sing", Keats wrote several, including one "On Melancholy\"	an ode	2002-09-02	
1	400	0	LITERARY LINGO		The term "stream of" this first appeared in William James' 1890 textbook "The Principles of Psychology\"	consciousness	2002-09-02	
1	600	0	LITERARY LINGO		In the Petrarchan type of these, an octave is followed by a stanza of 6 lines	a sonnet	2002-09-02	
1	800	0	LITERARY LINGO		This adjective describes a genre of Spanish prose that depicts the adventures of roguish heroes	picaresque	2002-09-02	
1	1000	0	LITERARY LINGO		A poem or ballad, like Walter Scott's "Of the Last Minstrel\"	a lay	2002-09-02	
1	200	0	\"S"PORTS		In declaring the winner in tennis, it traditionally comes between "game" & "match\"	\"set\"	2002-09-02	
1	600	0	\"S"PORTS		In football only the defense can score one of these	a safety	2002-09-02	
1	800	0	\"S"PORTS		Bobby Hull & Al MacInnis are among NHL players famous for this powerful type of shot	slap	2002-09-02	
1	1000	0	\"S"PORTS		This term used in downhill skiing also means water-skiing on a single ski	slalom	2002-09-02	
1	200	0	HOMEMAKING		Camphor is used to make plastics, but it's also a common repellent for these clothes-munchers	a moth	2002-09-02	
1	400	0	HOMEMAKING		If you're washing greasy dishes, use cold water as you run this device	the disposal	2002-09-02	
1	600	0	HOMEMAKING		When I sweep these "hare-y" items out from under the bed, they're not nearly as cute as Chuck Jones' Bugs	a dust bunny	2002-09-02	
1	800	0	HOMEMAKING		Properly speaking, a piece of carpet that isn't wall-to-wall is called this, also a slang term for a toupee	a rug	2002-09-02	
1	1000	0	HOMEMAKING		Use this pad of metal shavings to clean up your kids' scuffs & your great-aunt's cigarette burns	steel wool (or SOS, or Brillo)	2002-09-02	
1	200	0	-O-O-O- YES!	(Alex: Each correct response in that category will have 3 "O"s in it.)	At this game's start, each player gets $1,500	Monopoly	2002-09-02	
1	400	0	-O-O-O- YES!	(Alex: Each correct response in that category will have 3 "O"s in it.)	This son of Bathsheba was noted for a meeting with the Queen of Sheba	Solomon	2002-09-02	
1	600	0	-O-O-O- YES!	(Alex: Each correct response in that category will have 3 "O"s in it.)	In October 1973 this show debuted with Tom Snyder as its host	Tomorrow	2002-09-02	
1	800	0	-O-O-O- YES!	(Alex: Each correct response in that category will have 3 "O"s in it.)	The city of Perm in Russia used to be called this, also the name of an infamous cocktail	Molotov	2002-09-02	
1	1000	0	-O-O-O- YES!	(Alex: Each correct response in that category will have 3 "O"s in it.)	This decorative style originated in France in the early 18th century	Rococo	2002-09-02	
2	400	0	BOOKSTORES		Blackwell's, in this British university city since 1879, has a 10,000-square-foot room of books	Oxford	2002-09-02	
2	800	0	BOOKSTORES		(Sarah of the Clue Crew stands among the stacks.) I'm at City Lights, an important publisher as well as a groovy bookstore in this city	San Francisco	2002-09-02	
2	1200	0	BOOKSTORES		Kramerbooks, in this city's Dupont Circle, was one of the USA's first of the now common bookstore/cafes	Washington, DC	2002-09-02	
2	1600	0	BOOKSTORES		Books of Wonder, an independent store, was the model for Meg Ryan's shop in this 1998 movie	You've Got Mail	2002-09-02	
2	2000	0	BOOKSTORES		This Paris bookstore run by Sylvia Beach was the first publisher of Joyce's "Ulysses\"	Shakespeare and Company	2002-09-02	
2	400	0	EYE ON ASIA		On Dec. 13, 1937 Japan took over the city of Nanking in this Asian country after heavy fighting	China	2002-09-02	
2	800	0	EYE ON ASIA		Asian action star Zhou Run Fa is better known by this name in the West	Chow Yun Fat	2002-09-02	
2	1200	0	EYE ON ASIA		This important Asian political & business "association" is abbreviated ASEAN	the Association of Southeast Asian Nations	2002-09-02	
2	2000	0	EYE ON ASIA		Built in Asia in the 1930s as a military supply route, this "Road" stretches from Kunming to Lashio	the Burma Road	2002-09-02	
2	400	0	SONGS FROM MUSICALS	(Alex: You have to identify the musical.)	\"I Could Have Danced All Night\"	My Fair Lady	2002-09-02	
2	800	0	SONGS FROM MUSICALS	(Alex: You have to identify the musical.)	\"I Feel Pretty\"	West Side Story	2002-09-02	
2	1200	0	SONGS FROM MUSICALS	(Alex: You have to identify the musical.)	\"I Whistle A Happy Tune\"	The King and I	2002-09-02	
2	1600	0	SONGS FROM MUSICALS	(Alex: You have to identify the musical.)	\"I Enjoy Being A Girl\"	Flower Drum Song	2002-09-02	
2	2000	0	SONGS FROM MUSICALS	(Alex: You have to identify the musical.)	\"I Hope I Get It\"	A Chorus Line	2002-09-02	
2	400	0	WORLD ART		Delacroix' tour of this continent in the 1830s resulted in paintings like "Fanatics of Tangier\"	Africa	2002-09-02	
2	800	0	WORLD ART		M's that apply to 20th c. painter David Siqueiros include Marxist, muralist & this nationality	Mexican	2002-09-02	
2	1200	0	WORLD ART		\"Spring Ice" is a work by Tom Thomson, a landscapist in this country's Algonquin Park	Canada	2002-09-02	
2	1600	0	WORLD ART		In 1911 Kandinsky & Franz Marc formed Germany's Blaue Reiter group, named for their love of blue & of these animals	horses	2002-09-02	
2	2000	0	WORLD ART		This Swiss sculptor known for lonely, elongated figures designed a set for "Waiting For Godot\"	Giacometti	2002-09-02	
2	400	0	\"Y" ME?		It's the river that runs through Wuhan & Hubei	the Yangtze	2002-09-02	
2	800	0	\"Y" ME?		A 1995 Newsweek article advised this Russian to "check into the Betski Ford Clinic\"	Yeltsin	2002-09-02	
2	1200	0	\"Y" ME?		This keyboardist's album "Live At the Acropolis" hit No. 5 on the charts	Yanni	2002-09-02	
2	1600	6000	\"Y" ME?		The title of an Al Jolson song, it was also Al's prophetic 5-word ad lib in 1927's "The Jazz Singer\"	\"You Ain't Heard Nothing Yet\"	2002-09-02	
2	2000	0	\"Y" ME?		This Irish poet's epitaph reads, "Cast a cold eye on life, on death. Horseman, pass by\"	(William Butler) Yeats	2002-09-02	
2	400	0	WE GOTTA BLAME SOMEBODY		In a famous novel, he takes the blame when Becky Thatcher tears the schoolmaster's book	Tom Sawyer	2002-09-02	
2	800	0	WE GOTTA BLAME SOMEBODY		The population decline & extinction of the Tasmanian wolf is largely blamed on this wild canine	the dingo	2002-09-02	
2	1200	0	WE GOTTA BLAME SOMEBODY		In a 1963 hit song, Eydie Gorme wanted to "Blame It On" this Latin American dance	the bossa nova	2002-09-02	
2	1600	0	WE GOTTA BLAME SOMEBODY		Some blamed this President's death on an Indian curse put on him because of the Battle of Tippecanoe	William Henry Harrison	2002-09-02	
2	2000	2000	WE GOTTA BLAME SOMEBODY		Later PM, as First Lord of the Admiralty he took the blame for the disastrous Gallipoli invasion	Winston Churchill	2002-09-02	
3	0	0	STATUES		On May 8, 2002 the city of Minneapolis placed a statue of this fictional character at the corner of 7th St. & Nicollet Mall	Mary Richards	2002-09-02	
1	200	0	INSPIRED CHARACTERS		Paul Emmanuel in this Bronte's novel "Villette" is based on M. Heger, a married man she fell in love with in Brussels	Charlotte Bronte	2002-09-03	
1	400	0	INSPIRED CHARACTERS		Sherwood Anderson was the model for Dawson Fairchild in "Mosquitoes", a 1927 novel by this Mississippi author	Faulkner	2002-09-03	
