round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	100	0	TRUE STORY		John Hersey wrote about 6 survivors of an August 6, 1945 explosion in this title city	Hiroshima	2001-09-03	
1	200	0	TRUE STORY		In "Duty First", alum Ed Ruggero calls this military academy "America's premier leadership school\"	West Point	2001-09-03	
1	300	0	TRUE STORY		Dr. Jerri Nielsen gives her account of discovering that she had breast cancer while "ice bound" here	the South Pole	2001-09-03	
1	400	0	TRUE STORY		This gonzo journalist tells the "Strange and Terrible Saga" of flying with angels—Hell's Angels	Hunter Thompson	2001-09-03	
1	500	0	TRUE STORY		\"Into Thin Air" is his account of scaling Everest & the tragedy that befell others around him	Jon Krakauer	2001-09-03	
1	100	0	OSCAR-WINNING ROLES	(Alex: We want you to name the actor in...)	Mary Poppins	Julie Andrews	2001-09-03	
1	200	0	OSCAR-WINNING ROLES	(Alex: We want you to name the actor in...)	Rooster Cogburn	John Wayne	2001-09-03	
1	300	0	OSCAR-WINNING ROLES	(Alex: We want you to name the actor in...)	Loretta Lynn	Sissy Spacek	2001-09-03	
1	400	0	OSCAR-WINNING ROLES	(Alex: We want you to name the actor in...)	U.S. Marshal Sam Gerard	Tommy Lee Jones	2001-09-03	
1	500	0	OSCAR-WINNING ROLES	(Alex: We want you to name the actor in...)	Mexican cop Javier Rodriguez Rodriguez	Benicio Del Toro	2001-09-03	
1	100	0	THEY HAVE HOOVES		One variety of the white-tailed species of this weighs only 50-75 pounds & lives in the Florida Keys	the deer	2001-09-03	
1	200	0	THEY HAVE HOOVES		This wild African pig has 2 pairs of tusks that may reach a length of 24 inches	the warthog	2001-09-03	
1	300	0	THEY HAVE HOOVES		Despite its large size, this wild ox of Tibet is quite agile & can swim swift rivers	the yak	2001-09-03	
1	400	0	THEY HAVE HOOVES		It's estimated that fewer than 1,000 members of the Bactrian species of this exist in the world, all in Mongolia & China	the camel	2001-09-03	
1	500	0	THEY HAVE HOOVES		The soft, pliant leather from this cud-chewing goat is used as a polishing cloth & to make shirts	a chamois	2001-09-03	
1	100	0	DANCES		Technically, a bubble dance is done with these props, not bubbles	balloons	2001-09-03	
1	200	0	DANCES		Back-bending dance that's neither heaven nor hell	the limbo	2001-09-03	
1	300	0	DANCES		A Carioca is a resident of Rio & also a ballroom version of this dance	the samba	2001-09-03	
1	400	0	DANCES		It's a lively Spanish-American dance, or a "Grim" computer game from Lucas Arts	fandango	2001-09-03	
1	500	0	DANCES		An old French dance from a German folk dance, or a square dance move	an allemande	2001-09-03	
1	200	0	BALLS		Perhaps, in the future, you'll see one of these divinatory aids	a crystal ball	2001-09-03	
1	100	0	RHYME TIME		Mus musculus, this grayish-brown rodent lives in or near domiciles	a house mouse	2001-09-03	
1	200	0	RHYME TIME		Abbreviated term for the genre that includes Isaac Asimov & Ursula K. Le Guin	sci-fi	2001-09-03	
1	300	400	RHYME TIME		Restaurateur Trader Vic created this rum & curacao cocktail	a mai tai	2001-09-03	
1	400	0	RHYME TIME		The title of hits by Madonna & Tommy James & the Shondells, it's slang for naughty behavior	hanky panky	2001-09-03	
1	500	0	RHYME TIME		This hyphenated term means haphazard or disorganized	willy-nilly	2001-09-03	
2	200	0	TRU STORY		Truman Capote was born on September 30, 1924 in this Southern city	New Orleans	2001-09-03	
2	400	0	TRU STORY		This book about the murder of a farm family blurred the genres of literature & crime reportage	In Cold Blood	2001-09-03	
2	600	0	TRU STORY		This novella includes the line "Holly Golightly had been a tenant in the old brownstone\"	Breakfast at Tiffany's	2001-09-03	
2	800	0	TRU STORY		\"The Muses Are Heard" is Truman's account of going to Moscow with the black cast of this Gershwin show	Porgy and Bess	2001-09-03	
2	1000	0	TRU STORY		In 1990 this "Loved One" actor won a Tony for his portrayal of Capote in the one-man show "Tru\"	Robert Morse	2001-09-03	
2	200	0	TV THEME SONGS		\"I'll be there for you when the rain starts to pour, I'll be there for you like I've been there before\"	Friends	2001-09-03	
2	400	0	TV THEME SONGS		\"Raised in the woods so's he knew every tree\"	Davy Crockett	2001-09-03	
2	600	0	TV THEME SONGS		\"I've been searchin' my soul tonight, I know there's so much more to life\"	Ally McBeal	2001-09-03	
2	800	0	TV THEME SONGS		\"You're not the boss of me now! You're not the boss of me now! You're not the boss of me now & you're not so big!\"	Malcolm in the Middle	2001-09-03	
2	1000	0	TV THEME SONGS		In 1965: "There's a man who leads a life of danger, to everyone he meets he stays a stranger\"	Secret Agent	2001-09-03	
2	200	0	WHERE WERE YOU LAST NIGHT?	(Alex: We want you to name the city when we ask you...)	Dancing at Le Balajo on the Rue de Lappe	Paris	2001-09-03	
2	400	0	WHERE WERE YOU LAST NIGHT?	(Alex: We want you to name the city when we ask you...)	Just checking out the view from the top of the Mark Hopkins	San Francisco	2001-09-03	
2	600	0	WHERE WERE YOU LAST NIGHT?	(Alex: We want you to name the city when we ask you...)	Singing karaoke in Shinjuku	Tokyo	2001-09-03	
