round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	EDIBLE IDIOMS		It's something of little importance or value, like, say, legumes in a heap	a hill of beans	2025-09-08	
1	400	0	EDIBLE IDIOMS		In a 1785 poem William Cowper referred to this as "the very spice of life"; spoken like a man who's never tried sriracha	variety	2025-09-08	
1	600	0	EDIBLE IDIOMS		At the dinner table, it can be a tempting item, perhaps twice baked—or a subject best avoided	a hot potato	2025-09-08	
1	800	0	EDIBLE IDIOMS		TV's "MythBusters" once tested whether "taking" this is "as easy" as the idiom suggests—conclusion: nope	take candy from a baby	2025-09-08	
1	1000	0	EDIBLE IDIOMS		This 3-word term once referred to a vessel for boiling the catch at river picnics; today, "fine" or not, it means a hot mess	kettle of fish	2025-09-08	
1	200	0	BUSINESS HISTORY		In 1986 a Georgia Kroger store pioneered this service for shoppers who are in a hurry &/or don't feel like chatting	self-checkout	2025-09-08	
1	400	0	BUSINESS HISTORY		The record losing streak for this index lasted 2 weeks in 1941—rough ride for investors in the American Smelting & Refining Co.	the Dow Jones	2025-09-08	
1	600	0	BUSINESS HISTORY		This chain named for a different creature popularized popcorn shrimp in America starting in 1974	Red Lobster	2025-09-08	
1	800	0	BUSINESS HISTORY		Longtime music manager Irving Azoff was CEO of this concert behemoth when it merged with Live Nation in 2010	Ticketmaster	2025-09-08	
1	1000	0	BUSINESS HISTORY		In 2024 this company known for creating cool spaces had to vacate its own 300,000-square-foot HQ in Midtown Manhattan	WeWork	2025-09-08	
1	200	0	BIOLOGY		Nidologists know male wrens build an array of these abodes to impress females who come into their territory	nests	2025-09-08	
1	400	0	BIOLOGY		Study of isolated species, called this "biogeography", can look at a peak or a national park, not just a place surrounded by water	island	2025-09-08	
1	600	2000	BIOLOGY		\"By Means of" this 2-word process was fit enough to survive as a subtitle for Darwin's "Origin of Species\"	natural selection	2025-09-08	
1	800	0	BIOLOGY		AlphaFold, a Google-developed AI system, has predicted the complex structures of 200 million of these substances	proteins	2025-09-08	
1	1000	0	BIOLOGY		Knowing mitos is Greek for "thread" helps you name this cell structure loaded with the energy-carrying molecule ATP	the mitochondria	2025-09-08	
1	200	0	BICYCLES ON THE BIG SCREEN		Bicycles take flight thanks to the magical powers of a mysterious alien in this Spielberg flick	E.T.	2025-09-08	
1	400	0	BICYCLES ON THE BIG SCREEN		\"Raindrops Keep Fallin' On My Head" plays as Paul Newman hams it up on a bike in this film that co-starred Robert Redford	Butch Cassidy and the Sundance Kid	2025-09-08	
1	600	0	BICYCLES ON THE BIG SCREEN		A bit of movie magic allowed this green guy to take a bike ride in 1979 & 1981 films	Kermit the Frog	2025-09-08	
1	800	0	BICYCLES ON THE BIG SCREEN		In a 2025 HBO Max doc, Paul Reubens said people riding bicycles around the WB lot inspired the stolen-bike plot of this movie	Pee-wee's Big Adventure	2025-09-08	
1	1000	0	BICYCLES ON THE BIG SCREEN		In "Better Off Dead" a psychotic paperboy pedals after this actor in pursuit of the $2 he's owed	(John) Cusack	2025-09-08	
1	200	0	PLAIN		A chunk of Western Canada is part of this region, covering roughly one-third of the United States	Great Plains	2025-09-08	
1	400	0	PLAIN		The North China Plain is also called the this color Plain, like the name of the river that helped to build it up	yellow	2025-09-08	
1	600	0	PLAIN		The Denakil Plain is a region found in these 2 "E" countries of the Horn of Africa	Ethiopia & Eritrea	2025-09-08	
1	800	0	PLAIN		The massive European Plain stretches from the Urals all the way west to this other range on the Spanish-French border	the Pyrenees	2025-09-08	
1	1000	0	PLAIN		The Plain of Sharon runs some 50 miles along the Mediterranean coast of this country	Israel	2025-09-08	
1	200	0	SIMPLE		Used in everything from daiquiris to gin fizzes, simple syrup is commonly made using equal parts water & this	sugar	2025-09-08	
1	400	0	SIMPLE		As its head tapers to a thin edge, an ax is considered one of these 5-letter simple machines	a wedge	2025-09-08	
1	600	0	SIMPLE		Blake Lively turned up in 2025 to once again torment Anna Kendrick in the sequel to this dark comedy	A Simple Favor	2025-09-08	
1	800	0	SIMPLE		Believed to be an alteration of an English word, it's a simplified variety of language created when 2 cultures come in contact	a pidgin	2025-09-08	
1	1000	0	SIMPLE		Aaron Copland gave this 19th century Shaker tune new prominence when he featured it in "Appalachian Spring\"	\"Simple Gifts\"	2025-09-08	
2	400	0	AFRICAN HISTORY		The 19th century Mahdist Movement was an Islamic revolt against Egyptian rule of this nation, Egypt's southern neighbor	Sudan	2025-09-08	
2	800	10600	AFRICAN HISTORY		1896's Battle of Adwa saw an Ethiopian army defeat an attempt by this European country to take control of it	Italy	2025-09-08	
2	1200	0	AFRICAN HISTORY		The Capsian people thrived in modern Tunisia c. 6000 B.C. by eating tons of these, so their sites are called escargotières	snails	2025-09-08	
2	1600	0	AFRICAN HISTORY		In 2012, Congolese militia leader Thomas Lubanga became the first person convicted by this legal entity	the ICC	2025-09-08	
2	2000	0	AFRICAN HISTORY		For its royalty, the Asante Kingdom of 18th century West Africa invented this type of cloth whose name means "will not tear\"	kente	2025-09-08	
2	400	0	THAT ADDS UP		Conquest, War, Famine & Death are names traditionally given to these	the Four Horsemen of the Apocalypse	2025-09-08	
2	800	0	THAT ADDS UP		Jerome Horwitz, Moses Horwitz & Samuel Horwitz went by other names nyukking it up as members of this troupe	The Three Stooges	2025-09-08	
2	1200	3000	THAT ADDS UP		Barnard, Wellesley & 5 other schools banded together as these a century ago to address the need to fund women's colleges	the Seven Sisters	2025-09-08	
2	1600	0	THAT ADDS UP		For their brave actions in October 1947, Alvah Bessie, Ring Lardner Jr., Dalton Trumbo & seven others became known as this	the Hollywood Ten	2025-09-08	
2	2000	0	THAT ADDS UP		Shoeless Joe & 7 teammates, in the title of a 1963 book & a 1988 movie	Eight Men Out	2025-09-08	
2	400	0	STREAMING TV		Seth Rogen, Ike Barinholtz & Catherine O'Hara star in this comedy about Tinseltown execs	The Studio	2025-09-08	
2	800	0	STREAMING TV		Kristine Froseth played the alluring Alaska Young in this miniseries based on John Green's young adult novel	Looking for Alaska	2025-09-08	
2	1200	0	STREAMING TV		In 2024 Peacock announced a new series called "The Paper", set in the same universe as this sitcom	The Office	2025-09-08	
2	1600	0	STREAMING TV		After three episodes on "Star Trek: Discovery", Rebecca Romijn brought first officer Una Chin-Riley to this prequel series	Strange New Worlds	2025-09-08	
2	2000	0	STREAMING TV		The adaptation of Robert Jordan's "The Wheel of Time" stars this "Gone Girl" girl	Rosamund Pike	2025-09-08	
2	400	0	PLAYS & PLAYWRIGHTS		Fans of the film version may be surprised when the "always be closing" monologue is absent from this David Mamet play on stage	Glengarry Glen Ross	2025-09-08	
2	800	0	PLAYS & PLAYWRIGHTS		This whodunit play that opened in London in 1952 & still runs there today begins with the offstage murder of Maureen Lyon	The Mousetrap	2025-09-08	
2	1200	0	PLAYS & PLAYWRIGHTS		A play by Branden Jacobs Jenkins shares this title word with a 19th century drama about a girl who's one-eighth Black	octoroon	2025-09-08	
2	1600	0	PLAYS & PLAYWRIGHTS		The title fowl lives in the attic of the Ekdal family's apartment in his 1884 play "The Wild Duck\"	Ibsen	2025-09-08	
