round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	U.S. GOVERNMENT	-	Term for any committee using both Republicans & Democrats	bi-partisan	1986-09-08	-
1	200	no	U.S. GOVERNMENT	-	Minimum age for a Congressman	25	1986-09-08	-
1	300	no	U.S. GOVERNMENT	-	Of New York, Ohio, or Virginia, state that has contributed most members to the U.S. Supreme Court	New York	1986-09-08	-
1	400	no	U.S. GOVERNMENT	-	Secretary of Defense under Kennedy & Johnson who held the office longer than anyone so far	Robert McNamara	1986-09-08	-
1	100	no	ANIMALS	-	Don't kick an adult male of these duck-billed creatures in the ankle; he's got a poisoned spur	duck-billed platypus	1986-09-08	-
1	200	no	ANIMALS	-	\"Odobenus rosmarus", Latin name for this Arctic tusked mammal, means "one who walks with his teeth\"	walrus	1986-09-08	-
1	300	no	ANIMALS	-	The Bible states it was upon this color of ass that great personages preferred to ride	white	1986-09-08	-
1	400	no	ANIMALS	-	Part of the witches' brew recipe in "Macbeth" was a pinch of this amphibian's eye	eye of newt	1986-09-08	-
1	500	no	ANIMALS	-	Shellfish are not fish, but members of 2 invertebrate classifications, of which this is 1	mollusks or crustaceans	1986-09-08	-
1	100	no	SAUCES	-	By corporate policy, it accounts for 2 of the 13 layers in a Big Mac	the special sauce	1986-09-08	-
1	200	no	SAUCES	-	Made of beaten oil, egg yolks & vinegar, it's a sauce more common on salads than on meat	mayonnaise	1986-09-08	-
1	300	no	SAUCES	-	Of Beaujolais, Bordelaise, or Rouennaise, the brown sauce made from Bordeaux wine	Bordelaise	1986-09-08	-
1	400	no	SAUCES	-	The color of Bechamel sauce	cream-colored (white or yellow)	1986-09-08	-
1	500	no	SAUCES	-	Hollandaise seasoned with chervil, shallots & tarragon becomes this sauce named for region of SW France	Bearnaise	1986-09-08	-
1	100	no	1966	-	In November 1966, NASA was photographing possible landing sites here	the moon	1986-09-08	-
1	200	no	1966	-	In Las Vegas, on July 19, this 50-year-old singer married 21-year-old Mia Farrow	Frank Sinatra	1986-09-08	-
1	100	no	QUOTES	-	Bandleader who said in 1977, "When I go I'll take New Year's Eve with me\"	Guy Lombardo	1986-09-08	-
1	200	no	QUOTES	-	Finishes Lord Chesterfield's 1749 line; "No idleness, no laziness, no procrastination: never put off...\"	until tomorrow what you can do today	1986-09-08	-
1	300	no	QUOTES	-	Word which completes the line from "The Virginian", "When you call me that, ....\"	smile	1986-09-08	-
1	400	no	QUOTES	-	Theodore Roosevelt's adage with which "you will go far\"	\"Speak softly and carry a big stick, and...\"	1986-09-08	-
1	500	no	QUOTES	-	In Bartlett's, the line from Shakespeare's "Henry V", "The game's afoot", footnotes this other author	Sir Arthur Conan Doyle	1986-09-08	-
1	100	no	\"LEWIS" & "CLARK\"	-	This '84 gold medalist was booed when he didn't try to break the long jump world record	Carl Lewis	1986-09-08	-
1	200	no	\"LEWIS" & "CLARK\"	-	He had actually worked in an oil field before he drilled for oil in 1940 film "Boom Town\"	Clark Gable	1986-09-08	-
1	300	no	\"LEWIS" & "CLARK\"	-	Their 1st hit, "This Diamond Ring", was their only song to hit #1	Gary Lewis and the Playboys	1986-09-08	-
1	400	no	\"LEWIS" & "CLARK\"	-	Author who briefly worked as a janitor at Upton Sinclair's commune	Sinclair Lewis	1986-09-08	-
1	500	yes	\"LEWIS" & "CLARK\"	-	The 2 cast members of "Webster" who fit the category	Emmanuel Lewis & Susan Clark	1986-09-08	-
2	200	no	FICTIONAL HEROINES	-	The prince had a ball with her, but only until midnight	Cinderella	1986-09-08	-
2	400	no	FICTIONAL HEROINES	-	Of Franny & Zooey & Daphnis & Chloe, the 2 heroines	Franny & Chloe	1986-09-08	-
2	600	no	FICTIONAL HEROINES	-	Julie Christie played Bathsheba in movie version of this pastoral Thomas Hardy novel	Far From the Madding Crowd	1986-09-08	-
2	800	no	FICTIONAL HEROINES	-	Ilsa Lund Laszlo was the heroine of this 1942 film classic	Casablanca	1986-09-08	-
2	200	no	PHYSIOLOGY	-	Your head line is found not on a newspaper but here, near the phalanges	(the palm of) your hand	1986-09-08	-
2	400	no	PHYSIOLOGY	-	Lenses of this shape correct farsightedness	convex	1986-09-08	-
2	1000	yes	PHYSIOLOGY	-	Of the ear bones called "hammer", "anvil" & "stirrup", the one that looks most like its namesake	stirrup	1986-09-08	-
2	800	no	PHYSIOLOGY	-	A femoral artery is found in this part of the body	leg (thigh)	1986-09-08	-
2	1000	no	PHYSIOLOGY	-	The heaviest human organ, it gets its blood from both an artery & a vein	liver	1986-09-08	-
2	200	no	ODD JOBS	-	In a "Mary Poppins" song, good luck would rub off if you shook hands with one	a chimney sweep	1986-09-08	-
2	400	no	ODD JOBS	-	Sport a tout is usually involved with	horse racing	1986-09-08	-
2	600	no	ODD JOBS	-	1940 film title profession of Egbert Souse, accent grave over the "e\"	The Bank Dick	1986-09-08	-
2	800	no	ODD JOBS	-	These army recruits must be under 25, over 5'8", & be Catholic bachelors from Switzerland	the Swiss Guard	1986-09-08	-
2	1000	no	ODD JOBS	-	Job of the "oshiya" in Japanese subways	the pusher	1986-09-08	-
2	200	no	THE WESTERN HEMISPHERE	-	Mexico leads all nations in production of this metal	silver	1986-09-08	-
2	400	no	THE WESTERN HEMISPHERE	-	Measured by its shoreline, it's the the largest bay in the Western Hemisphere	Hudson Bay	1986-09-08	-
2	1000	yes	THE WESTERN HEMISPHERE	-	[audio clue] Country that's the title of the following	Brazil	1986-09-08	-
2	800	no	THE WESTERN HEMISPHERE	-	During the 17th & 18th centuries, all islands in this body of water were called the Sugar Islands	the Caribbean (Sea)	1986-09-08	-
2	200	no	MUSIC	-	A curveball, or the highness or lowness of a musical tone	pitch	1986-09-08	-
2	400	no	MUSIC	-	Number of instruments that would compromise a nonet	9	1986-09-08	-
2	600	no	MUSIC	-	Laurens Hammond invented this instrument	electric organ	1986-09-08	-
2	800	no	MUSIC	-	This instrument is a hybrid of the clarinet & oboe	saxophone	1986-09-08	-
2	1000	no	MUSIC	-	All bands in the U.S. are technically classified into these 2 types	marching & concert or symphonic	1986-09-08	-
2	200	no	KIDS' TV	-	The cartoon featuring this group used Scatman Crothers as voice of Meadowlark Lemon	the Harlem Globetrotters	1986-09-08	-
2	400	no	KIDS' TV	-	Star of "Charly", AT&T commercials, & "Rod Brown of the Rocket Rangers\"	Cliff Robertson	1986-09-08	-
2	600	no	KIDS' TV	-	Years after playing a "Circus Boy", he made a "Monkee" out of himself	Micky Dolenz	1986-09-08	-
3	0	no	BUSINESS & INDUSTRY	-	World's #1 maker of infant formula, this company does 98.2% of its business outside its home country	Nestle	1986-09-08	-
1	100	no	THE NAVY	-	In the early 19th c., the U.S. Navy built the very 1st warship powered by this	steam	1986-09-11	-
1	200	no	THE NAVY	-	Little damaged in its many battles, it was nicknamed "Old Ironsides\"	the USS Constitution	1986-09-11	-
1	300	no	THE NAVY	-	Bartlett's says this naval motto is actually a misquote of Capt. James Lawrence's dying command	\"Don't give up the ship\"	1986-09-11	-
1	400	no	THE NAVY	-	The former home of the Chief of Naval Operations is now official residence of this elected official	the vice president of the United States	1986-09-11	-
1	500	no	THE NAVY	-	Navy detail drawn by Jack Nicholson in "The Last Detail\"	shore patrol	1986-09-11	-
1	100	no	SWEETS	-	Though really a legume, it's the most popular "nut" used in U.S. candy	the peanut	1986-09-11	-
