round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	THE '50s	-	According to a popular ad, to keep your pompadour in place, a "little dab" of this would do you	Brylcreem	1988-09-26	-
1	200	no	THE '50s	-	Prospecting for this ore was widepread, though first you had to have a Geiger counter	uranium	1988-09-26	-
1	600	yes	THE '50s	-	The first non-stop transcontinental flight in this type of craft took 32 hours in 1956	a helicopter	1988-09-26	-
1	100	no	INVENTORS & INVENTIONS	-	The "Book of Inventions" says the Rolex "Oyster" was the 1st watch that was completely this	waterproof	1988-09-26	-
1	200	no	INVENTORS & INVENTIONS	-	In 1948 Peter Goldmark devised this, usually abbreviated "LP\"	a long-playing record	1988-09-26	-
1	300	no	INVENTORS & INVENTIONS	-	It's claimed element No. 102 was 1st isolated at the Swedish institute named for this inventor	Nobel	1988-09-26	-
1	400	no	INVENTORS & INVENTIONS	-	Sales of Wilbur Blank's 40-yr.-old peeler for this fruit took off after Andy Rooney praised it on TV	orange	1988-09-26	-
1	500	no	INVENTORS & INVENTIONS	-	In the 18th century this city in England produced the 1st steel razors	Sheffield	1988-09-26	-
1	100	no	AUTHORS	-	While many people shorten their last names, in 1700 this author lengthened his from "Foe" to this	Daniel Defoe	1988-09-26	-
1	200	no	AUTHORS	-	Mark Twain said this man "scored 114 offenses against literary art" on just 1 page of "The Deerslayer\"	(James Fenimore) Cooper	1988-09-26	-
1	300	no	AUTHORS	-	The 1988 Pulitzer Prize for Biography went to "Look Homeward: A Life of" this man	Thomas Wolfe	1988-09-26	-
1	400	no	AUTHORS	-	He grew prize dahlias & had an enormous aviary at his Hollywood home, "Ozcot\"	(Frank) Baum	1988-09-26	-
1	500	no	AUTHORS	-	He was the most famous resident of Oxford, Mississippi	(William) Faulkner	1988-09-26	-
1	100	no	ANIMALS	-	The ratel is a badger that loves this sweet substance; its coat protects it from stings	honey	1988-09-26	-
1	200	no	ANIMALS	-	A type of finch in the Galapagos Islands is named after this naturalist who studied it there	Darwin	1988-09-26	-
1	300	no	ANIMALS	-	Skin secretions of the South American treefrog, genus Dendrobates, are used by Indians as this	poison	1988-09-26	-
1	400	no	ANIMALS	-	While other iguanas are other colors, the common iguana is this color	green	1988-09-26	-
1	500	no	ANIMALS	-	A spider's eggs are laid & stored in one of these	a cocoon	1988-09-26	-
1	100	no	SPORTSCASTERS	-	Tom Heinsohn was a player, coach & now is a sportscaster covering this Boston NBA team	the Celtics	1988-09-26	-
2	200	no	1ST FAMILY TRIVIA	-	He called his first wife "Button Nose No. 1" & his daughter Maureen, "Button Nose No. 2\"	Reagan	1988-09-26	-
2	400	no	1ST FAMILY TRIVIA	-	Because of her energetic dancing style, she was nicknamed "Luci Watusi\"	Luci Johnson	1988-09-26	-
2	600	no	1ST FAMILY TRIVIA	-	She inspired the song "Alice Blue Gown\"	Alice Roosevelt	1988-09-26	-
2	800	no	1ST FAMILY TRIVIA	-	An unopened six-pack of this today sells for over $100	Billy Beer	1988-09-26	-
2	1000	yes	1ST FAMILY TRIVIA	-	This son of a president was at or near the scene of 3 presidential assassinations	Robert Lincoln	1988-09-26	-
2	200	no	ART	-	The king of this country gave Salvador Dalí a noble title, the Marqués de Dalí de Pubol	Spain	1988-09-26	-
2	400	no	ART	-	Sculptor of "The Thinker" & "The Kiss", museums in Paris & Philadelphia are named for him	(Auguste) Rodin	1988-09-26	-
2	600	no	ART	-	This z French artist's short legs were the result of 2 accidents he suffered as a teenager	Toulouse-Lautrec	1988-09-26	-
2	800	no	ART	-	German-born artist who was court painter to Henry VIII	(Hans) Holbein (the Younger)	1988-09-26	-
2	1000	no	ART	-	Artist George Segal is working on a series of these inspired by the paintings of his favorite artists	sculptures	1988-09-26	-
2	200	no	CHEMISTRY	-	You'd buy a pan coated with polytetra-fluoroethylene under this   much shorter trademark name	Teflon	1988-09-26	-
2	400	no	CHEMISTRY	-	Found in rhubarb, oxalic acid removes calcium from the body & this common oxide from iron	rust (ferric oxide)	1988-09-26	-
2	600	no	CHEMISTRY	-	The atomic weight of an atom is the sum of the number of these in the nucleus	protons & neutrons	1988-09-26	-
2	800	no	CHEMISTRY	-	You can clean silverware by boiling it in an aluminum pan using a solution of this, NaHCO3	sodium bicarbonate (baking soda)	1988-09-26	-
2	1000	no	CHEMISTRY	-	A centuries-old test for this gas is to see if bubbles of it turn limewater milky	carbon dioxide	1988-09-26	-
2	200	no	QUOTES	-	D.H. Lawrence said, "No absolute is going to make the lion lie down with" this "unless" it's "inside\"	the lamb	1988-09-26	-
2	400	no	QUOTES	-	In the nursery rhyme, the lion & this animal were "fighting for the crown\"	the unicorn	1988-09-26	-
2	600	no	QUOTES	-	Song in which Elvis sang, "I don't want to be your lion 'cause lions ain't the kind you love enough\"	\"(Let Me Be Your) Teddy Bear\"	1988-09-26	-
2	800	no	QUOTES	-	In "Marmion", Scott asked, "And dar'st thou then to beard the lion" here	the den	1988-09-26	-
2	1000	no	QUOTES	-	In judges 14:15, he "came to the vineyards of Timnath: and, behold, a young lion roared against him\"	Samson	1988-09-26	-
2	200	no	U.S. GEOGRAPHY	-	This area in the Dakotas was named for its difficult terrain, not for its wild frontiersmen	the Badlands	1988-09-26	-
2	400	no	U.S. GEOGRAPHY	-	The waters off Cape Hatteras in this state have been called "the graveyard of the Atlantic\"	North Carolina	1988-09-26	-
2	1000	yes	U.S. GEOGRAPHY	-	This region between the Appalachians & the Atlantic Coastal Plain was named for a region in Italy	the Piedmont	1988-09-26	-
2	800	no	U.S. GEOGRAPHY	-	Rivers that eventually reach the Atlantic are separated from those reaching the Pacific by this	the Continental Divide	1988-09-26	-
2	1000	no	U.S. GEOGRAPHY	-	Both the Army's Field Artillery Center & Geronimo's grave are at Fort Sill in this state	Oklahoma	1988-09-26	-
2	200	no	SIR WALTER RALEIGH	(Alex: And finally, a very specialized category...)	A romantic legend says Sir Walter once did this with his cloak to please his queen	lay it over a mud puddle	1988-09-26	-
2	400	no	SIR WALTER RALEIGH	(Alex: And finally, a very specialized category...)	Walter was a teenager when he went to this country to fight for the Huguenots	France	1988-09-26	-
2	600	no	SIR WALTER RALEIGH	(Alex: And finally, a very specialized category...)	Sir Walter tried to stab himself to death while imprisoned here	the Tower of London	1988-09-26	-
2	800	no	SIR WALTER RALEIGH	(Alex: And finally, a very specialized category...)	Though he never actually went there, Raleigh is considered the founder of the colony on this island	Roanoke Island	1988-09-26	-
2	1000	no	SIR WALTER RALEIGH	(Alex: And finally, a very specialized category...)	This courtier was godfather to Raleigh's son as well as his rival for the queen's affection	Lord Essex	1988-09-26	-
3	0	no	AMERICANA	-	In 1986 Coke & Kodak were among 19 firms who pledged over $66 mil. to use its image in their ads	the Statue of Liberty	1988-09-26	-
1	500	yes	FRANCE	-	[VIDEO DAILY DOUBLE] France's unknown soldier of WWI is buried under this Paris landmark:	Arc de Triomphe	1988-09-28	-
1	200	no	FRANCE	-	The capital of Burgundy, it's know for its liqueur, spice bread & mustard	Dijon	1988-09-28	-
1	300	no	FRANCE	-	Impressed by the chateau, Vaux-le-Vicomte, Louis XIV hired the same team to design this palace for him	Versailles	1988-09-28	-
1	400	no	FRANCE	-	Colorful main attraction of the cathedral in Chartres	stained glass windows	1988-09-28	-
1	500	no	FRANCE	-	This village on the riviera became a hot resort when Brigitte Bardot moved there	St. Tropez	1988-09-28	-
1	100	no	THE 1930s	-	In 1939 he said, "As soon as I've carried out my program for Germany, I shall take up my painting\"	Hitler	1988-09-28	-
1	200	no	THE 1930s	-	In 1933 the Mayo Clinic established the 1st "bank" of this type	blood bank	1988-09-28	-
1	300	no	THE 1930s	-	His entire reign as King of England was in 1936	Edward VIII (Duke of Windsor)	1988-09-28	-
1	400	no	THE 1930s	-	Constantinople officially did this in 1930	change its name to Istanbul	1988-09-28	-
1	500	no	THE 1930s	-	In 1931 he received an 11 year sentence for tax evasion but was released, mortally ill, in 1939	Al Capone	1988-09-28	-
1	100	no	ANAGRAMS	-	What you would send to Lima via correo aereo	mail	1988-09-28	-
1	200	no	ANAGRAMS	-	Cooking's a snap when you have these	pans	1988-09-28	-
