round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	TRANSPORTATION	-	These flat-bottomed boats were specially designed to travel down early canals	barges	1991-09-02	-
1	200	no	TRANSPORTATION	-	In case you have to leave the oasis in a hurry, this is the faster of the 2 types of camel	dromedary	1991-09-02	-
1	300	no	TRANSPORTATION	-	The Academic  American Ency. calls this vehicle the main means of transportation in China	bicycle	1991-09-02	-
1	400	no	TRANSPORTATION	-	This company apologized after it found out the cars stomped by a monster truck in its TV ad were altered	Volvo	1991-09-02	-
1	500	no	TRANSPORTATION	-	Add one more of these to a catamaran & you have a trimaran	hull	1991-09-02	-
1	100	no	MYTHOLOGY	-	The Norse goddess Freya had the unusual habit of weeping tears of this precious metal	gold	1991-09-02	-
1	200	no	MYTHOLOGY	-	The name of this netherworld river is Greek for "hateful\"	Styx	1991-09-02	-
1	300	no	MYTHOLOGY	-	Stargazers should know these 7 sisters are the daughters of Pleione, an ocean nymph	Pleiades	1991-09-02	-
1	400	no	MYTHOLOGY	-	In some accounts, these goat-men are the sons of Hermes & a naiad	satyr	1991-09-02	-
1	500	no	MYTHOLOGY	-	This Greek sea god was sometimes called "Earth-shaker\"	Poseidon	1991-09-02	-
1	100	no	SPORTS	-	Henry VIII's court for this racquet sport is still used at Hampton Court Palace	Tennis	1991-09-02	-
1	200	no	SPORTS	-	Squaw Valley, Calif. & Lake Placid, N.Y. are the 2 U.S. sites that have hosted these games	Winter Olympic Games	1991-09-02	-
1	300	no	SPORTS	-	This former heavyweight boxing champ's last bout was a 1981 loss to Trevor Berbick	Muhammad Ali	1991-09-02	-
1	400	no	SPORTS	-	This New York Knicks center was NBA rookie of the year for 1985-86	Patrick Ewing	1991-09-02	-
1	100	no	JAZZ	-	His nickname was a contraction of "satchel mouth\"	Louis Armstrong	1991-09-02	-
1	200	no	JAZZ	-	Part of his name appears in the titles of his albums "Milestones" & "Miles Ahead\"	Miles Davis	1991-09-02	-
1	300	no	JAZZ	-	It's the title of Billie Holiday's autobiography & the Diana Ross film about her	Lady Sings the Blues	1991-09-02	-
1	500	yes	JAZZ	-	This bandleader's theme song was "Take the 'A' Train\"	Duke Ellington	1991-09-02	-
1	500	no	JAZZ	-	He recorded "Fathers & Sons" with his father Ellis & brother Branford	Wynton Marsalis	1991-09-02	-
1	100	no	ODDS & ENDS	-	In the phrase "prep school", prep is an abbreviation for this	preparatory	1991-09-02	-
1	200	no	ODDS & ENDS	-	Ralph Waldo Emerson wrote, "Men are what" these relatives "made them\"	mothers	1991-09-02	-
1	300	no	ODDS & ENDS	-	In the folklore of this religion, Dybbuks are evil spirits who can take possession of the living	Hebrew religion (Judaism)	1991-09-02	-
1	400	no	ODDS & ENDS	-	Mr. Wizard said his all-time favorite experiment is getting one of these into a milk bottle	hard-boiled egg	1991-09-02	-
1	500	no	ODDS & ENDS	-	Appropriately, it's the national rose of Syria	Damask rose	1991-09-02	-
1	100	no	SERVING SUGGESTIONS	-	Baked oysters are sometimes served on a bed of the "rock" type of this seasoning	salt	1991-09-02	-
1	200	no	SERVING SUGGESTIONS	-	Spring-operated tongs are often used to hold the shells of these garden gastropods	snails	1991-09-02	-
1	300	no	SERVING SUGGESTIONS	-	Cocktail sausages wrapped in dough & baked are called "pigs in" these	blankets	1991-09-02	-
1	400	no	SERVING SUGGESTIONS	-	Chimichangas are often topped with this avocado mixture	guacamole	1991-09-02	-
1	500	no	SERVING SUGGESTIONS	-	Some people serve the Liptauer type of this with beer, other prefer it with white wine	cheese	1991-09-02	-
2	200	no	PEOPLE IN HISTORY	-	This king married Germaine de Foix, niece of Louis XII, after the death of Isabella	Ferdinand of Aragon	1991-09-02	-
2	400	no	PEOPLE IN HISTORY	-	In the 1890s this great French actress bought a Paris theatre & renamed it for herself	(Sarah) Bernhardt	1991-09-02	-
2	600	no	PEOPLE IN HISTORY	-	King David II of this country, who spent 18 years in exile & in prison, was Robert the Bruce's son	Scotland	1991-09-02	-
2	800	no	PEOPLE IN HISTORY	-	Gandhi lived in this country during the Boer War & served the British as a medical volunteer	South Africa	1991-09-02	-
2	1000	no	PEOPLE IN HISTORY	-	This notorious daughter of a pope married Giovanni Sforza, Lord of Pesaro, in 1493	Lucretia Borgia	1991-09-02	-
2	200	no	CONTEMPORARY BOOKS	-	Jackie Collins wrote "The World is Full of Divorced Women" & "The World is Full of" these "Men\"	Married	1991-09-02	-
2	400	no	CONTEMPORARY BOOKS	-	In "Scruples", Scruples is a chic boutique on this chic Beverly Hills shopping street	Rodeo Drive	1991-09-02	-
2	600	no	CONTEMPORARY BOOKS	-	\"Tucker's Last Stand" is yet another Blackford Oakes novel by this eminent conservative	(William F.) Buckey	1991-09-02	-
2	1000	yes	CONTEMPORARY BOOKS	-	\"The Fatal Shore" is a nonfiction account of the convict settlement of this country	Australia	1991-09-02	-
2	1000	no	CONTEMPORARY BOOKS	-	V.S. Naipaul's 1990 travel book about this country is subtitled "A Million Mutinies Now\"	India	1991-09-02	-
2	200	no	FOREIGN WORDS & PHRASES	-	It's Italian for a "master" conductor or composer	maestro	1991-09-02	-
2	400	no	FOREIGN WORDS & PHRASES	-	It's Sanskrit for a word or phrase that's repeated during meditation	mantra	1991-09-02	-
2	600	no	FOREIGN WORDS & PHRASES	-	Spanish for "watchmen", it's now a self-appointed champion of law & order	vigilante	1991-09-02	-
2	800	no	FOREIGN WORDS & PHRASES	-	They're the German equivalent of "Mr." & "Mrs.\"	herr & frau	1991-09-02	-
2	1000	no	FOREIGN WORDS & PHRASES	-	Louisiana Creole word for a small gift given by a shopkeeper to show appreciation	lagniappe	1991-09-02	-
2	200	no	PHILOSOPHY	-	An agnostic is waiting for proof of this one way or the other before taking sides	existence of God	1991-09-02	-
2	400	no	PHILOSOPHY	-	20th c. British philosopher, mathematician & Earl who said knowledge came only from sense	Bertrand Russell	1991-09-02	-
2	1300	yes	PHILOSOPHY	-	The earliest Greek philosophers are known as  "Pre-" this man known for his method	Socrates	1991-09-02	-
2	800	no	PHILOSOPHY	-	American philosopher born in Spain in 1863, he's known for his 1905-06 work, "The Life of Reason\"	George Santayana	1991-09-02	-
2	1000	no	PHILOSOPHY	-	Most of the philosophers of the French Enlightenment contributed to his "Encyclopedie\"	(Denis) Diderot	1991-09-02	-
2	200	no	PLAYS	-	Joe, the prizefighter hero of "Golden Boy", has this "Napoleonic" last name	Bonaparte	1991-09-02	-
2	400	no	PLAYS	-	Glenn Close was nominated for a 1980 Tony when she played the wife of this great showman in a musical	(P.T.) Barnum	1991-09-02	-
