round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	20TH CENTURY AMERICA	-	On Oct. 18, 1965 David Miller was the first to be arrested under a new law prohibiting burning these	draft cards	1992-09-07	-
1	200	no	20TH CENTURY AMERICA	-	To save copper in 1943, the U.S. government made these out of zinc-coated steel	pennies	1992-09-07	-
1	300	no	20TH CENTURY AMERICA	-	Between August 9 & December 19, 1974 the country had no VP; then he got the job	Nelson Rockefeller	1992-09-07	-
1	400	no	20TH CENTURY AMERICA	-	On September 8, 1935 this Louisiana senator was shot by Dr. Carl Weiss in Baton Rouge	Huey Long	1992-09-07	-
1	500	yes	20TH CENTURY AMERICA	-	In 1920, the same year this number amendment was ratified, the National League of Women Voters was organized	the 19th Amendment	1992-09-07	-
1	100	no	MUSICAL THEATRE	-	Originally it was to involve a Jewish boy & a Catholic girl & was to be called "East Side Story\"	West Side Story	1992-09-07	-
1	200	no	MUSICAL THEATRE	-	Raul Julia & Sheena Easton recently teamed up to play Don Quixote & Aldonza in this musical	Man of La Mancha	1992-09-07	-
1	300	no	MUSICAL THEATRE	-	\"Yes, Yes, Yvette" was a rather unsuccessful successor to this musical	No, No, Nanette	1992-09-07	-
1	400	no	MUSICAL THEATRE	-	Anne Baxter, who starred in "All About Eve", later starred in this musical based on the film	Applause	1992-09-07	-
1	500	no	MUSICAL THEATRE	-	Completes the title of the 1979 musical "A Day in Hollywood...\"	A Night in the Ukraine	1992-09-07	-
1	100	no	MAKEUP	-	Some women dye their lashes instead of using this traditional eyelash makeup	mascara	1992-09-07	-
1	200	no	MAKEUP	-	Foundation is usually described as oil-based or based with this common liquid	water	1992-09-07	-
1	300	no	MAKEUP	-	As a finishing touch, you can "set" your makeup by dusting your face with this	powder	1992-09-07	-
1	400	no	MAKEUP	-	Red & pink are common colors of the liners used to outline & define these	lips	1992-09-07	-
1	500	no	MAKEUP	-	To highlight your eyes, apply a light shadow directly under the arch of these	eyebrows	1992-09-07	-
1	100	no	APRIL FOOLS' DAY	-	The United States sent up Tiros I, the 1st satellite of this kind, April 1, 1960	weather satellite	1992-09-07	-
1	200	no	APRIL FOOLS' DAY	-	This silent movie "hunchback" whose parents were deaf mutes was born April 1, 1883	Lon Chaney	1992-09-07	-
1	300	no	APRIL FOOLS' DAY	-	This Motown star was shot by his father April 1, 1984, the day before his 45th birthday	Marvin Gaye	1992-09-07	-
1	400	no	APRIL FOOLS' DAY	-	In effect from April 1, 1988, a 60-day truce between the gov't & Contras in this country lasted 19 mos.	Nicaragua	1992-09-07	-
1	500	no	APRIL FOOLS' DAY	-	Founded in Britain April 1, 1918, 2 months later it was bombing Germany	RAF (Royal Air Force)	1992-09-07	-
1	100	no	MEDICINE	-	A baby going through this shows symptoms like drooling, gum discomfort, irritability & biting	teething	1992-09-07	-
1	200	no	MEDICINE	-	Most gallstones are made of this substance found in egg yolks	cholesterol	1992-09-07	-
1	300	no	MEDICINE	-	According to the AMA, it's the cause of 75% of the dementia cases in those 65 & older	Alzheimer's Disease	1992-09-07	-
1	400	no	MEDICINE	-	In 1540, under a charter from Henry VIII, the Guild of Surgeons merged with this guild	barbers	1992-09-07	-
1	500	no	MEDICINE	-	It's the inflammation of the large channels that lead from the trachea to within the lungs	bronchitis	1992-09-07	-
1	100	no	LAST NAME'S THE SAME	-	Pamela, Benjamin, Aretha	Franklin	1992-09-07	-
1	200	no	LAST NAME'S THE SAME	-	Glenn, Gerald, Edsel	Ford	1992-09-07	-
1	300	no	LAST NAME'S THE SAME	-	Betty, Slappy, Stanford	White	1992-09-07	-
1	400	no	LAST NAME'S THE SAME	-	Leslie, Catherine, Trevor	Howard	1992-09-07	-
1	500	no	LAST NAME'S THE SAME	-	Ted, Charles Evans, Langston	Hughes	1992-09-07	-
