round	value	daily_double	category	comments	answer	question	air_date	notes
1	200	no	AN OCEAN OF KNOWLEDGE	-	These, like the spring type, are caused by the gravitational pull of the sun & the moon on the ocean	the tides	2010-09-13	-
1	1200	yes	AN OCEAN OF KNOWLEDGE	-	The Sargasso Sea is named for sargassum, a genus of brown this that is strewn in its water	seaweed (or algae)	2010-09-13	-
1	1000	no	AN OCEAN OF KNOWLEDGE	-	The Gulf Stream, a warm ocean current, was named for the mistaken belief that it was generated in this body of water	the Gulf of Mexico	2010-09-13	-
1	200	no	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1975: Pete Rose	the (Cincinnati) Reds	2010-09-13	-
1	400	no	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	2004: Manny Ramirez	(Boston) Red Sox	2010-09-13	-
1	600	no	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1963 & '65: Sandy Koufax	the Dodgers	2010-09-13	-
1	800	no	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1971: Roberto Clemente	the Pirates	2010-09-13	-
1	1000	no	THE WORLD SERIES MVP's TEAM	(Alex: You identify the team for us.)	1970: Brooks Robinson	(Baltimore) Orioles	2010-09-13	-
1	200	no	GOVERNMENT BY COMMITTEE	-	This 2004 presidential nominee chairs the Senate Foreign Relations Committee	(John) Kerry	2010-09-13	-
1	400	no	GOVERNMENT BY COMMITTEE	-	The House Committee on these has its own these, such as 3(a)(2), meetings shall be open to the public	rules	2010-09-13	-
1	600	no	GOVERNMENT BY COMMITTEE	-	In the name of a Senate committee, small this is paired with entrepreneurship	business	2010-09-13	-
1	800	no	GOVERNMENT BY COMMITTEE	-	John Barrasso of this "Cowboy State" is Vice Chairman of the Senate Committee on Indian Affairs	Wyoming	2010-09-13	-
1	1000	no	GOVERNMENT BY COMMITTEE	-	For Herb Kohl, chairing the Senate Special Committee on this might get kind of old	Aging	2010-09-13	-
1	200	no	FOOD & DRINK	-	1 1/2 oz. of vodka & 1/2 oz. of Kahlua make a "Black" this nationality	Russian	2010-09-13	-
1	400	no	FOOD & DRINK	-	The sizes of these are based on their minimum weight per dozen; jumbo are 30 oz. per dozen, peewee, 15	eggs	2010-09-13	-
1	200	no	THE ONION DESCRIBES THE STATE	-	\"In 1849, thousands arrived (here) to pan for gold, and once that didn't work out, to panhandle for gold\"	California	2010-09-13	-
1	400	no	THE ONION DESCRIBES THE STATE	-	\"Home to hundreds of prestigious colleges... (it) is where the nation's best and brightest can't afford to go\"	Massachusetts	2010-09-13	-
1	600	no	THE ONION DESCRIBES THE STATE	-	\"Like Hee Haw, but a state", this state "is the birthplace of country music, and the deathplace of all other music\"	Tennessee	2010-09-13	-
1	800	no	THE ONION DESCRIBES THE STATE	-	\"This otherwise featureless state of expansive desert...boasts the world's most awe-inspiring hole\"	Arizona	2010-09-13	-
1	1000	no	THE ONION DESCRIBES THE STATE	-	It "is not just the former Soviet republic that everyone knows about--it is also in fact a small U.S. state\"	Georgia	2010-09-13	-
1	200	no	FEELS LIKE "FALL\"	-	Precipitation below 32 degrees Fahrenheit	snowfall	2010-09-13	-
1	400	no	FEELS LIKE "FALL\"	-	Somebody who takes the blame for somebody else's mistake, or a Lee Majors TV show	a fall guy	2010-09-13	-
1	600	no	FEELS LIKE "FALL\"	-	This comic tumble is literally onto your rear, because the word comes from slang for that part of your anatomy	pratfall	2010-09-13	-
1	800	no	FEELS LIKE "FALL\"	-	An unforseen difficulty, or a game show I hosted in the early '80s	Pitfall	2010-09-13	-
1	1000	no	FEELS LIKE "FALL\"	-	Edgar Allan Poe's poem "The Haunted Palace" appears as part of this 1839 tale	The Fall of the House of Usher	2010-09-13	-
2	400	no	MOVIE DIRECTORS	-	He not only co-wrote, directed & starred in 1973's "Sleeper", he also composed the score	Woody Allen	2010-09-13	-
2	800	no	MOVIE DIRECTORS	-	\"This is" the 1984 mock rocumentary that was Rob Reiner's feature film directing debut	This is Spinal Tap	2010-09-13	-
2	1200	no	MOVIE DIRECTORS	-	He directed wife Gena Rowlands to 2 Oscar nominations: for "A Woman Under the Influence" & "Gloria\"	John Cassavetes	2010-09-13	-
2	1600	no	MOVIE DIRECTORS	-	After seeing "Eraserhead", executive producer Mel Brooks tapped this man to direct "The Elephant Man\"	(David) Lynch	2010-09-13	-
2	2000	no	MOVIE DIRECTORS	-	This Finnish-born director hit it big with "Die Hard 2" & "Cliffhanger"; then came "Cutthroat Island\"	Renny Harlin	2010-09-13	-
2	400	no	THE THINGS YOU SAY!	-	Profound utterances are called these marine gems "of wisdom\"	pearls	2010-09-13	-
2	800	no	THE THINGS YOU SAY!	-	Lettish & Turkish are languages; this -ish is a synonym for nonsense	gibberish	2010-09-13	-
2	1200	no	THE THINGS YOU SAY!	-	\"Speak" this "to power", meaning tell the mighty what they don't want to hear, was coined in a 1955 Quaker pamphlet	truth	2010-09-13	-
2	1600	no	THE THINGS YOU SAY!	-	It's specifically defined as "claiming for oneself the attributes... of God\"	blasphemy	2010-09-13	-
2	2000	no	THE THINGS YOU SAY!	-	This word for fast, witty exchanges is from the French for "depart again\"	repartée	2010-09-13	-
2	400	no	ELEMENTAL CLUES	-	Ra: One letter off from an arm bone	radium	2010-09-13	-
2	800	no	ELEMENTAL CLUES	-	Rn: Ms. Chong might be able to help you with this one	radon	2010-09-13	-
2	1200	no	ELEMENTAL CLUES	-	Rh:  Colossal!	rhodium	2010-09-13	-
2	1600	no	ELEMENTAL CLUES	-	Hf: 50%, OK?	hafnium	2010-09-13	-
2	12400	yes	ELEMENTAL CLUES	-	Pd: A great place for live music	palladium	2010-09-13	-
2	400	no	GHOST WRITERS	-	You know her 1852 antislavery novel, but maybe not her 1870 "The Ghost in the Mill\"	Harriet Beecher Stowe	2010-09-13	-
2	800	no	GHOST WRITERS	-	Marley & Co. weren't his only spirits; he also wrote about ghosts in "The Haunted House\"	Dickens	2010-09-13	-
2	1200	no	GHOST WRITERS	-	In addition to "A Study in Scarlet" & "The White Company", his stories include the spooky "The Brown Hand\"	Arthur Conan Doyle	2010-09-13	-
2	1600	no	GHOST WRITERS	-	Before he disappeared in 1914, this "Dictionary" writer penned such ghost stories as "The Haunted Valley\"	Ambrose Bierce	2010-09-13	-
2	2000	no	GHOST WRITERS	-	There's a ghost story within a story in "The Open Window" by H.H. Munro, better known by this single pen name	Saki	2010-09-13	-
2	400	no	IN THE SKY	-	On May 9, 1921 this "letter-perfect" airline opened its first passenger office in Amsterdam	KLM	2010-09-13	-
2	800	no	IN THE SKY	-	In 1995 scientists found the first planet known to orbit a star similar to our sun in this winged horse constellation	Pegasus	2010-09-13	-
2	1200	no	IN THE SKY	-	The Harrier is a V/STOL aircraft, the V standing for this, meaning the plane goes almost straight up on takeoff	vertical	2010-09-13	-
2	10000	yes	IN THE SKY	-	In 1939 this Russian took the 1st flight of a practical, single-rotor helicopter, & why not?  He built the thing!	Igor Sikorsky	2010-09-13	-
3	0	no	MUSICAL THEATER	-	A Hollywood venue was renovated & renamed the Aquarius Theater to host this musical in 1968	Hair	2010-09-13	-
1	200	no	CALDECOTT MEDAL & HONOR BOOKS	(Alex: First, we honor those who illustrate children's books with...)	Paul O. Zelinsky won the 1998 Medal for illustrating the tale of this girl who really knew how to let her hair down	Rapunzel	2010-09-14	-
1	400	no	CALDECOTT MEDAL & HONOR BOOKS	(Alex: First, we honor those who illustrate children's books with...)	The 1964 Caldecott Medal went to this classic by Maurice Sendak	Where the Wild Things Are	2010-09-14	-
1	4000	yes	CALDECOTT MEDAL & HONOR BOOKS	(Alex: First, we honor those who illustrate children's books with...)	A 2007 Caldecott Honor book was called "Moses: When" she "Led Her People to Freedom\"	Harriet Tubman	2010-09-14	-
1	800	no	CALDECOTT MEDAL & HONOR BOOKS	(Alex: First, we honor those who illustrate children's books with...)	Ian Falconer received a 2001 Caldecott Honor for his tale of this mischievous girl pig	Olivia	2010-09-14	-
