round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	PRESIDENTIAL TRIVIA	-	At various times, he & all 5 of his brothers were nicknamed "Ike\"	Dwight D. Eisenhower	1985-09-09	-
1	200	no	PRESIDENTIAL TRIVIA	-	Springtime ritual started by Pres. Hayes on the White House lawn	Easter Egg Roll	1985-09-09	-
1	300	no	PRESIDENTIAL TRIVIA	-	For the presidential portraits, Gilbert Stuart stuffed his sunken cheeks with cotton	George Washington	1985-09-09	-
1	500	yes	PRESIDENTIAL TRIVIA	-	(Audio -- musical clue) President who preferred Chopin's waltzes to this, his musical "trademark":	Harry S. Truman	1985-09-09	-
1	500	no	PRESIDENTIAL TRIVIA	-	In 1908, 5 years before getting the job, he wrote a book titled "The President of the United States\"	Woodrow Wilson	1985-09-09	-
1	100	no	DOGS IN LITERATURE	-	Sherlock Holmes novel about a devilish dog	The Hound of the Baskervilles	1985-09-09	-
1	200	no	DOGS IN LITERATURE	-	He knocked over the screen concealing the Wizard of Oz	Toto	1985-09-09	-
1	300	no	DOGS IN LITERATURE	-	In this book, Nick Charles' Asta is a schnauzer, but in films was played by a wire-haired terrier	The Thin Man	1985-09-09	-
1	400	no	DOGS IN LITERATURE	-	Garryowen is the "bloody mangy mongrel" in the "Cyclops" episode of this James Joyce novel	Ulysses	1985-09-09	-
1	100	no	FOREIGN CUISINE	-	No matter how you slice it, it's "brot" in German	bread	1985-09-09	-
1	200	no	FOREIGN CUISINE	-	From the Latin meaning "to serve", it's the soup that starts an Italian meal	minestrone	1985-09-09	-
1	300	no	FOREIGN CUISINE	-	Cookie from northern France made of sugar, egg white & almonds; it got its name from Italian for macaroni	macaroon	1985-09-09	-
1	400	no	FOREIGN CUISINE	-	The distinctive starchy ingredient in Chinese dishes with "mein" in the name	noodles	1985-09-09	-
1	500	no	FOREIGN CUISINE	-	Tropical fruit called "The Fruit of India", it's the main ingredient in a popular chutney	mango	1985-09-09	-
1	100	no	CARTOONS	-	The appropriately named Pepe Le Pew is this animal	skunk	1985-09-09	-
1	200	no	CARTOONS	-	This super hero was originally called "Super Mouse\"	Mighty Mouse	1985-09-09	-
1	300	no	CARTOONS	-	Name of George of the Jungle's pet ape	Ape	1985-09-09	-
1	400	no	CARTOONS	-	Though he never married, Paramount's Popeye had this many "nephews" who all looked just like him	4	1985-09-09	-
1	500	no	CARTOONS	-	Helen Kane sued Max Fleischer, claiming this character's name & voice were copied from her	Betty Boop	1985-09-09	-
1	100	no	ALPHABETICALLY FIRST	-	Alphabetically 1st of the days of the week, it's usually last of the work week	Friday	1985-09-09	-
1	400	no	ALPHABETICALLY FIRST	-	Alphabetically 1st of the planets, it can be seen without a telescope	Earth	1985-09-09	-
1	500	no	ALPHABETICALLY FIRST	-	Alphabetically the 1st signer of the Declaration of Independence, he's also first alphabetically of presidents	John Adams	1985-09-09	-
2	200	no	FASHION DESIGNERS	-	His "signature" is an elegantly scripted YSL	Yves Saint Laurent	1985-09-09	-
2	400	no	FASHION DESIGNERS	-	This American costumer revealed the mysteries of Cher's navel weekly on "The Sonny & Cher Show\"	Bob Mackie	1985-09-09	-
2	600	no	FASHION DESIGNERS	-	Austrian princess who created the look of the simple wrap jersey dress of the '70s	Diane von Furstenburg	1985-09-09	-
2	800	no	FASHION DESIGNERS	-	American designer Willi Smith's ready-to-wear label	Williwear	1985-09-09	-
2	1000	no	FASHION DESIGNERS	-	Although over 80, she's still consulting editor of Vogue magazine	Diana Vreeland	1985-09-09	-
2	200	no	THE RENAISSANCE	-	The term "renaissance" is from a French word meaning this	rebirth	1985-09-09	-
2	400	no	THE RENAISSANCE	-	A 1490 census of Rome showed 15% of the female population registered in this "profession\"	prostitution	1985-09-09	-
2	600	no	THE RENAISSANCE	-	Some say he based the ruthless ruler in "The Prince" on Cesare Borgia	Machiavelli	1985-09-09	-
2	1000	no	THE RENAISSANCE	-	His brilliant 16th century translation of the Bible into German became the basis for modern German	Martin Luther	1985-09-09	-
2	200	no	4-LETTER WORDS	-	A Marine Corps camp, or appropriate footwear for one	boot	1985-09-09	-
2	400	no	4-LETTER WORDS	-	You try to do it to a putt or an enemy boat	sink	1985-09-09	-
2	1600	yes	4-LETTER WORDS	-	1st four-letter word in the Lord's Prayer	name	1985-09-09	-
2	800	no	4-LETTER WORDS	-	The 9th letter in the Greek alphabet, it's come to mean "a small amount\"	iota	1985-09-09	-
