round	value	daily_double	category	comments	answer	question	air_date	notes
1	100	no	AMERICAN ISLANDS	-	To get there from Brooklyn or N.J. you can cross a bridge, but you have to take a ferry from Manhattan	Staten Island	1989-09-04	-
1	200	no	AMERICAN ISLANDS	-	Some descendants of Jean Lafitte's pirate crew live on Grand Isle in this state	Louisiana	1989-09-04	-
1	300	no	AMERICAN ISLANDS	-	If you float down this North American river, you'll actually find about 1,500, not 1,000 islands	St. Lawrence River	1989-09-04	-
1	400	no	AMERICAN ISLANDS	-	Theo. Roosevelt Island, a National Memorial, serves as a wildlife refuge in this river	the Potomac	1989-09-04	-
1	500	no	AMERICAN ISLANDS	-	100 billion gallons of rain fall annually in the Caribbean National Forest, a.k.a. El Yunque, on this island	Puerto Rico	1989-09-04	-
1	100	no	RECENT TELEVISION	-	\"Domestic Goddess" who stars opposite John Goodman in an ABC sitcom	Roseanne Barr	1989-09-04	-
1	200	no	RECENT TELEVISION	-	With "The Cosby Show" as its lead-in, this "Cosby" spin-off finished No. 2 in the '87-'88 ratings	A Different World	1989-09-04	-
1	100	no	MINING	-	The rock in which these are found is called blue ground, not Zales	diamond	1989-09-04	-
1	200	no	MINING	-	It's also called opencut mining & no, the machine operators don't take their clothes off	strip mining	1989-09-04	-
1	300	no	MINING	-	In the 1890s prospectors headed for the Klondike region in this country	Canada	1989-09-04	-
1	400	no	MINING	-	In 1935 it didn't dig the AFL, so it joined the CIO, & in 1942 it tunneled out of that group	United Mine Workers	1989-09-04	-
1	500	no	MINING	-	19th century English chemist Sir Humphrey Davy's contribution to mining was this invention	safety lamp	1989-09-04	-
1	100	no	FOOD FACTS	-	Brioche, popular for continental breakfasts, is a type of this food	bread	1989-09-04	-
1	200	no	FOOD FACTS	-	The flippers of this marine reptile featured in soups are often eaten separately	a sea turtle	1989-09-04	-
1	300	no	FOOD FACTS	-	A famous Italian meat sauce is named for this "sausage" city	Bologna	1989-09-04	-
1	400	no	FOOD FACTS	-	In Jewish cooking, "latkes" commonly enjoyed on Hanukkah, are these	potato pancakes	1989-09-04	-
1	500	no	FOOD FACTS	-	Creme d'ananas is a liqueur flavored with this fruit	pineapples	1989-09-04	-
1	100	no	FASHION DESIGNERS	-	Pierre Cardin's 1st boutique for women was called "Eve" & his men's store was named this	Adam	1989-09-04	-
1	200	no	FASHION DESIGNERS	-	James Galanos designed the one-shouldered sheath she wore to her 1st presidential inaugural ball	Nancy Reagan	1989-09-04	-
1	300	no	FASHION DESIGNERS	-	Oscar de la Renta was born in Santo Domingo in this country	the Dominican Republic	1989-09-04	-
1	400	no	FASHION DESIGNERS	-	A former President of the Council of Fashion Designers of America, his initials are B.B.	Bill Blass	1989-09-04	-
1	500	no	FASHION DESIGNERS	-	While "Coco" was her nickname, this was Chanel's real first name	Gabrielle	1989-09-04	-
1	100	no	\"C.C.\"	(Alex: Those letters will begin the correct responses in that category.)	Geraldine was the 1st child of this little tramp's 4th marriage	Charlie Chaplin	1989-09-04	-
1	200	no	\"C.C.\"	(Alex: Those letters will begin the correct responses in that category.)	Roll out the dough so it's very thin, then stamp it with this metal tool so the pastries all look alike	a cookie cutter	1989-09-04	-
1	300	no	\"C.C.\"	(Alex: Those letters will begin the correct responses in that category.)	You could-could have seen this dance performed for the 1st time in Paris' Moulin Rouge	the can-can	1989-09-04	-
1	400	no	\"C.C.\"	(Alex: Those letters will begin the correct responses in that category.)	It's a Maryland suburb of Washington, D.C., & you're not	Chevy Chase	1989-09-04	-
1	100	yes	\"C.C.\"	(Alex: Those letters will begin the correct responses in that category.)	(AUDIO DAILY DOUBLE): The song heard here is the only No. 1 hit this group has had in the U.S.:  Desert loving in your eyes all the way / if I listened to your lies would you say	Culture Club	1989-09-04	-
2	200	no	1982	-	Barney Clark made headlines when he was given one of these at the Univ. of Utah medical center	an artificial heart	1989-09-04	-
2	600	no	1982	-	Though it was still about 1 billion miles from Earth, it was 1st sighted in October from Mt. Palomar, Calif.	Halley's Comet	1989-09-04	-
2	800	no	1982	-	In 1982 Kodak introduced this innovative camera, roughly the size of a pack of cigarettes	disc camera	1989-09-04	-
2	1000	no	1982	-	George Shultz became Secretary of State after his resignation	Alexander Haig	1989-09-04	-
2	200	no	BIOGRAPHIES	-	His widow Pilar subtitled her book "My Life with the Duke\"	John Wayne	1989-09-04	-
2	400	no	BIOGRAPHIES	-	This star is the subject of Anne Edwards' "A Remarkable Woman" & Charles Higham's "Kate\"	Katharine Hepburn	1989-09-04	-
2	600	no	BIOGRAPHIES	-	Her daughter Gail wrote "The Hornes: An American Family\"	Lena Horne	1989-09-04	-
2	2000	yes	BIOGRAPHIES	-	While "King Cohn" was about movie mogul Harry Cohn, "Citizen Cohn" is about this man	Roy Cohn	1989-09-04	-
2	1000	no	BIOGRAPHIES	-	\"The Rattigan Version" profiles this playwright who wrote "The Browning Version\"	Terrence Rattigan	1989-09-04	-
2	200	no	RELIGION	-	Any religion described as polytheistic worships more than 1 of these	gods	1989-09-04	-
2	400	no	RELIGION	-	Pride, anger, envy, sloth, covetousness, gluttony & lust	the seven deadly sins	1989-09-04	-
2	600	no	RELIGION	-	This word can describe the body of Jewish literature & oral tradition, or, specifically, the Pentateuch	Torah	1989-09-04	-
2	800	no	RELIGION	-	In 1966 Swami Prabhupada founded this religious movement in the U.S. -- not in India or at an airport	Hare Krishna	1989-09-04	-
2	1000	no	RELIGION	-	The number of days after his resurrection that Jesus ascended into Heaven	40	1989-09-04	-
2	200	no	BOTANY	-	Positive phototropism is the bending of plants towards this stimulus	light	1989-09-04	-
2	400	no	BOTANY	-	Despite its name, this plant is found hanging from trees in the southern U.S., not Iberia	Spanish moss	1989-09-04	-
2	600	no	BOTANY	-	Though its natural habitat is a rain forest, this Ficus elastica makes an excellent indoor plant	a rubber plant	1989-09-04	-
2	800	no	BOTANY	-	If a flowering plant contains these 2 reproductive organs, botanists call it perfect	stamen and a pistil	1989-09-04	-
2	1000	no	BOTANY	-	Plants which consist of both algae & fungi are known by this name	lichens	1989-09-04	-
2	200	no	LONDON	-	Claridge's, the Dorcester & the Savoy are 3 of the most luxurious ones in London	hotels	1989-09-04	-
2	400	no	LONDON	-	It's served as a keep, fortress, palace, prison, observatory, mint, arsenal & royal treasury	Tower of London	1989-09-04	-
2	600	no	LONDON	-	This should be called "King Thutmose's Needle" since it was carved in his honor	Cleopatra's Needle	1989-09-04	-
2	800	no	LONDON	-	A replica of Houdon's famous statue of this American president stands outside the National Gallery	George Washington	1989-09-04	-
2	1000	no	LONDON	-	In the 1940 film of the same name, Vivien Leigh died on this London bridge	Waterloo Bridge	1989-09-04	-
2	200	no	NAME THE PLAY	-	Bill Walker & Salvation Army members Adolphus Cusins & Barbara Undershaft	Major Barbara	1989-09-04	-
2	400	no	NAME THE PLAY	-	Alan Strang, Dr. Martin Dysart & a horse named Nugget	Equus	1989-09-04	-
2	1000	yes	NAME THE PLAY	-	George Gibbs, Emily Webb & the Stage Manager	Our Town	1989-09-04	-
2	800	no	NAME THE PLAY	-	Donna Lucia d'Alvadorez, Charles Wykeham & Amy Spettigue	Charley's Aunt	1989-09-04	-
2	1000	no	NAME THE PLAY	-	Larry Slade, Harry Hope & Theodore "Hickey" Hickman	The Iceman Cometh	1989-09-04	-
3	0	no	SOVIET HISTORY	-	He was Premier when Yuri Gagarin, the 1st cosmonaut, went into space	Nikita Khrushchev	1989-09-04	-
1	100	no	FILMS OF THE '70S	-	In a 1977 film, Diane Keaton was "Looking For" him	Mr. Goodbar	1989-09-05	-
1	200	no	FILMS OF THE '70S	-	To sci-fi movie buffs, this 1977 Richard Dreyfuss flick is "CE3K\"	Close Encounters of the Third Kind	1989-09-05	-
1	300	no	FILMS OF THE '70S	-	Mel Brooks' "High Anxiety" poked fun at the films of this director who made his last film in 1976	Sir Alfred Hitchcock	1989-09-05	-
1	400	no	FILMS OF THE '70S	-	Actor who starred in "Serpico", "Dog Day Afternoon" & the 2 "Godfather" films	Al Pacino	1989-09-05	-
1	500	no	FILMS OF THE '70S	-	Based on a novel by James Dickey, this film was shot on location at the Chattooga River in the Appalachians	Deliverance	1989-09-05	-
1	100	no	CARS	-	In 1973 this motorcycle manufacturer created a splash in the U.S. with the Civic car	Honda	1989-09-05	-
1	200	no	CARS	-	In ads, celebrities & their children promote the "New Generation" of this company's cars	Oldsmobile	1989-09-05	-
1	300	no	CARS	-	The Ranger, Pacer, Corsair & Citation were the 4 models of this Ford failure	Edsel	1989-09-05	-
1	400	no	CARS	-	This French automaker, not Mercedes, is Europe's largest builder of diesel engines	Peugeot	1989-09-05	-
1	500	no	CARS	-	Planning to market the Lexus, this Japanese company was taken to court by a co. using the name Lexis	Toyota	1989-09-05	-
1	100	no	LBJ	-	Yes, it's really the middle name of his daughter Lynda	Bird	1989-09-05	-
1	200	no	LBJ	-	When Lyndon took his oath of office in 1965, his wife had a firm grip on this book	the (family) Bible	1989-09-05	-
1	300	no	LBJ	-	After Johnson's death in 1973, the manned spacecraft center in this city was renamed for him	Houston	1989-09-05	-
1	400	no	LBJ	-	To become vice-president in January 1961, Johnson resigned from this	The Senate (Majority Leader)	1989-09-05	-
1	500	no	LBJ	-	Phrase that came into vogue in 1965 referring to the chasm between LBJ & public trust	the credibility gap	1989-09-05	-
1	100	no	STATE & TERRITORY FLAGS	-	The great falls of the Missouri River are pictured on its flag -- we stress great falls	Montana	1989-09-05	-
1	200	no	STATE & TERRITORY FLAGS	-	The motto on its flag is "Battle Born", not "Wanna Bet?\"	Nevada	1989-09-05	-
1	300	no	STATE & TERRITORY FLAGS	-	From left to right, this flag has a big "V", a big eagle & a big "I\"	U.S. Virgin Islands	1989-09-05	-
1	400	no	STATE & TERRITORY FLAGS	-	A palm tree divides the "U" & "A" on this territory's flag	Guam	1989-09-05	-
1	500	no	STATE & TERRITORY FLAGS	-	Rhode Island's flag has 13 of these; Indiana's has 19; Missouri, 24	stars	1989-09-05	-
1	100	no	POTPOURRI	-	The leaders of these clubs for young females now wear uniforms designed by Bill Blass	The Girl Scouts	1989-09-05	-
1	200	no	POTPOURRI	-	Though its name is French, papier-mache was 1st used on this continent, not Europe	Asia	1989-09-05	-
1	300	no	POTPOURRI	-	This 5th Ave. museum sells pins representing its unofficial mascot, William the Hippo	The Metropolitan Museum of Art	1989-09-05	-
1	400	no	POTPOURRI	-	It can be a colorful vegetable dish, an herb liqueur or a shade of yellowish-green	chartreuse	1989-09-05	-
1	500	no	POTPOURRI	-	Seen in religious art, a mandorla is an aureole of light shaped like this nut used in marzipan	almond	1989-09-05	-
1	100	no	YES, "MASTER\"	-	An M.B.A. is this degree	Master Of/In Business Administration	1989-09-05	-
1	300	no	YES, "MASTER\"	-	In 1971 this pair of researchers who wrote "Human Sexual Response" responded to each other by saying "I Do\"	Masters & Johnson	1989-09-05	-
1	400	no	YES, "MASTER\"	-	It's what the dog in the RCA logo is listening to	\"His Master's Voice\"	1989-09-05	-
1	500	no	YES, "MASTER\"	-	If this breaks, your brakes won't brake	master cylinder	1989-09-05	-
