round	value	daily_double	category	comments	answer	question	air_date	notes
1	200	no	STATE OF THE UNION ADDRESSES	-	Hoover's 1930 address said this nascent disaster was partly due to world overproduction of zinc	the Great Depression	2005-09-12	-
1	400	no	STATE OF THE UNION ADDRESSES	-	Washington's first State of the Union message, in this year, began with the good news of North Carolina joining the Union	1790	2005-09-12	-
1	1000	yes	STATE OF THE UNION ADDRESSES	-	He began his third annual message with gratitude for good harvests, then moved on to the "inexcusable insurrection\"	Lincoln	2005-09-12	-
1	1000	no	STATE OF THE UNION ADDRESSES	-	Pres. Bush's 2003 claim that Iraq had tried to buy this substance from Africa was called into question	uranium	2005-09-12	-
1	200	no	FRED THOMPSON, ACTING SENATOR	-	Fred Dalton Thompson was still in the Senate when he took the role of D.A. Arthur Branch on this drama	Law & Order	2005-09-12	-
1	400	no	FRED THOMPSON, ACTING SENATOR	-	In 1973, at age 30, Fred was minority counsel to the Senate committee investigating this scandal	Watergate	2005-09-12	-
1	600	no	FRED THOMPSON, ACTING SENATOR	-	Thompson joined the Navy for this "colorful" 1990 submarine film	The Hunt for Red October	2005-09-12	-
1	800	no	FRED THOMPSON, ACTING SENATOR	-	Sen. Fred played the White House Chief of Staff in this 1993 Clint Eastwood Secret Service pic	In the Line of Fire	2005-09-12	-
1	1000	no	FRED THOMPSON, ACTING SENATOR	-	Sen. Thompson horsed around voicing Sir Trenton in this 2005 film about an abandoned zebra	Racing Stripes	2005-09-12	-
1	200	no	JUDAISM	-	If this scroll has even one letter amiss, it cannot be used & may have to be buried	the Torah	2005-09-12	-
1	400	no	JUDAISM	-	Often highly decorated, a ketubah is this type of contract, signed by the 2 principals, a rabbi & 2 witnesses	a marriage contract	2005-09-12	-
1	600	no	JUDAISM	-	Reform Jews, who doubt that this will be rebuilt in Jerusalem, use this same term for their houses of worship	the temple	2005-09-12	-
1	800	no	JUDAISM	-	Havdalah, meaning "division", is a weekly ceremony involving wine & spices at the conclusion of this	the Sabbath	2005-09-12	-
1	1000	no	JUDAISM	-	Father, son & grandson, they're considered the 3 patriarchs	Abraham, Isaac & Jacob	2005-09-12	-
1	200	no	\"AIN" DROPS	-	Lettuce fit for a Caesar	romaine	2005-09-12	-
1	400	no	\"AIN" DROPS	-	By definition, a poem of 4 lines	quatrain	2005-09-12	-
1	600	no	\"AIN" DROPS	-	To instill with ministerial authority	ordain	2005-09-12	-
1	800	no	\"AIN" DROPS	-	When the chorus sings the chorus, it has sung this	the refrain	2005-09-12	-
1	1000	no	\"AIN" DROPS	-	It was known to the ancients as Dilmun; the al-Khalifa dynasty rules it today	Bahrain	2005-09-12	-
1	200	no	A NEBRASKA CORNHUSKER, OR...	-	Former Husker head coach & now Congressman Tom, or "Look Back in Anger" playwright John	Osborne	2005-09-12	-
1	400	no	A NEBRASKA CORNHUSKER, OR...	-	\'70s Heisman-winning RB Johnny, or Broadway composer Richard	Rodgers	2005-09-12	-
1	600	no	A NEBRASKA CORNHUSKER, OR...	-	QB of Nebraska's all-century team Tommie, or boxing's "Smokin' Joe\"	Frazier	2005-09-12	-
1	800	no	A NEBRASKA CORNHUSKER, OR...	-	Fleet-footed RB Ahman, or sweet-voiced Rev. Al	Green	2005-09-12	-
1	1000	no	A NEBRASKA CORNHUSKER, OR...	-	Poetry in motion '90s QB Scott, or poetry in execution writer Robert	Frost	2005-09-12	-
1	200	no	KISSING UP TO THE BOSS	-	Earn these "points" by currying favor; it's also a Girl Scout aged 6 to 8	brownie	2005-09-12	-
1	400	no	KISSING UP TO THE BOSS	-	Term for an educator's spaniel or tabby, or a favorite pupil	a teacher's pet	2005-09-12	-
1	600	no	KISSING UP TO THE BOSS	-	Like '70s rocker Jon Anderson, when mindlessly acquiescing to the head honcho, you could be considered this	a yes man	2005-09-12	-
1	800	no	KISSING UP TO THE BOSS	-	A sycophant, especially one who shines shoes oddly	a bootlicker	2005-09-12	-
1	1000	no	KISSING UP TO THE BOSS	-	5-letter amphibious word for one who engages in excessive deference through motives of self-interest	a toady	2005-09-12	-
2	400	no	THIS MOVIE IS A DISASTER!	-	Cows fly & trucks fall from the sky as Bill Paxton leads a team of storm chasers	Twister	2005-09-12	-
2	800	no	THIS MOVIE IS A DISASTER!	-	As President Whitmore, Bill Pullman leads the world in a fight against an alien invasion	Independence Day	2005-09-12	-
2	1200	no	THIS MOVIE IS A DISASTER!	-	Dustin Hoffman fights a deadly African virus that has spread to America	Outbreak	2005-09-12	-
2	1600	no	THIS MOVIE IS A DISASTER!	-	1998: Look out!  A comet is on a collision course with Earth (not "Armageddon", that's different)	Deep Impact	2005-09-12	-
2	2000	no	THIS MOVIE IS A DISASTER!	-	Killer bees from South America threaten the U.S. in this Irwin Allen disaster epic (not "The Sting", that's different)	The Swarm	2005-09-12	-
2	400	no	BATTLE STATIONS	-	7 weeks after the Alamo, Sam Houston took this Mexican leader prisoner at the 1836 Battle of San Jacinto	Santa Anna	2005-09-12	-
2	2400	yes	BATTLE STATIONS	-	Site of a fierce September 1914 WWI battle, this river joins the Seine north of Paris	the Marne	2005-09-12	-
2	1200	no	BATTLE STATIONS	-	Fought in Maryland in September of 1862, it was the bloodiest 1-day engagement of the Civil War with about 5,000 dead	Antietam	2005-09-12	-
2	1600	no	BATTLE STATIONS	-	The Revolutionary War's Battle of Bennington was not fought in Vermont, but in this neighboring state	New York	2005-09-12	-
2	2000	no	BATTLE STATIONS	-	The last military clash on mainland Britain, the 1746 Battle of Culloden, routed the forces of this Jacobite prince	Bonnie Prince Charlie	2005-09-12	-
2	400	no	UNIVERSITY LATIN CLASS	-	Oxford's "Dominus illuminatio mea" means "God is" this	my light	2005-09-12	-
2	800	no	UNIVERSITY LATIN CLASS	-	The seal of the University of this state shows Mount Hood & says, "Mens agitat molem", "Mind moves the mass\"	Oregon	2005-09-12	-
2	1200	no	UNIVERSITY LATIN CLASS	-	\"Fiat justitia, ruat coelum", "Let justice be done, though the heavens fall", is the motto of this school at UBC	the law school	2005-09-12	-
2	1600	no	UNIVERSITY LATIN CLASS	-	Aptly, it's the name of the San Antonio university with the motto "Tribus unum", "From three, one\"	Trinity	2005-09-12	-
2	4200	yes	UNIVERSITY LATIN CLASS	-	Truthfully, it's Harvard's 1-word Latin motto	\"Veritas\"	2005-09-12	-
2	400	no	POETIC LINES	-	Poe was referring to these when he wrote, "How they clang, and crash, and roar!  What a horror they outpour\"	the bells	2005-09-12	-
2	800	no	POETIC LINES	-	In a famous poem, this character asks, "If I can rid your town of rats will you give me a thousand guilders?\"	the Pied Piper	2005-09-12	-
2	1200	no	POETIC LINES	-	\"'E'll be squattin' on the coals givin' drink to pore damned souls, an' I'll get a swig in hell from" this Kipling character	Gunga Din	2005-09-12	-
2	1600	no	POETIC LINES	-	In this poem, Coleridge penned, "He prayeth best who loveth best, all things both great and small\"	Rime of the Ancient Mariner	2005-09-12	-
2	2000	no	POETIC LINES	-	In December 1839 he penned the line, "It was the schooner Hesperus that sailed the wintry sea\"	Longfellow	2005-09-12	-
2	400	no	2-LETTER ABBREV.	-	The location of the National Cathedral, for short	D.C.	2005-09-12	-
2	800	no	2-LETTER ABBREV.	-	Wolfman Jack made a name for himself as one of these	DJ	2005-09-12	-
2	1200	no	2-LETTER ABBREV.	-	Very simply, it's still America's largest auto maker	GM	2005-09-12	-
2	1600	no	2-LETTER ABBREV.	-	Heinrich Himmler headed this dreaded organization	SS	2005-09-12	-
2	2000	no	2-LETTER ABBREV.	-	men.style.com is the online home of Details magazine & this one	GQ	2005-09-12	-
3	0	no	BROADWAY MUSICALS	-	\"No matter how hopeless, no matter how far, to fight for the right without question" is from this show	Man of La Mancha	2005-09-12	-
1	200	no	MEDITERRANEAN GEOGRAPHY	-	This country occupies all of the peninsula known as Asia Minor	Turkey	2005-09-13	-
1	400	no	MEDITERRANEAN GEOGRAPHY	-	This Sicilian volcano's height varies between major eruptions; in some instances by several hundred feet	Etna	2005-09-13	-
1	600	no	MEDITERRANEAN GEOGRAPHY	-	The name of this North African city means "three cities" & refers to the ancient cities of Oea, Sabrata & Leptis Major	Tripoli	2005-09-13	-
1	800	no	MEDITERRANEAN GEOGRAPHY	-	The largest of Spain's Balearic Islands, it's known as the "Pearl of the Mediterranean\"	Majorca	2005-09-13	-
1	1000	no	MEDITERRANEAN GEOGRAPHY	-	This southern Greek peninsula was once called Morea, or "mulberry", for its mulberry-leaf shape	the Peloponnesus	2005-09-13	-
1	200	no	JOURNALISTS	-	Jason Robards played this Washington Post editor in "All the President's Men\"	Ben Bradlee	2005-09-13	-
1	400	no	JOURNALISTS	-	This son of a "60 Minutes" correspondent was at ABC News for 15 years before joining Fox News in 2003	Chris Wallace	2005-09-13	-
1	600	no	JOURNALISTS	-	\"A Mighty Heart" is a 2003 biography of this slain Wall Street Journal reporter by his widow, Mariane	(Daniel) Pearl	2005-09-13	-
1	800	no	JOURNALISTS	-	This Pulitzer winner gained fame reporting on My Lai & has written on Iraq for The New Yorker	(Seymour) Hersh	2005-09-13	-
