round	value	daily_double	category	comments	answer	question	air_date	notes
1	300	no	TV	-	The name of this soap opera can be traced back to a Franciscan mission established in 1786	Santa Barbara	1987-09-11	-
1	400	no	TV	-	His crew included Gruber, Virgil, Tinker, Happy, Willy, Christopher & Ensign Parker	(Lt. Cmdr.) McHale	1987-09-11	-
1	500	no	TV	-	Former "Happy Days" regular who now stars as "Ohara\"	Pat Morita	1987-09-11	-
1	100	no	\"GUIDE\"	-	World Book says only about 10% of the blind find one of these useful	a guide dog	1987-09-11	-
1	200	no	\"GUIDE\"	-	It's a self-propelled aerial projectile controlled in flight internally or by remote control	a guided missile	1987-09-11	-
1	300	no	\"GUIDE\"	-	The marks used to orient lettering, or the rules or policy set up for you to follow	guidelines	1987-09-11	-
1	400	no	\"GUIDE\"	-	While the Red Guides show places to eat & stay, these Michelin books show places to see	the Green Guides	1987-09-11	-
2	200	no	ARACHNIDS	-	These arachnids feed off dogs & can give Rocky Mountain spotted fever to humans	ticks	1987-09-11	-
2	400	no	ARACHNIDS	-	1987 film with this arachnid title was advertised with the line "She mates & she kills\"	Black Widow	1987-09-11	-
2	600	no	ARACHNIDS	-	Tiny arachnid whose name has come to mean anything small, especially an amount of money	a mite	1987-09-11	-
2	500	yes	ARACHNIDS	-	The only sign of the zodiac whose symbol is an arachnid	Scorpio	1987-09-11	-
2	1000	no	ARACHNIDS	-	Like insects, arachnids belong to this "joint legged" phylum of the animal kingdom	the arthropods	1987-09-11	-
2	200	no	AWARDS	-	On Feb. 24, 1987, almost 24 years after winning her 1st Grammy, she picked up her 8th for "The Broadway Album\"	Barbra Streisand	1987-09-11	-
2	400	no	AWARDS	-	In a single evening, this 1934 film became 1st film to sweep all 5 top Oscars	It Happened One Night	1987-09-11	-
2	200	no	ANCIENT WORLDS	-	Circa 8 A.D., Wang Mang seized this country's throne & founded his own dynasty	China	1987-09-11	-
2	400	no	ANCIENT WORLDS	-	A vestal virgin supposedly spawned these twin tots, the feral founding fathers of Rome	Romulus & Remus	1987-09-11	-
2	1000	yes	ANCIENT WORLDS	-	This ancient country was named for Ashur, their primary god	Assyria	1987-09-11	-
2	800	no	ANCIENT WORLDS	-	In life, she was the wife of Akhenaton; in death, she's more famous for her bust	Nefertiti	1987-09-11	-
2	1000	no	ANCIENT WORLDS	-	This city-state fought & lost 3 Punic Wars with Rome	Carthage	1987-09-11	-
2	200	no	PALINDROMES	(Alex: Those are words that read the same forward and backward.)	The only palindrome that applies to a sibling	sis	1987-09-11	-
2	400	no	PALINDROMES	(Alex: Those are words that read the same forward and backward.)	The only year in the 20th c. that is a palindrome	1991	1987-09-11	-
2	600	no	PALINDROMES	(Alex: Those are words that read the same forward and backward.)	Of the verbs to have, to do, or to be, the one whose past tense is a palindrome	to do	1987-09-11	-
2	800	no	PALINDROMES	(Alex: Those are words that read the same forward and backward.)	Mags, Pal & Morten make up this Norwegian pop group	a-ha	1987-09-11	-
2	1000	no	PALINDROMES	(Alex: Those are words that read the same forward and backward.)	To make lace by hand	tat	1987-09-11	-
2	200	no	PRESIDENTS	-	1st president who did not go to college, & that's no lie	George Washington	1987-09-11	-
2	400	no	PRESIDENTS	-	1st president from Massachusetts & 1st to graduate from Harvard	John Adams	1987-09-11	-
2	600	no	PRESIDENTS	-	He entered the College of William & Mary in 1760 at age 16 & graduated 2 years later	Thomas Jefferson	1987-09-11	-
2	800	no	PRESIDENTS	-	The 2 Princeton grads who served 100 years apart were Woodrow Wilson & this man	James Madison	1987-09-11	-
2	1000	no	PRESIDENTS	-	He was the 1st college dropout to go on to become president	James Monroe	1987-09-11	-
